,NESN.SW,ASML.AS,ROG.SW,7203.T,AZN.L,ULVR.L,1299.HK,SAP.DE,NOVO B.CO,SIE.DE,6758.T,TTE.PA,SAN.PA,BHP.AX,ALV.DE,GSK.L,CSL.AX,OR.PA,RIO.L,SU.PA,RDSA.AS,AI.PA,BP.L,IBE.MC,DAI.DE,388.HK,RYDBF,ENEL.MI,BNP.PA,DTE.DE,WBC.AX,7974.T,DPW.DE,ADS.DE,SAN.MC,6098.T,NAB.AX,KER.PA,ADYEN.AS,RKT.L,8035.T,BHP.L,ZURN.SW,9432.T,DG.PA,CS.PA,6594.T,ANZ.AX,NXPI,6501.T,EL.PA,DSV.CO,REL.L,LONN.SW,4502.T,INGA.AS,PRU.L,WES.AX,6367.T,7741.T,9433.T,RMS.PA,ISP.MI,IFX.DE,VOD.L,AAL.L,6954.T,VOW3.DE,LLOY.L,BN.PA,8316.T,SIKA.SW,PHIA.AS,8001.T,MQG.AX,UG,PRX.AS,BARC.L,9983.T,4568.T,D05.SI,CRH.L,BBVA.MC,CPG.L,ITX.MC,ATCO A.ST,MUV2.DE,ERIC B.ST,VWS.CO,8058.T,VNA.DE,GIVN.SW,6273.T,EXPN.L,9434.T,RIO.AX,6702.T,ALC.SW,SGO.PA,BMW.DE,8031.T,AHT.L,PGHN.SW,TLS.AX,8411.T,NDA SE.ST,O39.SI,DSY.PA,DB1.DE,AMS.MC,4503.T,DSM.AS,FERG.L,CAP.PA,6902.T,NOKIA.HE,ENI.MI,KNEBV.HE,4911.T,TCL.AX,4452.T,HEXA B.ST,NESTE.HE,4661.T,ASSA B.ST,4543.T,LR.PA,GMG.AX,4901.T,SAND.ST,U11.SI,GMAB.CO,GEBN.SW,WKL.AS,5108.T,4523.T,SREN.SW,ML.PA,ORSTED.CO,9022.T,6752.T,4338.SR,MRK.DE,4519.T,DBK.DE,UCG.MI,GLE.PA,STM.PA,CLNX.MC,TEP.PA,669.HK,6326.T,BT.A.L,G.MI,9020.T,TEF.MC,7751.T,EQNR.OL,ORA.PA,AV.L,KRZ.IR,SSE.L,VIV.PA,MT.AS,WLN.PA,KBC.BR,LGEN.L,SAMPO.HE,AKZA.AS,DWNI.DE,8801.T,8591.T,1.HK,ZAL.DE,FRE.DE,COLO B.CO,SWED A.ST,ESSITY B.ST,6971.T,823.HK,SEB A.ST,ATCOB.ST,STAN.L,UPM.HE,KNIN.SW,8802.T,DNB.OL,6502.T,7309.T,HEN3.DE,ACA.PA,ALO.PA,SGRO.L,1925.T,8267.T,6869.T,NIBE B.ST,HM B.ST,SY1.DE,REP.MC,003000.KS,3.HK,WPL.AX,DSYA.,6857.T,AP4.SI,SGSN.SW,SHB A.ST,EQT.ST,III.L,4507.T,8113.T,ERF.PA,CRDA.L,4300.SR,6645.T,n/a,6920.T,UMG.AS,NEXI.MI,SUM
10/13/2021,2.52,2.4,2.06,1.57,1.18,1.09,1.1,1.07,1.24,1.02,1.07,1.0,0.82,0.62,0.74,0.75,0.75,0.7,0.55,0.7,0.72,0.61,0.67,0.49,0.59,0.62,0.65,0.48,0.57,0.52,0.52,0.41,0.49,0.44,0.49,0.67,0.52,0.42,0.57,0.44,0.52,0.41,0.49,0.5,0.45,0.49,0.44,0.42,0.42,0.43,0.46,0.41,0.45,0.44,0.4,0.45,0.41,0.35,0.44,0.44,0.4,0.36,0.39,0.38,0.33,0.32,0.33,0.33,0.34,0.35,0.35,0.34,0.31,0.33,0.35,0.31,0.26,0.34,0.31,0.39,0.31,0.29,0.34,0.3,0.33,0.3,0.3,0.26,0.3,0.33,0.28,0.29,0.3,0.31,0.0,0.21,0.26,0.31,0.25,0.25,0.26,0.27,0.27,0.26,0.26,0.32,0.27,0.28,0.24,0.24,0.24,0.27,0.24,0.26,0.23,0.23,0.26,0.2,0.21,0.22,0.22,0.24,0.21,0.25,0.22,0.26,0.22,0.22,0.25,0.19,0.23,0.22,0.2,0.22,0.21,0.16,0.2,0.2,0.19,0.21,0.21,0.0,0.22,0.18,0.19,0.22,0.21,0.22,0.28,0.18,0.22,0.19,0.0,0.2,0.18,0.19,0.2,0.22,0.17,0.16,0.17,0.18,0.0,0.16,0.14,0.2,0.18,0.17,0.14,0.13,0.16,0.18,0.14,0.16,0.15,0.15,0.17,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.15,0.15,0.16,0.15,0.18,0.0,0.16,0.0,0.15,0.15,0.14,0.15,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.0,0.0,0.0,0.15,0.21,0.14,0.15,0.14,74.68
10/14/2021,2.52,2.4,2.06,1.57,1.18,1.09,1.1,1.07,1.24,1.02,1.07,1.0,0.82,0.62,0.74,0.75,0.75,0.7,0.55,0.7,0.72,0.61,0.67,0.49,0.59,0.62,0.65,0.48,0.57,0.52,0.52,0.41,0.49,0.44,0.49,0.67,0.52,0.42,0.57,0.44,0.52,0.41,0.49,0.5,0.45,0.49,0.44,0.42,0.42,0.43,0.46,0.41,0.45,0.44,0.4,0.45,0.41,0.35,0.44,0.44,0.4,0.36,0.39,0.38,0.33,0.32,0.33,0.33,0.34,0.35,0.35,0.34,0.31,0.33,0.35,0.31,0.26,0.34,0.31,0.39,0.31,0.29,0.34,0.3,0.33,0.3,0.3,0.26,0.3,0.33,0.28,0.29,0.3,0.31,0.0,0.21,0.26,0.31,0.25,0.25,0.26,0.27,0.27,0.26,0.26,0.32,0.27,0.28,0.24,0.24,0.24,0.27,0.24,0.26,0.23,0.23,0.26,0.2,0.21,0.22,0.22,0.24,0.21,0.25,0.22,0.26,0.22,0.22,0.25,0.19,0.23,0.22,0.2,0.22,0.21,0.16,0.2,0.2,0.19,0.21,0.21,0.0,0.22,0.18,0.19,0.22,0.21,0.22,0.28,0.18,0.22,0.19,0.0,0.2,0.18,0.19,0.2,0.22,0.17,0.16,0.17,0.18,0.0,0.16,0.14,0.2,0.18,0.17,0.14,0.13,0.16,0.18,0.14,0.16,0.15,0.15,0.17,0.15,0.16,0.14,0.16,0.15,0.14,0.14,0.15,0.15,0.16,0.15,0.18,0.0,0.16,0.0,0.15,0.15,0.14,0.15,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.16,0.14,0.0,0.0,0.0,0.15,0.21,0.14,0.15,0.14,74.68
10/15/2021,2.52,2.37,2.16,1.55,1.22,1.06,1.08,1.07,1.27,1.0,1.06,1.06,0.84,0.65,0.75,0.75,0.76,0.68,0.58,0.68,0.76,0.6,0.72,0.52,0.63,0.6,0.69,0.48,0.6,0.49,0.54,0.42,0.47,0.43,0.52,0.68,0.54,0.42,0.56,0.42,0.48,0.44,0.49,0.49,0.45,0.5,0.42,0.43,0.4,0.43,0.43,0.39,0.45,0.44,0.35,0.45,0.42,0.36,0.45,0.42,0.4,0.37,0.39,0.39,0.33,0.35,0.31,0.32,0.36,0.34,0.35,0.34,0.31,0.34,0.37,0.32,0.27,0.36,0.28,0.39,0.32,0.29,0.36,0.29,0.31,0.3,0.31,0.28,0.27,0.34,0.27,0.29,0.27,0.31,0.0,0.22,0.26,0.31,0.26,0.25,0.27,0.27,0.27,0.26,0.26,0.3,0.27,0.27,0.24,0.24,0.25,0.27,0.25,0.25,0.23,0.24,0.27,0.2,0.21,0.22,0.22,0.23,0.2,0.25,0.22,0.25,0.21,0.22,0.24,0.2,0.24,0.22,0.2,0.21,0.21,0.15,0.2,0.19,0.18,0.2,0.2,0.0,0.22,0.17,0.2,0.23,0.21,0.21,0.26,0.18,0.2,0.19,0.0,0.2,0.17,0.18,0.2,0.22,0.17,0.17,0.16,0.17,0.0,0.17,0.14,0.2,0.18,0.17,0.14,0.13,0.16,0.18,0.14,0.15,0.15,0.15,0.18,0.14,0.15,0.14,0.17,0.15,0.16,0.14,0.14,0.14,0.17,0.14,0.17,0.0,0.17,0.0,0.15,0.16,0.0,0.14,0.15,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.13,0.16,0.13,0.0,0.0,0.0,0.14,0.2,0.0,0.15,0.13,74.75999999999999
10/18/2021,2.55,2.48,2.11,1.52,1.18,1.06,1.06,1.13,1.28,1.03,1.06,1.04,0.82,0.64,0.73,0.75,0.78,0.7,0.58,0.7,0.76,0.61,0.71,0.53,0.63,0.59,0.69,0.49,0.58,0.48,0.52,0.41,0.47,0.43,0.51,0.68,0.54,0.44,0.6,0.42,0.49,0.44,0.49,0.48,0.44,0.48,0.42,0.43,0.4,0.42,0.43,0.4,0.45,0.45,0.34,0.45,0.4,0.35,0.44,0.42,0.39,0.38,0.39,0.4,0.33,0.36,0.3,0.32,0.37,0.34,0.34,0.35,0.31,0.33,0.37,0.32,0.27,0.35,0.27,0.38,0.32,0.28,0.34,0.28,0.3,0.31,0.31,0.28,0.29,0.34,0.27,0.28,0.27,0.32,0.0,0.21,0.26,0.3,0.26,0.25,0.26,0.28,0.28,0.26,0.25,0.3,0.27,0.28,0.24,0.24,0.25,0.28,0.25,0.27,0.23,0.25,0.26,0.19,0.21,0.22,0.21,0.24,0.2,0.24,0.22,0.25,0.22,0.22,0.23,0.2,0.24,0.22,0.2,0.22,0.21,0.15,0.2,0.19,0.19,0.2,0.2,0.0,0.22,0.17,0.19,0.22,0.21,0.21,0.27,0.18,0.2,0.18,0.0,0.2,0.16,0.18,0.19,0.22,0.17,0.16,0.16,0.18,0.0,0.17,0.14,0.2,0.18,0.17,0.14,0.13,0.16,0.18,0.14,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.17,0.16,0.16,0.14,0.14,0.14,0.17,0.14,0.16,0.0,0.17,0.0,0.16,0.15,0.0,0.14,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.15,0.0,0.0,0.13,0.0,0.14,0.2,0.0,0.15,0.14,74.75999999999999
10/19/2021,2.55,2.48,2.11,1.52,1.18,1.06,1.06,1.13,1.28,1.03,1.06,1.04,0.82,0.64,0.73,0.75,0.78,0.7,0.58,0.7,0.76,0.61,0.71,0.53,0.63,0.59,0.69,0.49,0.58,0.48,0.52,0.41,0.47,0.43,0.51,0.68,0.54,0.44,0.6,0.42,0.49,0.44,0.49,0.48,0.44,0.48,0.42,0.43,0.4,0.42,0.43,0.4,0.45,0.45,0.34,0.45,0.4,0.35,0.44,0.42,0.39,0.38,0.39,0.4,0.33,0.36,0.3,0.32,0.37,0.34,0.34,0.35,0.31,0.33,0.37,0.32,0.27,0.35,0.27,0.38,0.32,0.28,0.34,0.28,0.3,0.31,0.31,0.28,0.29,0.34,0.27,0.28,0.27,0.32,0.0,0.21,0.26,0.3,0.26,0.25,0.26,0.28,0.28,0.26,0.25,0.3,0.27,0.28,0.24,0.24,0.25,0.28,0.25,0.27,0.23,0.25,0.26,0.19,0.21,0.22,0.21,0.24,0.2,0.24,0.22,0.25,0.22,0.22,0.23,0.2,0.24,0.22,0.2,0.22,0.21,0.15,0.2,0.19,0.19,0.2,0.2,0.0,0.22,0.17,0.19,0.22,0.21,0.21,0.27,0.18,0.2,0.18,0.0,0.2,0.16,0.18,0.19,0.22,0.17,0.16,0.16,0.18,0.0,0.17,0.14,0.2,0.18,0.17,0.14,0.13,0.16,0.18,0.14,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.17,0.16,0.16,0.14,0.14,0.14,0.17,0.14,0.16,0.0,0.17,0.0,0.16,0.15,0.0,0.14,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.15,0.0,0.0,0.13,0.0,0.14,0.2,0.0,0.15,0.14,74.75999999999999
10/20/2021,2.55,2.48,2.11,1.52,1.18,1.06,1.06,1.13,1.28,1.03,1.06,1.04,0.82,0.64,0.73,0.75,0.78,0.7,0.58,0.7,0.76,0.61,0.71,0.53,0.63,0.59,0.69,0.49,0.58,0.48,0.52,0.41,0.47,0.43,0.51,0.68,0.54,0.44,0.6,0.42,0.49,0.44,0.49,0.48,0.44,0.48,0.42,0.43,0.4,0.42,0.43,0.4,0.45,0.45,0.34,0.45,0.4,0.35,0.44,0.42,0.39,0.38,0.39,0.4,0.33,0.36,0.3,0.32,0.37,0.34,0.34,0.35,0.31,0.33,0.37,0.32,0.27,0.35,0.27,0.38,0.32,0.28,0.34,0.28,0.3,0.31,0.31,0.28,0.29,0.34,0.27,0.28,0.27,0.32,0.0,0.21,0.26,0.3,0.26,0.25,0.26,0.28,0.28,0.26,0.25,0.3,0.27,0.28,0.24,0.24,0.25,0.28,0.25,0.27,0.23,0.25,0.26,0.19,0.21,0.22,0.21,0.24,0.2,0.24,0.22,0.25,0.22,0.22,0.23,0.2,0.24,0.22,0.2,0.22,0.21,0.15,0.2,0.19,0.19,0.2,0.2,0.0,0.22,0.17,0.19,0.22,0.21,0.21,0.27,0.18,0.2,0.18,0.0,0.2,0.16,0.18,0.19,0.22,0.17,0.16,0.16,0.18,0.0,0.17,0.14,0.2,0.18,0.17,0.14,0.13,0.16,0.18,0.14,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.17,0.16,0.16,0.14,0.14,0.14,0.17,0.14,0.16,0.0,0.17,0.0,0.16,0.15,0.0,0.14,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.15,0.0,0.0,0.13,0.0,0.14,0.2,0.0,0.15,0.14,74.75999999999999
10/21/2021,2.55,2.48,2.11,1.52,1.18,1.06,1.06,1.13,1.28,1.03,1.06,1.04,0.82,0.64,0.73,0.75,0.78,0.7,0.58,0.7,0.76,0.61,0.71,0.53,0.63,0.59,0.69,0.49,0.58,0.48,0.52,0.41,0.47,0.43,0.51,0.68,0.54,0.44,0.6,0.42,0.49,0.44,0.49,0.48,0.44,0.48,0.42,0.43,0.4,0.42,0.43,0.4,0.45,0.45,0.34,0.45,0.4,0.35,0.44,0.42,0.39,0.38,0.39,0.4,0.33,0.36,0.3,0.32,0.37,0.34,0.34,0.35,0.31,0.33,0.37,0.32,0.27,0.35,0.27,0.38,0.32,0.28,0.34,0.28,0.3,0.31,0.31,0.28,0.29,0.34,0.27,0.28,0.27,0.32,0.0,0.21,0.26,0.3,0.26,0.25,0.26,0.28,0.28,0.26,0.25,0.3,0.27,0.28,0.24,0.24,0.25,0.28,0.25,0.27,0.23,0.25,0.26,0.19,0.21,0.22,0.21,0.24,0.2,0.24,0.22,0.25,0.22,0.22,0.23,0.2,0.24,0.22,0.2,0.22,0.21,0.15,0.2,0.19,0.19,0.2,0.2,0.0,0.22,0.17,0.19,0.22,0.21,0.21,0.27,0.18,0.2,0.18,0.0,0.2,0.16,0.18,0.19,0.22,0.17,0.16,0.16,0.18,0.0,0.17,0.14,0.2,0.18,0.17,0.14,0.13,0.16,0.18,0.14,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.17,0.16,0.16,0.14,0.14,0.14,0.17,0.14,0.16,0.0,0.17,0.0,0.16,0.15,0.0,0.14,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.15,0.0,0.0,0.13,0.0,0.14,0.2,0.0,0.15,0.14,74.75999999999999
10/22/2021,2.55,2.48,2.11,1.52,1.18,1.06,1.06,1.13,1.28,1.03,1.06,1.04,0.82,0.64,0.73,0.75,0.78,0.7,0.58,0.7,0.76,0.61,0.71,0.53,0.63,0.59,0.69,0.49,0.58,0.48,0.52,0.41,0.47,0.43,0.51,0.68,0.54,0.44,0.6,0.42,0.49,0.44,0.49,0.48,0.44,0.48,0.42,0.43,0.4,0.42,0.43,0.4,0.45,0.45,0.34,0.45,0.4,0.35,0.44,0.42,0.39,0.38,0.39,0.4,0.33,0.36,0.3,0.32,0.37,0.34,0.34,0.35,0.31,0.33,0.37,0.32,0.27,0.35,0.27,0.38,0.32,0.28,0.34,0.28,0.3,0.31,0.31,0.28,0.29,0.34,0.27,0.28,0.27,0.32,0.0,0.21,0.26,0.3,0.26,0.25,0.26,0.28,0.28,0.26,0.25,0.3,0.27,0.28,0.24,0.24,0.25,0.28,0.25,0.27,0.23,0.25,0.26,0.19,0.21,0.22,0.21,0.24,0.2,0.24,0.22,0.25,0.22,0.22,0.23,0.2,0.24,0.22,0.2,0.22,0.21,0.15,0.2,0.19,0.19,0.2,0.2,0.0,0.22,0.17,0.19,0.22,0.21,0.21,0.27,0.18,0.2,0.18,0.0,0.2,0.16,0.18,0.19,0.22,0.17,0.16,0.16,0.18,0.0,0.17,0.14,0.2,0.18,0.17,0.14,0.13,0.16,0.18,0.14,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.17,0.16,0.16,0.14,0.14,0.14,0.17,0.14,0.16,0.0,0.17,0.0,0.16,0.15,0.0,0.14,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.15,0.0,0.0,0.13,0.0,0.14,0.2,0.0,0.15,0.14,74.75999999999999
10/25/2021,2.55,2.48,2.11,1.52,1.18,1.06,1.06,1.13,1.28,1.03,1.06,1.04,0.82,0.64,0.73,0.75,0.78,0.7,0.58,0.7,0.76,0.61,0.71,0.53,0.63,0.59,0.69,0.49,0.58,0.48,0.52,0.41,0.47,0.43,0.51,0.68,0.54,0.44,0.6,0.42,0.49,0.44,0.49,0.48,0.44,0.48,0.42,0.43,0.4,0.42,0.43,0.4,0.45,0.45,0.34,0.45,0.4,0.35,0.44,0.42,0.39,0.38,0.39,0.4,0.33,0.36,0.3,0.32,0.37,0.34,0.34,0.35,0.31,0.33,0.37,0.32,0.27,0.35,0.27,0.38,0.32,0.28,0.34,0.28,0.3,0.31,0.31,0.28,0.29,0.34,0.27,0.28,0.27,0.32,0.0,0.21,0.26,0.3,0.26,0.25,0.26,0.28,0.28,0.26,0.25,0.3,0.27,0.28,0.24,0.24,0.25,0.28,0.25,0.27,0.23,0.25,0.26,0.19,0.21,0.22,0.21,0.24,0.2,0.24,0.22,0.25,0.22,0.22,0.23,0.2,0.24,0.22,0.2,0.22,0.21,0.15,0.2,0.19,0.19,0.2,0.2,0.0,0.22,0.17,0.19,0.22,0.21,0.21,0.27,0.18,0.2,0.18,0.0,0.2,0.16,0.18,0.19,0.22,0.17,0.16,0.16,0.18,0.0,0.17,0.14,0.2,0.18,0.17,0.14,0.13,0.16,0.18,0.14,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.17,0.16,0.16,0.14,0.14,0.14,0.17,0.14,0.16,0.0,0.17,0.0,0.16,0.15,0.0,0.14,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.15,0.0,0.0,0.13,0.0,0.14,0.2,0.0,0.15,0.14,74.75999999999999
10/26/2021,2.55,2.48,2.11,1.52,1.18,1.06,1.06,1.13,1.28,1.03,1.06,1.04,0.82,0.64,0.73,0.75,0.78,0.7,0.58,0.7,0.76,0.61,0.71,0.53,0.63,0.59,0.69,0.49,0.58,0.48,0.52,0.41,0.47,0.43,0.51,0.68,0.54,0.44,0.6,0.42,0.49,0.44,0.49,0.48,0.44,0.48,0.42,0.43,0.4,0.42,0.43,0.4,0.45,0.45,0.34,0.45,0.4,0.35,0.44,0.42,0.39,0.38,0.39,0.4,0.33,0.36,0.3,0.32,0.37,0.34,0.34,0.35,0.31,0.33,0.37,0.32,0.27,0.35,0.27,0.38,0.32,0.28,0.34,0.28,0.3,0.31,0.31,0.28,0.29,0.34,0.27,0.28,0.27,0.32,0.0,0.21,0.26,0.3,0.26,0.25,0.26,0.28,0.28,0.26,0.25,0.3,0.27,0.28,0.24,0.24,0.25,0.28,0.25,0.27,0.23,0.25,0.26,0.19,0.21,0.22,0.21,0.24,0.2,0.24,0.22,0.25,0.22,0.22,0.23,0.2,0.24,0.22,0.2,0.22,0.21,0.15,0.2,0.19,0.19,0.2,0.2,0.0,0.22,0.17,0.19,0.22,0.21,0.21,0.27,0.18,0.2,0.18,0.0,0.2,0.16,0.18,0.19,0.22,0.17,0.16,0.16,0.18,0.0,0.17,0.14,0.2,0.18,0.17,0.14,0.13,0.16,0.18,0.14,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.17,0.16,0.16,0.14,0.14,0.14,0.17,0.14,0.16,0.0,0.17,0.0,0.16,0.15,0.0,0.14,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.15,0.0,0.0,0.13,0.0,0.14,0.2,0.0,0.15,0.14,74.75999999999999
10/27/2021,2.55,2.48,2.11,1.52,1.18,1.06,1.06,1.13,1.28,1.03,1.06,1.04,0.82,0.64,0.73,0.75,0.78,0.7,0.58,0.7,0.76,0.61,0.71,0.53,0.63,0.59,0.69,0.49,0.58,0.48,0.52,0.41,0.47,0.43,0.51,0.68,0.54,0.44,0.6,0.42,0.49,0.44,0.49,0.48,0.44,0.48,0.42,0.43,0.4,0.42,0.43,0.4,0.45,0.45,0.34,0.45,0.4,0.35,0.44,0.42,0.39,0.38,0.39,0.4,0.33,0.36,0.3,0.32,0.37,0.34,0.34,0.35,0.31,0.33,0.37,0.32,0.27,0.35,0.27,0.38,0.32,0.28,0.34,0.28,0.3,0.31,0.31,0.28,0.29,0.34,0.27,0.28,0.27,0.32,0.0,0.21,0.26,0.3,0.26,0.25,0.26,0.28,0.28,0.26,0.25,0.3,0.27,0.28,0.24,0.24,0.25,0.28,0.25,0.27,0.23,0.25,0.26,0.19,0.21,0.22,0.21,0.24,0.2,0.24,0.22,0.25,0.22,0.22,0.23,0.2,0.24,0.22,0.2,0.22,0.21,0.15,0.2,0.19,0.19,0.2,0.2,0.0,0.22,0.17,0.19,0.22,0.21,0.21,0.27,0.18,0.2,0.18,0.0,0.2,0.16,0.18,0.19,0.22,0.17,0.16,0.16,0.18,0.0,0.17,0.14,0.2,0.18,0.17,0.14,0.13,0.16,0.18,0.14,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.17,0.16,0.16,0.14,0.14,0.14,0.17,0.14,0.16,0.0,0.17,0.0,0.16,0.15,0.0,0.14,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.15,0.0,0.0,0.13,0.0,0.14,0.2,0.0,0.15,0.14,74.75999999999999
10/28/2021,2.55,2.48,2.11,1.52,1.18,1.06,1.06,1.13,1.28,1.03,1.06,1.04,0.82,0.64,0.73,0.75,0.78,0.7,0.58,0.7,0.76,0.61,0.71,0.53,0.63,0.59,0.69,0.49,0.58,0.48,0.52,0.41,0.47,0.43,0.51,0.68,0.54,0.44,0.6,0.42,0.49,0.44,0.49,0.48,0.44,0.48,0.42,0.43,0.4,0.42,0.43,0.4,0.45,0.45,0.34,0.45,0.4,0.35,0.44,0.42,0.39,0.38,0.39,0.4,0.33,0.36,0.3,0.32,0.37,0.34,0.34,0.35,0.31,0.33,0.37,0.32,0.27,0.35,0.27,0.38,0.32,0.28,0.34,0.28,0.3,0.31,0.31,0.28,0.29,0.34,0.27,0.28,0.27,0.32,0.0,0.21,0.26,0.3,0.26,0.25,0.26,0.28,0.28,0.26,0.25,0.3,0.27,0.28,0.24,0.24,0.25,0.28,0.25,0.27,0.23,0.25,0.26,0.19,0.21,0.22,0.21,0.24,0.2,0.24,0.22,0.25,0.22,0.22,0.23,0.2,0.24,0.22,0.2,0.22,0.21,0.15,0.2,0.19,0.19,0.2,0.2,0.0,0.22,0.17,0.19,0.22,0.21,0.21,0.27,0.18,0.2,0.18,0.0,0.2,0.16,0.18,0.19,0.22,0.17,0.16,0.16,0.18,0.0,0.17,0.14,0.2,0.18,0.17,0.14,0.13,0.16,0.18,0.14,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.17,0.16,0.16,0.14,0.14,0.14,0.17,0.14,0.16,0.0,0.17,0.0,0.16,0.15,0.0,0.14,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.15,0.0,0.0,0.13,0.0,0.14,0.2,0.0,0.15,0.14,74.75999999999999
10/29/2021,2.55,2.48,2.11,1.52,1.18,1.06,1.06,1.13,1.28,1.03,1.06,1.04,0.82,0.64,0.73,0.75,0.78,0.7,0.58,0.7,0.76,0.61,0.71,0.53,0.63,0.59,0.69,0.49,0.58,0.48,0.52,0.41,0.47,0.43,0.51,0.68,0.54,0.44,0.6,0.42,0.49,0.44,0.49,0.48,0.44,0.48,0.42,0.43,0.4,0.42,0.43,0.4,0.45,0.45,0.34,0.45,0.4,0.35,0.44,0.42,0.39,0.38,0.39,0.4,0.33,0.36,0.3,0.32,0.37,0.34,0.34,0.35,0.31,0.33,0.37,0.32,0.27,0.35,0.27,0.38,0.32,0.28,0.34,0.28,0.3,0.31,0.31,0.28,0.29,0.34,0.27,0.28,0.27,0.32,0.0,0.21,0.26,0.3,0.26,0.25,0.26,0.28,0.28,0.26,0.25,0.3,0.27,0.28,0.24,0.24,0.25,0.28,0.25,0.27,0.23,0.25,0.26,0.19,0.21,0.22,0.21,0.24,0.2,0.24,0.22,0.25,0.22,0.22,0.23,0.2,0.24,0.22,0.2,0.22,0.21,0.15,0.2,0.19,0.19,0.2,0.2,0.0,0.22,0.17,0.19,0.22,0.21,0.21,0.27,0.18,0.2,0.18,0.0,0.2,0.16,0.18,0.19,0.22,0.17,0.16,0.16,0.18,0.0,0.17,0.14,0.2,0.18,0.17,0.14,0.13,0.16,0.18,0.14,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.17,0.16,0.16,0.14,0.14,0.14,0.17,0.14,0.16,0.0,0.17,0.0,0.16,0.15,0.0,0.14,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.15,0.0,0.0,0.13,0.0,0.14,0.2,0.0,0.15,0.14,74.75999999999999
11/01/2021,2.55,2.48,2.11,1.52,1.18,1.06,1.06,1.13,1.28,1.03,1.06,1.04,0.82,0.64,0.73,0.75,0.78,0.7,0.58,0.7,0.76,0.61,0.71,0.53,0.63,0.59,0.69,0.49,0.58,0.48,0.52,0.41,0.47,0.43,0.51,0.68,0.54,0.44,0.6,0.42,0.49,0.44,0.49,0.48,0.44,0.48,0.42,0.43,0.4,0.42,0.43,0.4,0.45,0.45,0.34,0.45,0.4,0.35,0.44,0.42,0.39,0.38,0.39,0.4,0.33,0.36,0.3,0.32,0.37,0.34,0.34,0.35,0.31,0.33,0.37,0.32,0.27,0.35,0.27,0.38,0.32,0.28,0.34,0.28,0.3,0.31,0.31,0.28,0.29,0.34,0.27,0.28,0.27,0.32,0.0,0.21,0.26,0.3,0.26,0.25,0.26,0.28,0.28,0.26,0.25,0.3,0.27,0.28,0.24,0.24,0.25,0.28,0.25,0.27,0.23,0.25,0.26,0.19,0.21,0.22,0.21,0.24,0.2,0.24,0.22,0.25,0.22,0.22,0.23,0.2,0.24,0.22,0.2,0.22,0.21,0.15,0.2,0.19,0.19,0.2,0.2,0.0,0.22,0.17,0.19,0.22,0.21,0.21,0.27,0.18,0.2,0.18,0.0,0.2,0.16,0.18,0.19,0.22,0.17,0.16,0.16,0.18,0.0,0.17,0.14,0.2,0.18,0.17,0.14,0.13,0.16,0.18,0.14,0.16,0.15,0.15,0.18,0.15,0.15,0.14,0.17,0.16,0.16,0.14,0.14,0.14,0.17,0.14,0.16,0.0,0.17,0.0,0.16,0.15,0.0,0.14,0.16,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.15,0.0,0.0,0.13,0.0,0.14,0.2,0.0,0.15,0.14,74.75999999999999
