,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,JPM,TSLA,JNJ,UNH,V,NVDA,HD,PG,BAC,DIS,MA,PYPL,CMCSA,XOM,ADBE,INTC,VZ,CSCO,PFE,NFLX,KO,T,CRM,PEP,ABT,CVX,ABBV,WMT,MRK,AVGO,TMO,ACN,WFC,TXN,MCD,MDT,NKE,LLY,COST,C,HON,DHR,LIN,UPS,QCOM,UNP,PM,BMY,ORCL,NEE,LOW,AMGN,SBUX,BA,CAT,BLK,IBM,MS,AMAT,RTX,GS,GE,AMT,MMM,TGT,CVS,INTU,AXP,DE,SCHW,ANTM,CHTR,ISRG,BKNG,AMD,LMT,MU,LRCX,NOW,FIS,MO,SPGI,CI,MDLZ,SYK,PLD,ADP,ZTS,TFC,GILD,USB,PNC,SQ,TJX,CCI,TMUS,CME,FDX,CB,CSX,COP,ATVI,GM,DUK,ITW,COF,NSC,CL,SHW,UBER,MMC,BDX,EL,FISV,SO,APD,EQIX,ADSK,ICE,D,FCX,BSX,ADI,ILMN,WM,EW,NEM,ETN,ZM,PGR,GPN,AON,HCA,NOC,EMR,F,HUM,MCO,VRTX,ECL,MRNA,DOW,DG,MET,KLAC,REGN,JCI,TWLO,GD,IDXX,ROP,EOG,ALGN,LHX,IQV,AIG,DD,TWTR,TT,KMB,ROST,EXC,SLB,TROW,AEP,PSA,PPG,CNC,DLR,PRU,A,SPG,BAX,INFO,BK,ALL,WDAY,SRE,EA,BIIB,TRV,APTV,MPC,CARR,EBAY,PH,VEEV,SYY,MCHP,APH,AFL,STZ,MAR,BX,NXPI,DOCU,ROKU,MRVL,CMG,MTCH,PINS,PLTR,MSCI,SNPS,LULU,DXCM,ALXN,TEAM,ORLY,CRWD,CDNS,PANW,FTNT,RMD,-,SNOW,MRVL.UW,SUM
11/01/2021,5.53,5.28,3.5,2.11,2.03,1.9,1.24,1.12,1.32,1.06,0.91,0.9,1.24,0.81,0.8,0.73,0.76,0.7,0.79,0.64,0.54,0.74,0.51,0.53,0.58,0.6,0.57,0.51,0.45,0.57,0.5,0.51,0.43,0.5,0.49,0.45,0.46,0.51,0.5,0.44,0.41,0.41,0.42,0.47,0.51,0.47,0.35,0.37,0.48,0.0,0.33,0.38,0.33,0.37,0.35,0.36,0.38,0.34,0.3,0.32,0.27,0.27,0.31,0.29,0.34,0.29,0.3,0.32,0.27,0.31,0.26,0.28,0.26,0.33,0.25,0.25,0.26,0.21,0.25,0.29,0.22,0.31,0.21,0.19,0.2,0.29,0.18,0.22,0.25,0.17,0.2,0.22,0.23,0.21,0.23,0.18,0.21,0.18,0.19,0.24,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.17,0.15,0.19,0.17,0.18,0.16,0.16,0.14,0.17,0.16,0.15,0.15,0.12,0.15,0.2,0.15,0.15,0.17,0.11,0.15,0.14,0.13,0.11,0.15,0.15,0.13,0.15,0.12,0.12,0.14,0.12,0.13,0.3,0.11,0.12,0.11,0.12,0.16,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.12,0.1,0.1,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
11/02/2021,5.53,5.28,3.5,2.11,2.03,1.9,1.24,1.12,1.32,1.06,0.91,0.9,1.24,0.81,0.8,0.73,0.76,0.7,0.79,0.64,0.54,0.74,0.51,0.53,0.58,0.6,0.57,0.51,0.45,0.57,0.5,0.51,0.43,0.5,0.49,0.45,0.46,0.51,0.5,0.44,0.41,0.41,0.42,0.47,0.51,0.47,0.35,0.37,0.48,0.0,0.33,0.38,0.33,0.37,0.35,0.36,0.38,0.34,0.3,0.32,0.27,0.27,0.31,0.29,0.34,0.29,0.3,0.32,0.27,0.31,0.26,0.28,0.26,0.33,0.25,0.25,0.26,0.21,0.25,0.29,0.22,0.31,0.21,0.19,0.2,0.29,0.18,0.22,0.25,0.17,0.2,0.22,0.23,0.21,0.23,0.18,0.21,0.18,0.19,0.24,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.17,0.15,0.19,0.17,0.18,0.16,0.16,0.14,0.17,0.16,0.15,0.15,0.12,0.15,0.2,0.15,0.15,0.17,0.11,0.15,0.14,0.13,0.11,0.15,0.15,0.13,0.15,0.12,0.12,0.14,0.12,0.13,0.3,0.11,0.12,0.11,0.12,0.16,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.12,0.1,0.1,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
11/03/2021,5.53,5.28,3.5,2.11,2.03,1.9,1.24,1.12,1.32,1.06,0.91,0.9,1.24,0.81,0.8,0.73,0.76,0.7,0.79,0.64,0.54,0.74,0.51,0.53,0.58,0.6,0.57,0.51,0.45,0.57,0.5,0.51,0.43,0.5,0.49,0.45,0.46,0.51,0.5,0.44,0.41,0.41,0.42,0.47,0.51,0.47,0.35,0.37,0.48,0.0,0.33,0.38,0.33,0.37,0.35,0.36,0.38,0.34,0.3,0.32,0.27,0.27,0.31,0.29,0.34,0.29,0.3,0.32,0.27,0.31,0.26,0.28,0.26,0.33,0.25,0.25,0.26,0.21,0.25,0.29,0.22,0.31,0.21,0.19,0.2,0.29,0.18,0.22,0.25,0.17,0.2,0.22,0.23,0.21,0.23,0.18,0.21,0.18,0.19,0.24,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.17,0.15,0.19,0.17,0.18,0.16,0.16,0.14,0.17,0.16,0.15,0.15,0.12,0.15,0.2,0.15,0.15,0.17,0.11,0.15,0.14,0.13,0.11,0.15,0.15,0.13,0.15,0.12,0.12,0.14,0.12,0.13,0.3,0.11,0.12,0.11,0.12,0.16,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.12,0.1,0.1,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
11/04/2021,5.53,5.28,3.5,2.11,2.03,1.9,1.24,1.12,1.32,1.06,0.91,0.9,1.24,0.81,0.8,0.73,0.76,0.7,0.79,0.64,0.54,0.74,0.51,0.53,0.58,0.6,0.57,0.51,0.45,0.57,0.5,0.51,0.43,0.5,0.49,0.45,0.46,0.51,0.5,0.44,0.41,0.41,0.42,0.47,0.51,0.47,0.35,0.37,0.48,0.0,0.33,0.38,0.33,0.37,0.35,0.36,0.38,0.34,0.3,0.32,0.27,0.27,0.31,0.29,0.34,0.29,0.3,0.32,0.27,0.31,0.26,0.28,0.26,0.33,0.25,0.25,0.26,0.21,0.25,0.29,0.22,0.31,0.21,0.19,0.2,0.29,0.18,0.22,0.25,0.17,0.2,0.22,0.23,0.21,0.23,0.18,0.21,0.18,0.19,0.24,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.17,0.15,0.19,0.17,0.18,0.16,0.16,0.14,0.17,0.16,0.15,0.15,0.12,0.15,0.2,0.15,0.15,0.17,0.11,0.15,0.14,0.13,0.11,0.15,0.15,0.13,0.15,0.12,0.12,0.14,0.12,0.13,0.3,0.11,0.12,0.11,0.12,0.16,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.12,0.1,0.1,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
11/05/2021,5.53,5.28,3.5,2.11,2.03,1.9,1.24,1.12,1.32,1.06,0.91,0.9,1.24,0.81,0.8,0.73,0.76,0.7,0.79,0.64,0.54,0.74,0.51,0.53,0.58,0.6,0.57,0.51,0.45,0.57,0.5,0.51,0.43,0.5,0.49,0.45,0.46,0.51,0.5,0.44,0.41,0.41,0.42,0.47,0.51,0.47,0.35,0.37,0.48,0.0,0.33,0.38,0.33,0.37,0.35,0.36,0.38,0.34,0.3,0.32,0.27,0.27,0.31,0.29,0.34,0.29,0.3,0.32,0.27,0.31,0.26,0.28,0.26,0.33,0.25,0.25,0.26,0.21,0.25,0.29,0.22,0.31,0.21,0.19,0.2,0.29,0.18,0.22,0.25,0.17,0.2,0.22,0.23,0.21,0.23,0.18,0.21,0.18,0.19,0.24,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.17,0.15,0.19,0.17,0.18,0.16,0.16,0.14,0.17,0.16,0.15,0.15,0.12,0.15,0.2,0.15,0.15,0.17,0.11,0.15,0.14,0.13,0.11,0.15,0.15,0.13,0.15,0.12,0.12,0.14,0.12,0.13,0.3,0.11,0.12,0.11,0.12,0.16,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.12,0.1,0.1,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
11/08/2021,5.53,5.28,3.5,2.11,2.03,1.9,1.24,1.12,1.32,1.06,0.91,0.9,1.24,0.81,0.8,0.73,0.76,0.7,0.79,0.64,0.54,0.74,0.51,0.53,0.58,0.6,0.57,0.51,0.45,0.57,0.5,0.51,0.43,0.5,0.49,0.45,0.46,0.51,0.5,0.44,0.41,0.41,0.42,0.47,0.51,0.47,0.35,0.37,0.48,0.0,0.33,0.38,0.33,0.37,0.35,0.36,0.38,0.34,0.3,0.32,0.27,0.27,0.31,0.29,0.34,0.29,0.3,0.32,0.27,0.31,0.26,0.28,0.26,0.33,0.25,0.25,0.26,0.21,0.25,0.29,0.22,0.31,0.21,0.19,0.2,0.29,0.18,0.22,0.25,0.17,0.2,0.22,0.23,0.21,0.23,0.18,0.21,0.18,0.19,0.24,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.17,0.15,0.19,0.17,0.18,0.16,0.16,0.14,0.17,0.16,0.15,0.15,0.12,0.15,0.2,0.15,0.15,0.17,0.11,0.15,0.14,0.13,0.11,0.15,0.15,0.13,0.15,0.12,0.12,0.14,0.12,0.13,0.3,0.11,0.12,0.11,0.12,0.16,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.12,0.1,0.1,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
11/09/2021,5.53,5.28,3.5,2.11,2.03,1.9,1.24,1.12,1.32,1.06,0.91,0.9,1.24,0.81,0.8,0.73,0.76,0.7,0.79,0.64,0.54,0.74,0.51,0.53,0.58,0.6,0.57,0.51,0.45,0.57,0.5,0.51,0.43,0.5,0.49,0.45,0.46,0.51,0.5,0.44,0.41,0.41,0.42,0.47,0.51,0.47,0.35,0.37,0.48,0.0,0.33,0.38,0.33,0.37,0.35,0.36,0.38,0.34,0.3,0.32,0.27,0.27,0.31,0.29,0.34,0.29,0.3,0.32,0.27,0.31,0.26,0.28,0.26,0.33,0.25,0.25,0.26,0.21,0.25,0.29,0.22,0.31,0.21,0.19,0.2,0.29,0.18,0.22,0.25,0.17,0.2,0.22,0.23,0.21,0.23,0.18,0.21,0.18,0.19,0.24,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.17,0.15,0.19,0.17,0.18,0.16,0.16,0.14,0.17,0.16,0.15,0.15,0.12,0.15,0.2,0.15,0.15,0.17,0.11,0.15,0.14,0.13,0.11,0.15,0.15,0.13,0.15,0.12,0.12,0.14,0.12,0.13,0.3,0.11,0.12,0.11,0.12,0.16,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.12,0.1,0.1,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
11/10/2021,5.53,5.28,3.5,2.11,2.03,1.9,1.24,1.12,1.32,1.06,0.91,0.9,1.24,0.81,0.8,0.73,0.76,0.7,0.79,0.64,0.54,0.74,0.51,0.53,0.58,0.6,0.57,0.51,0.45,0.57,0.5,0.51,0.43,0.5,0.49,0.45,0.46,0.51,0.5,0.44,0.41,0.41,0.42,0.47,0.51,0.47,0.35,0.37,0.48,0.0,0.33,0.38,0.33,0.37,0.35,0.36,0.38,0.34,0.3,0.32,0.27,0.27,0.31,0.29,0.34,0.29,0.3,0.32,0.27,0.31,0.26,0.28,0.26,0.33,0.25,0.25,0.26,0.21,0.25,0.29,0.22,0.31,0.21,0.19,0.2,0.29,0.18,0.22,0.25,0.17,0.2,0.22,0.23,0.21,0.23,0.18,0.21,0.18,0.19,0.24,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.17,0.15,0.19,0.17,0.18,0.16,0.16,0.14,0.17,0.16,0.15,0.15,0.12,0.15,0.2,0.15,0.15,0.17,0.11,0.15,0.14,0.13,0.11,0.15,0.15,0.13,0.15,0.12,0.12,0.14,0.12,0.13,0.3,0.11,0.12,0.11,0.12,0.16,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.12,0.1,0.1,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
11/11/2021,5.53,5.28,3.5,2.11,2.03,1.9,1.24,1.12,1.32,1.06,0.91,0.9,1.24,0.81,0.8,0.73,0.76,0.7,0.79,0.64,0.54,0.74,0.51,0.53,0.58,0.6,0.57,0.51,0.45,0.57,0.5,0.51,0.43,0.5,0.49,0.45,0.46,0.51,0.5,0.44,0.41,0.41,0.42,0.47,0.51,0.47,0.35,0.37,0.48,0.0,0.33,0.38,0.33,0.37,0.35,0.36,0.38,0.34,0.3,0.32,0.27,0.27,0.31,0.29,0.34,0.29,0.3,0.32,0.27,0.31,0.26,0.28,0.26,0.33,0.25,0.25,0.26,0.21,0.25,0.29,0.22,0.31,0.21,0.19,0.2,0.29,0.18,0.22,0.25,0.17,0.2,0.22,0.23,0.21,0.23,0.18,0.21,0.18,0.19,0.24,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.17,0.15,0.19,0.17,0.18,0.16,0.16,0.14,0.17,0.16,0.15,0.15,0.12,0.15,0.2,0.15,0.15,0.17,0.11,0.15,0.14,0.13,0.11,0.15,0.15,0.13,0.15,0.12,0.12,0.14,0.12,0.13,0.3,0.11,0.12,0.11,0.12,0.16,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.12,0.1,0.1,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
11/12/2021,5.53,5.28,3.5,2.11,2.03,1.9,1.24,1.12,1.32,1.06,0.91,0.9,1.24,0.81,0.8,0.73,0.76,0.7,0.79,0.64,0.54,0.74,0.51,0.53,0.58,0.6,0.57,0.51,0.45,0.57,0.5,0.51,0.43,0.5,0.49,0.45,0.46,0.51,0.5,0.44,0.41,0.41,0.42,0.47,0.51,0.47,0.35,0.37,0.48,0.0,0.33,0.38,0.33,0.37,0.35,0.36,0.38,0.34,0.3,0.32,0.27,0.27,0.31,0.29,0.34,0.29,0.3,0.32,0.27,0.31,0.26,0.28,0.26,0.33,0.25,0.25,0.26,0.21,0.25,0.29,0.22,0.31,0.21,0.19,0.2,0.29,0.18,0.22,0.25,0.17,0.2,0.22,0.23,0.21,0.23,0.18,0.21,0.18,0.19,0.24,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.17,0.15,0.19,0.17,0.18,0.16,0.16,0.14,0.17,0.16,0.15,0.15,0.12,0.15,0.2,0.15,0.15,0.17,0.11,0.15,0.14,0.13,0.11,0.15,0.15,0.13,0.15,0.12,0.12,0.14,0.12,0.13,0.3,0.11,0.12,0.11,0.12,0.16,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.12,0.1,0.1,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
11/15/2021,5.53,5.28,3.5,2.11,2.03,1.9,1.24,1.12,1.32,1.06,0.91,0.9,1.24,0.81,0.8,0.73,0.76,0.7,0.79,0.64,0.54,0.74,0.51,0.53,0.58,0.6,0.57,0.51,0.45,0.57,0.5,0.51,0.43,0.5,0.49,0.45,0.46,0.51,0.5,0.44,0.41,0.41,0.42,0.47,0.51,0.47,0.35,0.37,0.48,0.0,0.33,0.38,0.33,0.37,0.35,0.36,0.38,0.34,0.3,0.32,0.27,0.27,0.31,0.29,0.34,0.29,0.3,0.32,0.27,0.31,0.26,0.28,0.26,0.33,0.25,0.25,0.26,0.21,0.25,0.29,0.22,0.31,0.21,0.19,0.2,0.29,0.18,0.22,0.25,0.17,0.2,0.22,0.23,0.21,0.23,0.18,0.21,0.18,0.19,0.24,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.17,0.15,0.19,0.17,0.18,0.16,0.16,0.14,0.17,0.16,0.15,0.15,0.12,0.15,0.2,0.15,0.15,0.17,0.11,0.15,0.14,0.13,0.11,0.15,0.15,0.13,0.15,0.12,0.12,0.14,0.12,0.13,0.3,0.11,0.12,0.11,0.12,0.16,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.12,0.1,0.1,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
11/16/2021,5.53,5.28,3.5,2.11,2.03,1.9,1.24,1.12,1.32,1.06,0.91,0.9,1.24,0.81,0.8,0.73,0.76,0.7,0.79,0.64,0.54,0.74,0.51,0.53,0.58,0.6,0.57,0.51,0.45,0.57,0.5,0.51,0.43,0.5,0.49,0.45,0.46,0.51,0.5,0.44,0.41,0.41,0.42,0.47,0.51,0.47,0.35,0.37,0.48,0.0,0.33,0.38,0.33,0.37,0.35,0.36,0.38,0.34,0.3,0.32,0.27,0.27,0.31,0.29,0.34,0.29,0.3,0.32,0.27,0.31,0.26,0.28,0.26,0.33,0.25,0.25,0.26,0.21,0.25,0.29,0.22,0.31,0.21,0.19,0.2,0.29,0.18,0.22,0.25,0.17,0.2,0.22,0.23,0.21,0.23,0.18,0.21,0.18,0.19,0.24,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.17,0.15,0.19,0.17,0.18,0.16,0.16,0.14,0.17,0.16,0.15,0.15,0.12,0.15,0.2,0.15,0.15,0.17,0.11,0.15,0.14,0.13,0.11,0.15,0.15,0.13,0.15,0.12,0.12,0.14,0.12,0.13,0.3,0.11,0.12,0.11,0.12,0.16,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.12,0.1,0.1,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
11/17/2021,5.53,5.28,3.5,2.11,2.03,1.9,1.24,1.12,1.32,1.06,0.91,0.9,1.24,0.81,0.8,0.73,0.76,0.7,0.79,0.64,0.54,0.74,0.51,0.53,0.58,0.6,0.57,0.51,0.45,0.57,0.5,0.51,0.43,0.5,0.49,0.45,0.46,0.51,0.5,0.44,0.41,0.41,0.42,0.47,0.51,0.47,0.35,0.37,0.48,0.0,0.33,0.38,0.33,0.37,0.35,0.36,0.38,0.34,0.3,0.32,0.27,0.27,0.31,0.29,0.34,0.29,0.3,0.32,0.27,0.31,0.26,0.28,0.26,0.33,0.25,0.25,0.26,0.21,0.25,0.29,0.22,0.31,0.21,0.19,0.2,0.29,0.18,0.22,0.25,0.17,0.2,0.22,0.23,0.21,0.23,0.18,0.21,0.18,0.19,0.24,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.17,0.15,0.19,0.17,0.18,0.16,0.16,0.14,0.17,0.16,0.15,0.15,0.12,0.15,0.2,0.15,0.15,0.17,0.11,0.15,0.14,0.13,0.11,0.15,0.15,0.13,0.15,0.12,0.12,0.14,0.12,0.13,0.3,0.11,0.12,0.11,0.12,0.16,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.12,0.1,0.1,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
11/18/2021,5.53,5.28,3.5,2.11,2.03,1.9,1.24,1.12,1.32,1.06,0.91,0.9,1.24,0.81,0.8,0.73,0.76,0.7,0.79,0.64,0.54,0.74,0.51,0.53,0.58,0.6,0.57,0.51,0.45,0.57,0.5,0.51,0.43,0.5,0.49,0.45,0.46,0.51,0.5,0.44,0.41,0.41,0.42,0.47,0.51,0.47,0.35,0.37,0.48,0.0,0.33,0.38,0.33,0.37,0.35,0.36,0.38,0.34,0.3,0.32,0.27,0.27,0.31,0.29,0.34,0.29,0.3,0.32,0.27,0.31,0.26,0.28,0.26,0.33,0.25,0.25,0.26,0.21,0.25,0.29,0.22,0.31,0.21,0.19,0.2,0.29,0.18,0.22,0.25,0.17,0.2,0.22,0.23,0.21,0.23,0.18,0.21,0.18,0.19,0.24,0.2,0.19,0.19,0.17,0.15,0.19,0.17,0.17,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.17,0.15,0.19,0.17,0.18,0.16,0.16,0.14,0.17,0.16,0.15,0.15,0.12,0.15,0.2,0.15,0.15,0.17,0.11,0.15,0.14,0.13,0.11,0.15,0.15,0.13,0.15,0.12,0.12,0.14,0.12,0.13,0.3,0.11,0.12,0.11,0.12,0.16,0.12,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.1,0.11,0.0,0.12,0.1,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.0,0.1,0.1,0.0,0.12,0.1,0.1,0.12,0.0,0.1,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.14,0.13,0.0,0.11,0.12,0.0,0.0,0.1,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,74.74000000000001
