,TECH,FICO,CGNX,SEDG,WSM,GGG,FDS,BRO,TTC,CREE,TREX,DAR,PRAH,MASI,JAZZ,LAD,RH,MKSI,FIVE,CABO,SAM,DECK,RGEN,OLED,CLF,NBIX,AXON,CONE,SMG,MANH,AMED,PEN,CHE,MOH,SYNH,XPO,LECO,IAA,BRKS,NDSN,RPM,ARWR,MAT,TPX,LSCC,RUN,LII,IIVI,EXEL,CDAY,CHDN,HQY,STAA,SLM,TXRH,YETI,BLD,FOXF,TTEK,FSLR,LFUS,AZPN,PRI,PCTY,LHCG,HUBB,NYT,LITE,MSA,TKR,CSL,WSO,ATR,KNX,CLGX,CPT,GRUB,MIDD,GMED,ASGN,IBKR,SCI,WTRG,HALO,HELE,WEX,GNTX,SBNY,OLLI,G,SSD,MPW,EHC,RGLD,FCN,MEDP,FFIN,QDEL,LAMR,BLDR,CCMP,RNR,BC,REXR,SAIL,BHF,WING,WEN,LSTR,SMTC,CBSH,LPX,LSI,DCI,WWD,EVR,SEIC,EXP,WH,MRCY,ITT,EGP,PII,VVV,AGCO,KNSL,SLAB,MMS,UTHR,XEC,FR,JCOM,COR,NSP,QLYS,TOL,RCM,CDK,HRC,CASY,PZZA,SF,STOR,CNXC,CIEN,CNX,NEOG,RBC,SRCL,BYD,GBCI,CACI,IRDM,EBS,AM,ESNT,CC,JACK,ACC,RLI,IART,ACIW,NATI,SGMS,TREE,EQT,MSM,TNL,COHR,ACHC,VMI,SYNA,LANC,RYN,ICUI,HAIN,SAIC,CHX,ENS,CRUS,TDC,CW,ASH,CHH,FLO,CLH,GO,UMPQ,NSA,RAMP,SXT,CVLT,TGNA,HR,NUS,PNM,PRG,VC,NGVT,SABR,CROX,ENV,TRGP,ELY,HAE,BLKB,CRNC,LOPE,SAIA,GME,GXO,MIME,VSCO,n/a,OPCH,CREEEUR,ZD,RRX,WOLF,APPS,TNDM,PGNY,ETRN,SPWR,AZTA,SITM,STLD,EWBC,THC,BRKR,CAR,OLN,JEF,DKS,AYI,PNFP,AMG,JLL,CPRI,POWI,PACW,AVNT,UMBF,AA,JBL,KBR,AFG,BRX,AIRC,CFR,FAF,NNN,MUR,NVT,NAVI,JHG,VAC,NFG,OGE,LIVN,SNV,SKX,VICR,DEI,MTZ,OZK,WTFC,CFX,CR,PSB,AN,WBS,CIT,SUM
11/03/2021,0.0,1.05,1.32,1.29,1.24,1.11,1.39,0.0,0.97,0.0,1.1,1.09,0.0,1.28,0.74,0.89,1.06,0.78,0.92,0.84,0.45,0.93,1.38,0.69,0.84,0.85,1.07,0.9,0.56,0.9,0.45,0.85,0.68,0.8,0.84,0.38,0.71,0.69,0.71,0.76,0.58,0.61,0.6,0.85,0.82,0.84,0.55,0.58,0.62,0.0,0.78,0.5,0.57,0.5,0.59,0.7,0.63,0.57,0.75,0.88,0.63,0.54,0.57,1.03,0.46,0.55,0.77,0.59,0.5,0.42,0.56,0.5,0.45,0.79,0.0,0.65,0.0,0.54,0.56,0.56,0.51,0.56,0.48,0.54,0.5,0.43,0.43,0.54,0.34,0.47,0.43,0.43,0.39,0.34,0.43,0.51,0.35,0.5,0.46,0.49,0.34,0.35,0.38,0.43,0.37,0.35,0.45,0.36,0.35,0.47,0.33,0.3,0.44,0.34,0.35,0.31,0.3,0.32,0.36,0.25,0.31,0.36,0.3,0.32,0.3,0.32,0.31,0.3,0.32,0.4,0.32,0.0,0.37,0.37,0.35,0.26,0.27,0.24,0.39,0.25,0.39,0.28,0.27,0.34,0.27,0.26,0.26,0.0,0.23,0.26,0.28,0.25,0.3,0.22,0.32,0.23,0.2,0.2,0.25,0.22,0.23,0.18,0.22,0.43,0.0,0.22,0.18,0.17,0.19,0.2,0.19,0.28,0.18,0.19,0.22,0.21,0.18,0.17,0.0,0.19,0.22,0.18,0.17,0.2,0.17,0.19,0.0,0.18,0.24,0.16,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.25,0.24,0.18,0.18,0.0,0.34,0.0,0.58,0.48,0.37,0.36,0.22,0.0,0.17,0.0,0.39,0.29,0.87,0.56,0.43,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
11/04/2021,0.0,1.05,1.32,1.29,1.24,1.11,1.39,0.0,0.97,0.0,1.1,1.09,0.0,1.28,0.74,0.89,1.06,0.78,0.92,0.84,0.45,0.93,1.38,0.69,0.84,0.85,1.07,0.9,0.56,0.9,0.45,0.85,0.68,0.8,0.84,0.38,0.71,0.69,0.71,0.76,0.58,0.61,0.6,0.85,0.82,0.84,0.55,0.58,0.62,0.0,0.78,0.5,0.57,0.5,0.59,0.7,0.63,0.57,0.75,0.88,0.63,0.54,0.57,1.03,0.46,0.55,0.77,0.59,0.5,0.42,0.56,0.5,0.45,0.79,0.0,0.65,0.0,0.54,0.56,0.56,0.51,0.56,0.48,0.54,0.5,0.43,0.43,0.54,0.34,0.47,0.43,0.43,0.39,0.34,0.43,0.51,0.35,0.5,0.46,0.49,0.34,0.35,0.38,0.43,0.37,0.35,0.45,0.36,0.35,0.47,0.33,0.3,0.44,0.34,0.35,0.31,0.3,0.32,0.36,0.25,0.31,0.36,0.3,0.32,0.3,0.32,0.31,0.3,0.32,0.4,0.32,0.0,0.37,0.37,0.35,0.26,0.27,0.24,0.39,0.25,0.39,0.28,0.27,0.34,0.27,0.26,0.26,0.0,0.23,0.26,0.28,0.25,0.3,0.22,0.32,0.23,0.2,0.2,0.25,0.22,0.23,0.18,0.22,0.43,0.0,0.22,0.18,0.17,0.19,0.2,0.19,0.28,0.18,0.19,0.22,0.21,0.18,0.17,0.0,0.19,0.22,0.18,0.17,0.2,0.17,0.19,0.0,0.18,0.24,0.16,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.25,0.24,0.18,0.18,0.0,0.34,0.0,0.58,0.48,0.37,0.36,0.22,0.0,0.17,0.0,0.39,0.29,0.87,0.56,0.43,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
11/05/2021,0.0,1.05,1.32,1.29,1.24,1.11,1.39,0.0,0.97,0.0,1.1,1.09,0.0,1.28,0.74,0.89,1.06,0.78,0.92,0.84,0.45,0.93,1.38,0.69,0.84,0.85,1.07,0.9,0.56,0.9,0.45,0.85,0.68,0.8,0.84,0.38,0.71,0.69,0.71,0.76,0.58,0.61,0.6,0.85,0.82,0.84,0.55,0.58,0.62,0.0,0.78,0.5,0.57,0.5,0.59,0.7,0.63,0.57,0.75,0.88,0.63,0.54,0.57,1.03,0.46,0.55,0.77,0.59,0.5,0.42,0.56,0.5,0.45,0.79,0.0,0.65,0.0,0.54,0.56,0.56,0.51,0.56,0.48,0.54,0.5,0.43,0.43,0.54,0.34,0.47,0.43,0.43,0.39,0.34,0.43,0.51,0.35,0.5,0.46,0.49,0.34,0.35,0.38,0.43,0.37,0.35,0.45,0.36,0.35,0.47,0.33,0.3,0.44,0.34,0.35,0.31,0.3,0.32,0.36,0.25,0.31,0.36,0.3,0.32,0.3,0.32,0.31,0.3,0.32,0.4,0.32,0.0,0.37,0.37,0.35,0.26,0.27,0.24,0.39,0.25,0.39,0.28,0.27,0.34,0.27,0.26,0.26,0.0,0.23,0.26,0.28,0.25,0.3,0.22,0.32,0.23,0.2,0.2,0.25,0.22,0.23,0.18,0.22,0.43,0.0,0.22,0.18,0.17,0.19,0.2,0.19,0.28,0.18,0.19,0.22,0.21,0.18,0.17,0.0,0.19,0.22,0.18,0.17,0.2,0.17,0.19,0.0,0.18,0.24,0.16,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.25,0.24,0.18,0.18,0.0,0.34,0.0,0.58,0.48,0.37,0.36,0.22,0.0,0.17,0.0,0.39,0.29,0.87,0.56,0.43,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
11/08/2021,0.0,1.05,1.32,1.29,1.24,1.11,1.39,0.0,0.97,0.0,1.1,1.09,0.0,1.28,0.74,0.89,1.06,0.78,0.92,0.84,0.45,0.93,1.38,0.69,0.84,0.85,1.07,0.9,0.56,0.9,0.45,0.85,0.68,0.8,0.84,0.38,0.71,0.69,0.71,0.76,0.58,0.61,0.6,0.85,0.82,0.84,0.55,0.58,0.62,0.0,0.78,0.5,0.57,0.5,0.59,0.7,0.63,0.57,0.75,0.88,0.63,0.54,0.57,1.03,0.46,0.55,0.77,0.59,0.5,0.42,0.56,0.5,0.45,0.79,0.0,0.65,0.0,0.54,0.56,0.56,0.51,0.56,0.48,0.54,0.5,0.43,0.43,0.54,0.34,0.47,0.43,0.43,0.39,0.34,0.43,0.51,0.35,0.5,0.46,0.49,0.34,0.35,0.38,0.43,0.37,0.35,0.45,0.36,0.35,0.47,0.33,0.3,0.44,0.34,0.35,0.31,0.3,0.32,0.36,0.25,0.31,0.36,0.3,0.32,0.3,0.32,0.31,0.3,0.32,0.4,0.32,0.0,0.37,0.37,0.35,0.26,0.27,0.24,0.39,0.25,0.39,0.28,0.27,0.34,0.27,0.26,0.26,0.0,0.23,0.26,0.28,0.25,0.3,0.22,0.32,0.23,0.2,0.2,0.25,0.22,0.23,0.18,0.22,0.43,0.0,0.22,0.18,0.17,0.19,0.2,0.19,0.28,0.18,0.19,0.22,0.21,0.18,0.17,0.0,0.19,0.22,0.18,0.17,0.2,0.17,0.19,0.0,0.18,0.24,0.16,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.25,0.24,0.18,0.18,0.0,0.34,0.0,0.58,0.48,0.37,0.36,0.22,0.0,0.17,0.0,0.39,0.29,0.87,0.56,0.43,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
11/09/2021,0.0,1.05,1.32,1.29,1.24,1.11,1.39,0.0,0.97,0.0,1.1,1.09,0.0,1.28,0.74,0.89,1.06,0.78,0.92,0.84,0.45,0.93,1.38,0.69,0.84,0.85,1.07,0.9,0.56,0.9,0.45,0.85,0.68,0.8,0.84,0.38,0.71,0.69,0.71,0.76,0.58,0.61,0.6,0.85,0.82,0.84,0.55,0.58,0.62,0.0,0.78,0.5,0.57,0.5,0.59,0.7,0.63,0.57,0.75,0.88,0.63,0.54,0.57,1.03,0.46,0.55,0.77,0.59,0.5,0.42,0.56,0.5,0.45,0.79,0.0,0.65,0.0,0.54,0.56,0.56,0.51,0.56,0.48,0.54,0.5,0.43,0.43,0.54,0.34,0.47,0.43,0.43,0.39,0.34,0.43,0.51,0.35,0.5,0.46,0.49,0.34,0.35,0.38,0.43,0.37,0.35,0.45,0.36,0.35,0.47,0.33,0.3,0.44,0.34,0.35,0.31,0.3,0.32,0.36,0.25,0.31,0.36,0.3,0.32,0.3,0.32,0.31,0.3,0.32,0.4,0.32,0.0,0.37,0.37,0.35,0.26,0.27,0.24,0.39,0.25,0.39,0.28,0.27,0.34,0.27,0.26,0.26,0.0,0.23,0.26,0.28,0.25,0.3,0.22,0.32,0.23,0.2,0.2,0.25,0.22,0.23,0.18,0.22,0.43,0.0,0.22,0.18,0.17,0.19,0.2,0.19,0.28,0.18,0.19,0.22,0.21,0.18,0.17,0.0,0.19,0.22,0.18,0.17,0.2,0.17,0.19,0.0,0.18,0.24,0.16,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.25,0.24,0.18,0.18,0.0,0.34,0.0,0.58,0.48,0.37,0.36,0.22,0.0,0.17,0.0,0.39,0.29,0.87,0.56,0.43,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
11/10/2021,0.0,1.05,1.32,1.29,1.24,1.11,1.39,0.0,0.97,0.0,1.1,1.09,0.0,1.28,0.74,0.89,1.06,0.78,0.92,0.84,0.45,0.93,1.38,0.69,0.84,0.85,1.07,0.9,0.56,0.9,0.45,0.85,0.68,0.8,0.84,0.38,0.71,0.69,0.71,0.76,0.58,0.61,0.6,0.85,0.82,0.84,0.55,0.58,0.62,0.0,0.78,0.5,0.57,0.5,0.59,0.7,0.63,0.57,0.75,0.88,0.63,0.54,0.57,1.03,0.46,0.55,0.77,0.59,0.5,0.42,0.56,0.5,0.45,0.79,0.0,0.65,0.0,0.54,0.56,0.56,0.51,0.56,0.48,0.54,0.5,0.43,0.43,0.54,0.34,0.47,0.43,0.43,0.39,0.34,0.43,0.51,0.35,0.5,0.46,0.49,0.34,0.35,0.38,0.43,0.37,0.35,0.45,0.36,0.35,0.47,0.33,0.3,0.44,0.34,0.35,0.31,0.3,0.32,0.36,0.25,0.31,0.36,0.3,0.32,0.3,0.32,0.31,0.3,0.32,0.4,0.32,0.0,0.37,0.37,0.35,0.26,0.27,0.24,0.39,0.25,0.39,0.28,0.27,0.34,0.27,0.26,0.26,0.0,0.23,0.26,0.28,0.25,0.3,0.22,0.32,0.23,0.2,0.2,0.25,0.22,0.23,0.18,0.22,0.43,0.0,0.22,0.18,0.17,0.19,0.2,0.19,0.28,0.18,0.19,0.22,0.21,0.18,0.17,0.0,0.19,0.22,0.18,0.17,0.2,0.17,0.19,0.0,0.18,0.24,0.16,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.25,0.24,0.18,0.18,0.0,0.34,0.0,0.58,0.48,0.37,0.36,0.22,0.0,0.17,0.0,0.39,0.29,0.87,0.56,0.43,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
11/11/2021,0.0,1.05,1.32,1.29,1.24,1.11,1.39,0.0,0.97,0.0,1.1,1.09,0.0,1.28,0.74,0.89,1.06,0.78,0.92,0.84,0.45,0.93,1.38,0.69,0.84,0.85,1.07,0.9,0.56,0.9,0.45,0.85,0.68,0.8,0.84,0.38,0.71,0.69,0.71,0.76,0.58,0.61,0.6,0.85,0.82,0.84,0.55,0.58,0.62,0.0,0.78,0.5,0.57,0.5,0.59,0.7,0.63,0.57,0.75,0.88,0.63,0.54,0.57,1.03,0.46,0.55,0.77,0.59,0.5,0.42,0.56,0.5,0.45,0.79,0.0,0.65,0.0,0.54,0.56,0.56,0.51,0.56,0.48,0.54,0.5,0.43,0.43,0.54,0.34,0.47,0.43,0.43,0.39,0.34,0.43,0.51,0.35,0.5,0.46,0.49,0.34,0.35,0.38,0.43,0.37,0.35,0.45,0.36,0.35,0.47,0.33,0.3,0.44,0.34,0.35,0.31,0.3,0.32,0.36,0.25,0.31,0.36,0.3,0.32,0.3,0.32,0.31,0.3,0.32,0.4,0.32,0.0,0.37,0.37,0.35,0.26,0.27,0.24,0.39,0.25,0.39,0.28,0.27,0.34,0.27,0.26,0.26,0.0,0.23,0.26,0.28,0.25,0.3,0.22,0.32,0.23,0.2,0.2,0.25,0.22,0.23,0.18,0.22,0.43,0.0,0.22,0.18,0.17,0.19,0.2,0.19,0.28,0.18,0.19,0.22,0.21,0.18,0.17,0.0,0.19,0.22,0.18,0.17,0.2,0.17,0.19,0.0,0.18,0.24,0.16,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.25,0.24,0.18,0.18,0.0,0.34,0.0,0.58,0.48,0.37,0.36,0.22,0.0,0.17,0.0,0.39,0.29,0.87,0.56,0.43,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
11/12/2021,0.0,1.05,1.32,1.29,1.24,1.11,1.39,0.0,0.97,0.0,1.1,1.09,0.0,1.28,0.74,0.89,1.06,0.78,0.92,0.84,0.45,0.93,1.38,0.69,0.84,0.85,1.07,0.9,0.56,0.9,0.45,0.85,0.68,0.8,0.84,0.38,0.71,0.69,0.71,0.76,0.58,0.61,0.6,0.85,0.82,0.84,0.55,0.58,0.62,0.0,0.78,0.5,0.57,0.5,0.59,0.7,0.63,0.57,0.75,0.88,0.63,0.54,0.57,1.03,0.46,0.55,0.77,0.59,0.5,0.42,0.56,0.5,0.45,0.79,0.0,0.65,0.0,0.54,0.56,0.56,0.51,0.56,0.48,0.54,0.5,0.43,0.43,0.54,0.34,0.47,0.43,0.43,0.39,0.34,0.43,0.51,0.35,0.5,0.46,0.49,0.34,0.35,0.38,0.43,0.37,0.35,0.45,0.36,0.35,0.47,0.33,0.3,0.44,0.34,0.35,0.31,0.3,0.32,0.36,0.25,0.31,0.36,0.3,0.32,0.3,0.32,0.31,0.3,0.32,0.4,0.32,0.0,0.37,0.37,0.35,0.26,0.27,0.24,0.39,0.25,0.39,0.28,0.27,0.34,0.27,0.26,0.26,0.0,0.23,0.26,0.28,0.25,0.3,0.22,0.32,0.23,0.2,0.2,0.25,0.22,0.23,0.18,0.22,0.43,0.0,0.22,0.18,0.17,0.19,0.2,0.19,0.28,0.18,0.19,0.22,0.21,0.18,0.17,0.0,0.19,0.22,0.18,0.17,0.2,0.17,0.19,0.0,0.18,0.24,0.16,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.25,0.24,0.18,0.18,0.0,0.34,0.0,0.58,0.48,0.37,0.36,0.22,0.0,0.17,0.0,0.39,0.29,0.87,0.56,0.43,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
11/15/2021,0.0,1.05,1.32,1.29,1.24,1.11,1.39,0.0,0.97,0.0,1.1,1.09,0.0,1.28,0.74,0.89,1.06,0.78,0.92,0.84,0.45,0.93,1.38,0.69,0.84,0.85,1.07,0.9,0.56,0.9,0.45,0.85,0.68,0.8,0.84,0.38,0.71,0.69,0.71,0.76,0.58,0.61,0.6,0.85,0.82,0.84,0.55,0.58,0.62,0.0,0.78,0.5,0.57,0.5,0.59,0.7,0.63,0.57,0.75,0.88,0.63,0.54,0.57,1.03,0.46,0.55,0.77,0.59,0.5,0.42,0.56,0.5,0.45,0.79,0.0,0.65,0.0,0.54,0.56,0.56,0.51,0.56,0.48,0.54,0.5,0.43,0.43,0.54,0.34,0.47,0.43,0.43,0.39,0.34,0.43,0.51,0.35,0.5,0.46,0.49,0.34,0.35,0.38,0.43,0.37,0.35,0.45,0.36,0.35,0.47,0.33,0.3,0.44,0.34,0.35,0.31,0.3,0.32,0.36,0.25,0.31,0.36,0.3,0.32,0.3,0.32,0.31,0.3,0.32,0.4,0.32,0.0,0.37,0.37,0.35,0.26,0.27,0.24,0.39,0.25,0.39,0.28,0.27,0.34,0.27,0.26,0.26,0.0,0.23,0.26,0.28,0.25,0.3,0.22,0.32,0.23,0.2,0.2,0.25,0.22,0.23,0.18,0.22,0.43,0.0,0.22,0.18,0.17,0.19,0.2,0.19,0.28,0.18,0.19,0.22,0.21,0.18,0.17,0.0,0.19,0.22,0.18,0.17,0.2,0.17,0.19,0.0,0.18,0.24,0.16,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.25,0.24,0.18,0.18,0.0,0.34,0.0,0.58,0.48,0.37,0.36,0.22,0.0,0.17,0.0,0.39,0.29,0.87,0.56,0.43,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
11/16/2021,0.0,1.05,1.32,1.29,1.24,1.11,1.39,0.0,0.97,0.0,1.1,1.09,0.0,1.28,0.74,0.89,1.06,0.78,0.92,0.84,0.45,0.93,1.38,0.69,0.84,0.85,1.07,0.9,0.56,0.9,0.45,0.85,0.68,0.8,0.84,0.38,0.71,0.69,0.71,0.76,0.58,0.61,0.6,0.85,0.82,0.84,0.55,0.58,0.62,0.0,0.78,0.5,0.57,0.5,0.59,0.7,0.63,0.57,0.75,0.88,0.63,0.54,0.57,1.03,0.46,0.55,0.77,0.59,0.5,0.42,0.56,0.5,0.45,0.79,0.0,0.65,0.0,0.54,0.56,0.56,0.51,0.56,0.48,0.54,0.5,0.43,0.43,0.54,0.34,0.47,0.43,0.43,0.39,0.34,0.43,0.51,0.35,0.5,0.46,0.49,0.34,0.35,0.38,0.43,0.37,0.35,0.45,0.36,0.35,0.47,0.33,0.3,0.44,0.34,0.35,0.31,0.3,0.32,0.36,0.25,0.31,0.36,0.3,0.32,0.3,0.32,0.31,0.3,0.32,0.4,0.32,0.0,0.37,0.37,0.35,0.26,0.27,0.24,0.39,0.25,0.39,0.28,0.27,0.34,0.27,0.26,0.26,0.0,0.23,0.26,0.28,0.25,0.3,0.22,0.32,0.23,0.2,0.2,0.25,0.22,0.23,0.18,0.22,0.43,0.0,0.22,0.18,0.17,0.19,0.2,0.19,0.28,0.18,0.19,0.22,0.21,0.18,0.17,0.0,0.19,0.22,0.18,0.17,0.2,0.17,0.19,0.0,0.18,0.24,0.16,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.25,0.24,0.18,0.18,0.0,0.34,0.0,0.58,0.48,0.37,0.36,0.22,0.0,0.17,0.0,0.39,0.29,0.87,0.56,0.43,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
11/17/2021,0.0,1.05,1.32,1.29,1.24,1.11,1.39,0.0,0.97,0.0,1.1,1.09,0.0,1.28,0.74,0.89,1.06,0.78,0.92,0.84,0.45,0.93,1.38,0.69,0.84,0.85,1.07,0.9,0.56,0.9,0.45,0.85,0.68,0.8,0.84,0.38,0.71,0.69,0.71,0.76,0.58,0.61,0.6,0.85,0.82,0.84,0.55,0.58,0.62,0.0,0.78,0.5,0.57,0.5,0.59,0.7,0.63,0.57,0.75,0.88,0.63,0.54,0.57,1.03,0.46,0.55,0.77,0.59,0.5,0.42,0.56,0.5,0.45,0.79,0.0,0.65,0.0,0.54,0.56,0.56,0.51,0.56,0.48,0.54,0.5,0.43,0.43,0.54,0.34,0.47,0.43,0.43,0.39,0.34,0.43,0.51,0.35,0.5,0.46,0.49,0.34,0.35,0.38,0.43,0.37,0.35,0.45,0.36,0.35,0.47,0.33,0.3,0.44,0.34,0.35,0.31,0.3,0.32,0.36,0.25,0.31,0.36,0.3,0.32,0.3,0.32,0.31,0.3,0.32,0.4,0.32,0.0,0.37,0.37,0.35,0.26,0.27,0.24,0.39,0.25,0.39,0.28,0.27,0.34,0.27,0.26,0.26,0.0,0.23,0.26,0.28,0.25,0.3,0.22,0.32,0.23,0.2,0.2,0.25,0.22,0.23,0.18,0.22,0.43,0.0,0.22,0.18,0.17,0.19,0.2,0.19,0.28,0.18,0.19,0.22,0.21,0.18,0.17,0.0,0.19,0.22,0.18,0.17,0.2,0.17,0.19,0.0,0.18,0.24,0.16,0.17,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.25,0.24,0.18,0.18,0.0,0.34,0.0,0.58,0.48,0.37,0.36,0.22,0.0,0.17,0.0,0.39,0.29,0.87,0.56,0.43,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.19
