,SM,AMC,DDS,CHS,ANF,EXPR,OII,SC,COMM,MD,CLF,EVRI,OMI,TEN,AMCX,CNXC,DBI,CZR,SBH,GCO,BGFV,CNDT,LPX,DECK,REZI,IT,SLM,FHN,BLDR,SBNY,CIM,DLX,VMI,CAL,IGT,SNV,CDEV,AXL,OUT,PBI,KTB,TEX,MIDD,BF.B,TSE,FRT,XEC,TGNA,TKR,COTY,CEIX,BKD,GVA,CYH,PKI,SHOO,ACC,PDCE,GIII,HMHC,SHO,GPRE,BLMN,HE,MTG,NXST,POOL,TRN,IHRT,ARCH,ELAN,TRU,AVNT,PLCE,FSLR,RDN,JACK,EAT,CR,CAKE,EXP,GHC,UHAL,OSTK,UMPQ,CBT,AEL,GLPI,BCC,SUI,CLH,SEM,WST,CFX,FDP,UVV,ENS,H,ACHC,EPC,TFX,BECN,GBX,TXRH,GNRC,CIEN,MDP,SBAC,CRUS,CPE,COHR,BKU,CNX,RRC,MLHR,HUBG,VSH,CRS,FOSL,RUSHA,WTM,SKT,FHI,MOG.A,HRC,ATI,THS,VMW,CLR,SAR.AX,JCOM,SYNA,AL,BHE,MKSI,WWD,KFY,ALE,PRA,NFG,ELS,CRL,AIT,JW.A,HCC,SITC,HIW,LW,BKH,SRCL,TPX,KRC,SBGI,EQT,ARCB,XHR,CFR,WLK,IDA,SR,RNR,SCHN,VICI,RPAI,FNB,SIRI,CREE,MLI,MTH,TBI,DNOW,SGMS,HIBB,BYD,NATI,WWW,CUBE,EPR,DY,ATGE,HGV,UNIT,CPS,FCN,GEO,TTWO,WBS,ASGN,WRI,AVA,HWC,CVA,PENN,ALK,GRA,KBH,SLGN,WTRG,HELE,RYN,LSI,EPAM,YNDX,NJR,NTCT,MYGN,FHB,VRS,HRI,TTEK,NNN,NWE,WERN,RHP,031330.KQ,SPB,OGS,FTNT,AMKR,SAH,RXN,VNE,AMN,IDXX,GCI,BDC,SCSC,FDS,CACC,BIO,ANDE,PPC,806.HK,688180.SS,CTLT,KLIC,n/a,ETRN,CHDN,WH,ISBC,PLXS,LYV,FCFS,MPW,ASB,HTA,PINC,PEB,ANET,SF,MLKN,KRG,CNXCV,AVNT.UN,WOLF,WIRE,FII,TRTN,KTB W US,BLD,SAIA,CHE,ESSUTI,MOG/A,ENTG,OZRK,SUM
10/08/2021,0.76,0.69,0.65,0.42,0.38,0.39,0.32,0.37,0.24,0.33,0.35,0.28,0.27,0.21,0.22,0.31,0.22,0.3,0.21,0.27,0.31,0.26,0.29,0.29,0.27,0.34,0.23,0.24,0.33,0.28,0.26,0.2,0.27,0.21,0.23,0.23,0.19,0.18,0.23,0.2,0.22,0.24,0.24,0.23,0.2,0.23,0.23,0.2,0.2,0.21,0.35,0.19,0.21,0.16,0.27,0.2,0.23,0.2,0.2,0.27,0.21,0.23,0.2,0.21,0.23,0.2,0.23,0.23,0.19,0.3,0.2,0.23,0.2,0.18,0.23,0.2,0.19,0.17,0.21,0.17,0.21,0.19,0.22,0.16,0.21,0.18,0.19,0.21,0.2,0.24,0.22,0.16,0.25,0.2,0.19,0.17,0.16,0.18,0.2,0.17,0.18,0.19,0.2,0.19,0.21,0.18,0.19,0.21,0.2,0.0,0.19,0.18,0.17,0.2,0.22,0.19,0.18,0.0,0.17,0.18,0.18,0.16,0.17,0.17,0.24,0.0,0.16,0.17,0.18,0.0,0.18,0.21,0.17,0.18,0.16,0.18,0.19,0.17,0.19,0.18,0.2,0.21,0.17,0.17,0.27,0.18,0.17,0.0,0.18,0.17,0.2,0.16,0.0,0.0,0.2,0.0,0.17,0.16,0.19,0.0,0.17,0.16,0.17,0.19,0.0,0.0,0.0,0.17,0.19,0.17,0.0,0.16,0.0,0.16,0.17,0.17,0.19,0.0,0.0,0.0,0.18,0.2,0.0,0.16,0.17,0.0,0.0,0.19,0.0,0.0,0.0,0.18,0.17,0.0,0.16,0.16,0.16,0.16,0.16,0.0,0.18,0.19,0.18,0.0,0.0,0.16,0.0,0.17,0.18,0.18,0.0,0.16,0.16,0.0,0.0,0.17,0.0,0.18,0.19,0.0,0.18,0.0,0.17,0.0,0.17,0.17,0.19,0.17,0.16,0.17,0.0,0.16,0.0,0.0,0.16,0.16,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.72
10/11/2021,0.65,0.37,0.39,0.3,0.28,0.22,0.29,0.31,0.18,0.26,0.19,0.23,0.19,0.23,0.19,0.24,0.22,0.2,0.21,0.19,0.0,0.22,0.27,0.24,0.19,0.3,0.21,0.22,0.27,0.28,0.24,0.2,0.23,0.0,0.28,0.23,0.18,0.22,0.25,0.21,0.17,0.18,0.22,0.2,0.21,0.24,0.0,0.25,0.19,0.17,0.32,0.0,0.2,0.0,0.25,0.19,0.23,0.2,0.0,0.2,0.22,0.2,0.18,0.22,0.23,0.22,0.21,0.2,0.18,0.34,0.2,0.23,0.2,0.0,0.22,0.21,0.18,0.17,0.2,0.16,0.18,0.19,0.21,0.0,0.22,0.18,0.2,0.22,0.21,0.24,0.22,0.0,0.22,0.19,0.2,0.19,0.0,0.21,0.18,0.0,0.2,0.16,0.2,0.19,0.18,0.2,0.21,0.21,0.18,0.0,0.17,0.18,0.2,0.24,0.19,0.21,0.18,0.0,0.0,0.21,0.17,0.0,0.19,0.18,0.25,0.0,0.19,0.19,0.22,0.0,0.17,0.2,0.19,0.18,0.17,0.17,0.18,0.16,0.17,0.2,0.2,0.19,0.18,0.0,0.3,0.17,0.18,0.0,0.18,0.18,0.18,0.18,0.16,0.19,0.24,0.0,0.19,0.19,0.2,0.16,0.18,0.0,0.17,0.18,0.17,0.18,0.0,0.17,0.2,0.18,0.17,0.0,0.0,0.0,0.17,0.0,0.17,0.16,0.16,0.17,0.18,0.19,0.0,0.18,0.21,0.18,0.17,0.21,0.0,0.16,0.16,0.16,0.17,0.16,0.0,0.17,0.16,0.17,0.0,0.0,0.16,0.17,0.19,0.0,0.16,0.0,0.16,0.2,0.2,0.19,0.0,0.16,0.18,0.0,0.0,0.22,0.0,0.17,0.16,0.18,0.0,0.0,0.17,0.0,0.0,0.18,0.21,0.19,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.23,0.22,0.19,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62
10/12/2021,0.65,0.37,0.39,0.3,0.28,0.22,0.29,0.31,0.18,0.26,0.19,0.23,0.19,0.23,0.19,0.24,0.22,0.2,0.21,0.19,0.0,0.22,0.27,0.24,0.19,0.3,0.21,0.22,0.27,0.28,0.24,0.2,0.23,0.0,0.28,0.23,0.18,0.22,0.25,0.21,0.17,0.18,0.22,0.2,0.21,0.24,0.0,0.25,0.19,0.17,0.32,0.0,0.2,0.0,0.25,0.19,0.23,0.2,0.0,0.2,0.22,0.2,0.18,0.22,0.23,0.22,0.21,0.2,0.18,0.34,0.2,0.23,0.2,0.0,0.22,0.21,0.18,0.17,0.2,0.16,0.18,0.19,0.21,0.0,0.22,0.18,0.2,0.22,0.21,0.24,0.22,0.0,0.22,0.19,0.2,0.19,0.0,0.21,0.18,0.0,0.2,0.16,0.2,0.19,0.18,0.2,0.21,0.21,0.18,0.0,0.17,0.18,0.2,0.24,0.19,0.21,0.18,0.0,0.0,0.21,0.17,0.0,0.19,0.18,0.25,0.0,0.19,0.19,0.22,0.0,0.17,0.2,0.19,0.18,0.17,0.17,0.18,0.16,0.17,0.2,0.2,0.19,0.18,0.0,0.3,0.17,0.18,0.0,0.18,0.18,0.18,0.18,0.16,0.19,0.24,0.0,0.19,0.19,0.2,0.16,0.18,0.0,0.17,0.18,0.17,0.18,0.0,0.17,0.2,0.18,0.17,0.0,0.0,0.0,0.17,0.0,0.17,0.16,0.16,0.17,0.18,0.19,0.0,0.18,0.21,0.18,0.17,0.21,0.0,0.16,0.16,0.16,0.17,0.16,0.0,0.17,0.16,0.17,0.0,0.0,0.16,0.17,0.19,0.0,0.16,0.0,0.16,0.2,0.2,0.19,0.0,0.16,0.18,0.0,0.0,0.22,0.0,0.17,0.16,0.18,0.0,0.0,0.17,0.0,0.0,0.18,0.21,0.19,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.23,0.22,0.19,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62
10/13/2021,0.65,0.37,0.39,0.3,0.28,0.22,0.29,0.31,0.18,0.26,0.19,0.23,0.19,0.23,0.19,0.24,0.22,0.2,0.21,0.19,0.0,0.22,0.27,0.24,0.19,0.3,0.21,0.22,0.27,0.28,0.24,0.2,0.23,0.0,0.28,0.23,0.18,0.22,0.25,0.21,0.17,0.18,0.22,0.2,0.21,0.24,0.0,0.25,0.19,0.17,0.32,0.0,0.2,0.0,0.25,0.19,0.23,0.2,0.0,0.2,0.22,0.2,0.18,0.22,0.23,0.22,0.21,0.2,0.18,0.34,0.2,0.23,0.2,0.0,0.22,0.21,0.18,0.17,0.2,0.16,0.18,0.19,0.21,0.0,0.22,0.18,0.2,0.22,0.21,0.24,0.22,0.0,0.22,0.19,0.2,0.19,0.0,0.21,0.18,0.0,0.2,0.16,0.2,0.19,0.18,0.2,0.21,0.21,0.18,0.0,0.17,0.18,0.2,0.24,0.19,0.21,0.18,0.0,0.0,0.21,0.17,0.0,0.19,0.18,0.25,0.0,0.19,0.19,0.22,0.0,0.17,0.2,0.19,0.18,0.17,0.17,0.18,0.16,0.17,0.2,0.2,0.19,0.18,0.0,0.3,0.17,0.18,0.0,0.18,0.18,0.18,0.18,0.16,0.19,0.24,0.0,0.19,0.19,0.2,0.16,0.18,0.0,0.17,0.18,0.17,0.18,0.0,0.17,0.2,0.18,0.17,0.0,0.0,0.0,0.17,0.0,0.17,0.16,0.16,0.17,0.18,0.19,0.0,0.18,0.21,0.18,0.17,0.21,0.0,0.16,0.16,0.16,0.17,0.16,0.0,0.17,0.16,0.17,0.0,0.0,0.16,0.17,0.19,0.0,0.16,0.0,0.16,0.2,0.2,0.19,0.0,0.16,0.18,0.0,0.0,0.22,0.0,0.17,0.16,0.18,0.0,0.0,0.17,0.0,0.0,0.18,0.21,0.19,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.23,0.22,0.19,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62
10/14/2021,0.65,0.37,0.39,0.3,0.28,0.22,0.29,0.31,0.18,0.26,0.19,0.23,0.19,0.23,0.19,0.24,0.22,0.2,0.21,0.19,0.0,0.22,0.27,0.24,0.19,0.3,0.21,0.22,0.27,0.28,0.24,0.2,0.23,0.0,0.28,0.23,0.18,0.22,0.25,0.21,0.17,0.18,0.22,0.2,0.21,0.24,0.0,0.25,0.19,0.17,0.32,0.0,0.2,0.0,0.25,0.19,0.23,0.2,0.0,0.2,0.22,0.2,0.18,0.22,0.23,0.22,0.21,0.2,0.18,0.34,0.2,0.23,0.2,0.0,0.22,0.21,0.18,0.17,0.2,0.16,0.18,0.19,0.21,0.0,0.22,0.18,0.2,0.22,0.21,0.24,0.22,0.0,0.22,0.19,0.2,0.19,0.0,0.21,0.18,0.0,0.2,0.16,0.2,0.19,0.18,0.2,0.21,0.21,0.18,0.0,0.17,0.18,0.2,0.24,0.19,0.21,0.18,0.0,0.0,0.21,0.17,0.0,0.19,0.18,0.25,0.0,0.19,0.19,0.22,0.0,0.17,0.2,0.19,0.18,0.17,0.17,0.18,0.16,0.17,0.2,0.2,0.19,0.18,0.0,0.3,0.17,0.18,0.0,0.18,0.18,0.18,0.18,0.16,0.19,0.24,0.0,0.19,0.19,0.2,0.16,0.18,0.0,0.17,0.18,0.17,0.18,0.0,0.17,0.2,0.18,0.17,0.0,0.0,0.0,0.17,0.0,0.17,0.16,0.16,0.17,0.18,0.19,0.0,0.18,0.21,0.18,0.17,0.21,0.0,0.16,0.16,0.16,0.17,0.16,0.0,0.17,0.16,0.17,0.0,0.0,0.16,0.17,0.19,0.0,0.16,0.0,0.16,0.2,0.2,0.19,0.0,0.16,0.18,0.0,0.0,0.22,0.0,0.17,0.16,0.18,0.0,0.0,0.17,0.0,0.0,0.18,0.21,0.19,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.23,0.22,0.19,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62
10/15/2021,0.68,0.38,0.41,0.29,0.26,0.22,0.28,0.31,0.17,0.25,0.19,0.22,0.2,0.23,0.19,0.24,0.19,0.2,0.19,0.17,0.0,0.21,0.28,0.22,0.18,0.29,0.21,0.22,0.29,0.28,0.24,0.2,0.22,0.0,0.29,0.23,0.18,0.23,0.25,0.2,0.0,0.17,0.22,0.21,0.2,0.25,0.0,0.24,0.19,0.16,0.33,0.16,0.19,0.0,0.24,0.19,0.23,0.21,0.0,0.19,0.22,0.2,0.17,0.21,0.24,0.22,0.21,0.21,0.16,0.33,0.21,0.22,0.2,0.0,0.24,0.22,0.18,0.17,0.19,0.0,0.18,0.19,0.22,0.0,0.22,0.18,0.21,0.22,0.21,0.24,0.22,0.0,0.22,0.2,0.2,0.18,0.16,0.22,0.16,0.0,0.19,0.16,0.2,0.19,0.18,0.21,0.23,0.21,0.19,0.0,0.17,0.18,0.21,0.23,0.19,0.21,0.17,0.16,0.0,0.21,0.17,0.0,0.19,0.18,0.25,0.0,0.18,0.19,0.23,0.0,0.0,0.2,0.19,0.18,0.17,0.17,0.17,0.16,0.17,0.21,0.21,0.19,0.18,0.0,0.29,0.17,0.19,0.0,0.18,0.17,0.18,0.19,0.0,0.18,0.24,0.0,0.19,0.19,0.19,0.16,0.18,0.0,0.18,0.19,0.17,0.18,0.0,0.17,0.2,0.2,0.18,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.17,0.18,0.19,0.0,0.18,0.24,0.19,0.17,0.21,0.0,0.0,0.16,0.17,0.17,0.0,0.0,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.19,0.0,0.16,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.17,0.0,0.0,0.21,0.16,0.18,0.16,0.18,0.0,0.0,0.17,0.0,0.0,0.18,0.21,0.19,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.22,0.19,0.19,0.18,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.57
10/18/2021,0.68,0.38,0.41,0.29,0.26,0.22,0.28,0.31,0.17,0.25,0.19,0.22,0.2,0.23,0.19,0.24,0.19,0.2,0.19,0.17,0.0,0.21,0.28,0.22,0.18,0.29,0.21,0.22,0.29,0.28,0.24,0.2,0.22,0.0,0.29,0.23,0.18,0.23,0.25,0.2,0.0,0.17,0.22,0.21,0.2,0.25,0.0,0.24,0.19,0.16,0.33,0.16,0.19,0.0,0.24,0.19,0.23,0.21,0.0,0.19,0.22,0.2,0.17,0.21,0.24,0.22,0.21,0.21,0.16,0.33,0.21,0.22,0.2,0.0,0.24,0.22,0.18,0.17,0.19,0.0,0.18,0.19,0.22,0.0,0.22,0.18,0.21,0.22,0.21,0.24,0.22,0.0,0.22,0.2,0.2,0.18,0.16,0.22,0.16,0.0,0.19,0.16,0.2,0.19,0.18,0.21,0.23,0.21,0.19,0.0,0.17,0.18,0.21,0.23,0.19,0.21,0.17,0.16,0.0,0.21,0.17,0.0,0.19,0.18,0.25,0.0,0.18,0.19,0.23,0.0,0.0,0.2,0.19,0.18,0.17,0.17,0.17,0.16,0.17,0.21,0.21,0.19,0.18,0.0,0.29,0.17,0.19,0.0,0.18,0.17,0.18,0.19,0.0,0.18,0.24,0.0,0.19,0.19,0.19,0.16,0.18,0.0,0.18,0.19,0.17,0.18,0.0,0.17,0.2,0.2,0.18,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.17,0.18,0.19,0.0,0.18,0.24,0.19,0.17,0.21,0.0,0.0,0.16,0.17,0.17,0.0,0.0,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.19,0.0,0.16,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.17,0.0,0.0,0.21,0.16,0.18,0.16,0.18,0.0,0.0,0.17,0.0,0.0,0.18,0.21,0.19,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.22,0.19,0.19,0.18,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.57
10/19/2021,0.68,0.38,0.41,0.29,0.26,0.22,0.28,0.31,0.17,0.25,0.19,0.22,0.2,0.23,0.19,0.24,0.19,0.2,0.19,0.17,0.0,0.21,0.28,0.22,0.18,0.29,0.21,0.22,0.29,0.28,0.24,0.2,0.22,0.0,0.29,0.23,0.18,0.23,0.25,0.2,0.0,0.17,0.22,0.21,0.2,0.25,0.0,0.24,0.19,0.16,0.33,0.16,0.19,0.0,0.24,0.19,0.23,0.21,0.0,0.19,0.22,0.2,0.17,0.21,0.24,0.22,0.21,0.21,0.16,0.33,0.21,0.22,0.2,0.0,0.24,0.22,0.18,0.17,0.19,0.0,0.18,0.19,0.22,0.0,0.22,0.18,0.21,0.22,0.21,0.24,0.22,0.0,0.22,0.2,0.2,0.18,0.16,0.22,0.16,0.0,0.19,0.16,0.2,0.19,0.18,0.21,0.23,0.21,0.19,0.0,0.17,0.18,0.21,0.23,0.19,0.21,0.17,0.16,0.0,0.21,0.17,0.0,0.19,0.18,0.25,0.0,0.18,0.19,0.23,0.0,0.0,0.2,0.19,0.18,0.17,0.17,0.17,0.16,0.17,0.21,0.21,0.19,0.18,0.0,0.29,0.17,0.19,0.0,0.18,0.17,0.18,0.19,0.0,0.18,0.24,0.0,0.19,0.19,0.19,0.16,0.18,0.0,0.18,0.19,0.17,0.18,0.0,0.17,0.2,0.2,0.18,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.17,0.18,0.19,0.0,0.18,0.24,0.19,0.17,0.21,0.0,0.0,0.16,0.17,0.17,0.0,0.0,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.19,0.0,0.16,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.17,0.0,0.0,0.21,0.16,0.18,0.16,0.18,0.0,0.0,0.17,0.0,0.0,0.18,0.21,0.19,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.22,0.19,0.19,0.18,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.57
10/20/2021,0.68,0.38,0.41,0.29,0.26,0.22,0.28,0.31,0.17,0.25,0.19,0.22,0.2,0.23,0.19,0.24,0.19,0.2,0.19,0.17,0.0,0.21,0.28,0.22,0.18,0.29,0.21,0.22,0.29,0.28,0.24,0.2,0.22,0.0,0.29,0.23,0.18,0.23,0.25,0.2,0.0,0.17,0.22,0.21,0.2,0.25,0.0,0.24,0.19,0.16,0.33,0.16,0.19,0.0,0.24,0.19,0.23,0.21,0.0,0.19,0.22,0.2,0.17,0.21,0.24,0.22,0.21,0.21,0.16,0.33,0.21,0.22,0.2,0.0,0.24,0.22,0.18,0.17,0.19,0.0,0.18,0.19,0.22,0.0,0.22,0.18,0.21,0.22,0.21,0.24,0.22,0.0,0.22,0.2,0.2,0.18,0.16,0.22,0.16,0.0,0.19,0.16,0.2,0.19,0.18,0.21,0.23,0.21,0.19,0.0,0.17,0.18,0.21,0.23,0.19,0.21,0.17,0.16,0.0,0.21,0.17,0.0,0.19,0.18,0.25,0.0,0.18,0.19,0.23,0.0,0.0,0.2,0.19,0.18,0.17,0.17,0.17,0.16,0.17,0.21,0.21,0.19,0.18,0.0,0.29,0.17,0.19,0.0,0.18,0.17,0.18,0.19,0.0,0.18,0.24,0.0,0.19,0.19,0.19,0.16,0.18,0.0,0.18,0.19,0.17,0.18,0.0,0.17,0.2,0.2,0.18,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.17,0.18,0.19,0.0,0.18,0.24,0.19,0.17,0.21,0.0,0.0,0.16,0.17,0.17,0.0,0.0,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.19,0.0,0.16,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.17,0.0,0.0,0.21,0.16,0.18,0.16,0.18,0.0,0.0,0.17,0.0,0.0,0.18,0.21,0.19,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.22,0.19,0.19,0.18,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.57
10/21/2021,0.68,0.38,0.41,0.29,0.26,0.22,0.28,0.31,0.17,0.25,0.19,0.22,0.2,0.23,0.19,0.24,0.19,0.2,0.19,0.17,0.0,0.21,0.28,0.22,0.18,0.29,0.21,0.22,0.29,0.28,0.24,0.2,0.22,0.0,0.29,0.23,0.18,0.23,0.25,0.2,0.0,0.17,0.22,0.21,0.2,0.25,0.0,0.24,0.19,0.16,0.33,0.16,0.19,0.0,0.24,0.19,0.23,0.21,0.0,0.19,0.22,0.2,0.17,0.21,0.24,0.22,0.21,0.21,0.16,0.33,0.21,0.22,0.2,0.0,0.24,0.22,0.18,0.17,0.19,0.0,0.18,0.19,0.22,0.0,0.22,0.18,0.21,0.22,0.21,0.24,0.22,0.0,0.22,0.2,0.2,0.18,0.16,0.22,0.16,0.0,0.19,0.16,0.2,0.19,0.18,0.21,0.23,0.21,0.19,0.0,0.17,0.18,0.21,0.23,0.19,0.21,0.17,0.16,0.0,0.21,0.17,0.0,0.19,0.18,0.25,0.0,0.18,0.19,0.23,0.0,0.0,0.2,0.19,0.18,0.17,0.17,0.17,0.16,0.17,0.21,0.21,0.19,0.18,0.0,0.29,0.17,0.19,0.0,0.18,0.17,0.18,0.19,0.0,0.18,0.24,0.0,0.19,0.19,0.19,0.16,0.18,0.0,0.18,0.19,0.17,0.18,0.0,0.17,0.2,0.2,0.18,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.17,0.18,0.19,0.0,0.18,0.24,0.19,0.17,0.21,0.0,0.0,0.16,0.17,0.17,0.0,0.0,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.19,0.0,0.16,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.17,0.0,0.0,0.21,0.16,0.18,0.16,0.18,0.0,0.0,0.17,0.0,0.0,0.18,0.21,0.19,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.22,0.19,0.19,0.18,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.57
10/22/2021,0.68,0.38,0.41,0.29,0.26,0.22,0.28,0.31,0.17,0.25,0.19,0.22,0.2,0.23,0.19,0.24,0.19,0.2,0.19,0.17,0.0,0.21,0.28,0.22,0.18,0.29,0.21,0.22,0.29,0.28,0.24,0.2,0.22,0.0,0.29,0.23,0.18,0.23,0.25,0.2,0.0,0.17,0.22,0.21,0.2,0.25,0.0,0.24,0.19,0.16,0.33,0.16,0.19,0.0,0.24,0.19,0.23,0.21,0.0,0.19,0.22,0.2,0.17,0.21,0.24,0.22,0.21,0.21,0.16,0.33,0.21,0.22,0.2,0.0,0.24,0.22,0.18,0.17,0.19,0.0,0.18,0.19,0.22,0.0,0.22,0.18,0.21,0.22,0.21,0.24,0.22,0.0,0.22,0.2,0.2,0.18,0.16,0.22,0.16,0.0,0.19,0.16,0.2,0.19,0.18,0.21,0.23,0.21,0.19,0.0,0.17,0.18,0.21,0.23,0.19,0.21,0.17,0.16,0.0,0.21,0.17,0.0,0.19,0.18,0.25,0.0,0.18,0.19,0.23,0.0,0.0,0.2,0.19,0.18,0.17,0.17,0.17,0.16,0.17,0.21,0.21,0.19,0.18,0.0,0.29,0.17,0.19,0.0,0.18,0.17,0.18,0.19,0.0,0.18,0.24,0.0,0.19,0.19,0.19,0.16,0.18,0.0,0.18,0.19,0.17,0.18,0.0,0.17,0.2,0.2,0.18,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.17,0.18,0.19,0.0,0.18,0.24,0.19,0.17,0.21,0.0,0.0,0.16,0.17,0.17,0.0,0.0,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.19,0.0,0.16,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.17,0.0,0.0,0.21,0.16,0.18,0.16,0.18,0.0,0.0,0.17,0.0,0.0,0.18,0.21,0.19,0.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.22,0.19,0.19,0.18,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.57
