,NTLA,CROX,LSCC,SGMS,IIVI,DNLI,FATE,STAA,TXRH,UPWK,TTEK,SLAB,HQY,EGP,RDFN,ARWR,VRNS,FOXF,SWAV,OMCL,HALO,LHCG,PFGC,BL,JCOM,TWST,APPS,FFIN,HELE,QTWO,AEO,SYNA,SAIA,RPD,BEAM,NVRO,APPN,MMS,MEDP,WSC,NEO,WK,POWI,INSP,NOVT,MSTR,TGTX,SSD,BJ,CRNC,BPMC,ENSG,CDNA,SEM,NEOG,AMN,ASAN,BBIO,WING,SAIL,EXPO,KBR,TRUP,APLS,ACIW,ASGN,SONO,SMTC,LPRO,AEIS,EYE,ALRM,ALKS,CCMP,BCPC,JBT,SPT,DDD,CNMD,SHAK,LPSN,UFPI,ONEM,MTDR,OSTK,FUBO,AQUA,RLI,CDLX,BOX,PGNY,TENB,ITRI,QLYS,NSA,BE,AMBA,MGNI,FELE,BCO,GKOS,BLKB,HLI,RHP,DEN,SPSC,KNSL,ENV,SFIX,SHOO,NUVA,PZZA,HGV,CBRL,EXLS,WDFC,BHVN,VG,SAVA,IRDM,ATRC,SWN,LGIH,VIAV,CVLT,MUSA,CSOD,MED,CELH,VC,ABG,NSP,ARVN,PD,KLIC,SDGR,AIT,NGVT,LANC,ALTR,ATKR,RETA,SIG,KWR,RXN,HLNE,LIVN,BAND,LCII,RCII,CCOI,EDIT,NARI,SAFM,MIME,GTLS,ROG,WBT,NKLA,CBT,PTCT,APAM,MXL,TEX,MTSI,KOD,BIGC,BMI,TNET,AJRD,ACAD,CWST,INSM,MMSI,ALGT,ITCI,ENR,PACB,EGHT,KTB,FN,RCM,RIOT,ALLK,ACCD,DIOD,AMEH,DOOR,FIX,MP,SFBS,HRI,MNTV,GRWG,SKY,EAT,IBP,LTHM,DORM,NSTG,AXNX,PRFT,KRTX,STMP,WWW,OMI,FOCS,TWOU,EVTC,PSB,DRNA,IIPR,CARG,HCAT,APPF,AAON,YELP,INOV,PHR,PCRX,HLIO,THRM,EXPI,CYRX,FOLD,SI,RRR,SITM,FSR,VIR,HSKA,VICR,CVA,WTS,SSTK,DOMO,VCEL,FORM,USD,XTSLA,DOCN,BOOT,CWK,IGT,ZD,MGY,CYTK,ZNTL,CALX,LOB,FWRD,AMRC,OCGN,IRTC,FSS,TBK,COKE,KAI,NMRK,VCRA,OCDX,WGO,UCTT,WHD,BECN,JJSF,OAS,EVRI,JOE,TREE,MC,EAF,IRWD,INFN,KFRC,HMHC,KOS,CVCO,OM,FOE,TNC,SFM,OI,DY,SBH,PLXS,HI,VRTS,ZUO,GBT,CAKE,CRVL,AVYA,PATK,CYH,CWH,DVAX,PJT,VRRM,CPE,TTGT,ACLS,TSE,SUM
01/11/2022,0.53,0.52,0.67,0.44,0.5,0.27,0.28,0.28,0.45,0.25,0.59,0.54,0.27,0.61,0.24,0.43,0.34,0.48,0.41,0.51,0.37,0.28,0.46,0.37,0.0,0.22,0.34,0.46,0.4,0.3,0.26,0.71,0.54,0.4,0.26,0.19,0.0,0.34,0.39,0.57,0.23,0.35,0.37,0.44,0.4,0.29,0.0,0.41,0.48,0.21,0.36,0.3,0.0,0.22,0.29,0.39,0.29,0.0,0.35,0.29,0.38,0.41,0.3,0.22,0.29,0.39,0.25,0.37,0.0,0.24,0.25,0.26,0.27,0.38,0.36,0.34,0.24,0.0,0.3,0.19,0.0,0.34,0.0,0.33,0.0,0.0,0.35,0.3,0.0,0.26,0.2,0.33,0.0,0.31,0.37,0.19,0.4,0.0,0.3,0.23,0.0,0.24,0.36,0.32,0.28,0.31,0.34,0.27,0.0,0.25,0.19,0.3,0.33,0.23,0.31,0.23,0.34,0.36,0.0,0.26,0.2,0.32,0.21,0.26,0.22,0.34,0.0,0.0,0.21,0.23,0.29,0.29,0.23,0.19,0.25,0.0,0.28,0.21,0.2,0.22,0.35,0.0,0.27,0.22,0.0,0.25,0.25,0.0,0.27,0.21,0.21,0.0,0.21,0.23,0.34,0.22,0.32,0.22,0.0,0.24,0.19,0.2,0.33,0.22,0.25,0.0,0.0,0.2,0.26,0.19,0.19,0.26,0.22,0.19,0.2,0.24,0.2,0.0,0.0,0.19,0.27,0.2,0.0,0.0,0.0,0.24,0.0,0.19,0.24,0.25,0.26,0.28,0.18,0.0,0.26,0.0,0.2,0.28,0.2,0.0,0.18,0.26,0.2,0.0,0.0,0.19,0.24,0.0,0.21,0.22,0.0,0.2,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.19,0.22,0.2,0.0,0.0,0.21,0.25,0.21,0.28,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.24,0.25,0.22,0.21,0.33,0.2,0.18,0.18,0.19,0.21,0.22,0.0,0.0,0.21,0.18,0.19,0.2,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.63
01/12/2022,0.53,0.52,0.67,0.44,0.5,0.27,0.28,0.28,0.45,0.25,0.59,0.54,0.27,0.61,0.24,0.43,0.34,0.48,0.41,0.51,0.37,0.28,0.46,0.37,0.0,0.22,0.34,0.46,0.4,0.3,0.26,0.71,0.54,0.4,0.26,0.19,0.0,0.34,0.39,0.57,0.23,0.35,0.37,0.44,0.4,0.29,0.0,0.41,0.48,0.21,0.36,0.3,0.0,0.22,0.29,0.39,0.29,0.0,0.35,0.29,0.38,0.41,0.3,0.22,0.29,0.39,0.25,0.37,0.0,0.24,0.25,0.26,0.27,0.38,0.36,0.34,0.24,0.0,0.3,0.19,0.0,0.34,0.0,0.33,0.0,0.0,0.35,0.3,0.0,0.26,0.2,0.33,0.0,0.31,0.37,0.19,0.4,0.0,0.3,0.23,0.0,0.24,0.36,0.32,0.28,0.31,0.34,0.27,0.0,0.25,0.19,0.3,0.33,0.23,0.31,0.23,0.34,0.36,0.0,0.26,0.2,0.32,0.21,0.26,0.22,0.34,0.0,0.0,0.21,0.23,0.29,0.29,0.23,0.19,0.25,0.0,0.28,0.21,0.2,0.22,0.35,0.0,0.27,0.22,0.0,0.25,0.25,0.0,0.27,0.21,0.21,0.0,0.21,0.23,0.34,0.22,0.32,0.22,0.0,0.24,0.19,0.2,0.33,0.22,0.25,0.0,0.0,0.2,0.26,0.19,0.19,0.26,0.22,0.19,0.2,0.24,0.2,0.0,0.0,0.19,0.27,0.2,0.0,0.0,0.0,0.24,0.0,0.19,0.24,0.25,0.26,0.28,0.18,0.0,0.26,0.0,0.2,0.28,0.2,0.0,0.18,0.26,0.2,0.0,0.0,0.19,0.24,0.0,0.21,0.22,0.0,0.2,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.19,0.22,0.2,0.0,0.0,0.21,0.25,0.21,0.28,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.24,0.25,0.22,0.21,0.33,0.2,0.18,0.18,0.19,0.21,0.22,0.0,0.0,0.21,0.18,0.19,0.2,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.63
01/13/2022,0.52,0.51,0.67,0.43,0.5,0.26,0.29,0.27,0.44,0.25,0.6,0.54,0.29,0.61,0.25,0.43,0.33,0.48,0.43,0.51,0.36,0.28,0.46,0.38,0.0,0.22,0.35,0.46,0.39,0.29,0.26,0.69,0.54,0.41,0.25,0.21,0.0,0.35,0.39,0.58,0.22,0.36,0.37,0.44,0.4,0.29,0.0,0.41,0.49,0.21,0.34,0.3,0.0,0.22,0.29,0.36,0.29,0.0,0.34,0.29,0.39,0.42,0.29,0.23,0.29,0.39,0.25,0.38,0.0,0.24,0.25,0.27,0.28,0.38,0.36,0.33,0.24,0.0,0.28,0.18,0.0,0.35,0.0,0.32,0.0,0.0,0.34,0.3,0.0,0.26,0.21,0.34,0.0,0.31,0.38,0.19,0.39,0.0,0.3,0.24,0.0,0.25,0.37,0.32,0.27,0.32,0.33,0.27,0.0,0.24,0.2,0.3,0.32,0.23,0.31,0.25,0.35,0.36,0.0,0.25,0.21,0.34,0.21,0.26,0.23,0.34,0.0,0.0,0.19,0.23,0.3,0.29,0.24,0.19,0.26,0.0,0.28,0.21,0.2,0.22,0.34,0.0,0.25,0.21,0.0,0.24,0.25,0.0,0.27,0.2,0.21,0.0,0.21,0.24,0.34,0.21,0.32,0.22,0.0,0.24,0.2,0.2,0.33,0.23,0.25,0.0,0.0,0.2,0.26,0.2,0.19,0.26,0.21,0.19,0.2,0.23,0.2,0.0,0.0,0.19,0.27,0.2,0.0,0.0,0.0,0.24,0.0,0.18,0.25,0.25,0.26,0.28,0.0,0.0,0.26,0.0,0.21,0.27,0.2,0.0,0.18,0.25,0.2,0.0,0.0,0.2,0.24,0.0,0.21,0.22,0.0,0.19,0.23,0.0,0.0,0.22,0.0,0.0,0.0,0.19,0.22,0.22,0.0,0.0,0.0,0.24,0.21,0.27,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.24,0.24,0.21,0.21,0.34,0.2,0.19,0.18,0.19,0.19,0.22,0.0,0.0,0.27,0.18,0.18,0.2,0.0,0.18,0.19,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.64
01/14/2022,0.52,0.52,0.65,0.44,0.51,0.27,0.27,0.27,0.43,0.25,0.58,0.53,0.29,0.6,0.25,0.43,0.33,0.47,0.44,0.51,0.36,0.28,0.46,0.38,0.0,0.22,0.34,0.45,0.39,0.29,0.26,0.69,0.52,0.42,0.27,0.22,0.0,0.34,0.4,0.58,0.22,0.37,0.37,0.44,0.41,0.3,0.0,0.4,0.46,0.22,0.33,0.3,0.0,0.22,0.28,0.36,0.3,0.0,0.34,0.29,0.38,0.41,0.29,0.21,0.29,0.39,0.26,0.37,0.0,0.24,0.25,0.27,0.28,0.38,0.36,0.34,0.25,0.0,0.28,0.2,0.0,0.34,0.0,0.33,0.0,0.0,0.34,0.29,0.0,0.26,0.22,0.34,0.0,0.31,0.38,0.2,0.39,0.0,0.3,0.24,0.0,0.25,0.37,0.32,0.28,0.32,0.34,0.27,0.0,0.25,0.2,0.29,0.31,0.22,0.31,0.24,0.34,0.36,0.0,0.25,0.22,0.34,0.21,0.26,0.23,0.33,0.0,0.0,0.21,0.23,0.29,0.29,0.24,0.19,0.26,0.0,0.27,0.21,0.2,0.22,0.34,0.0,0.25,0.21,0.0,0.25,0.25,0.0,0.26,0.19,0.2,0.0,0.21,0.23,0.34,0.21,0.32,0.22,0.0,0.23,0.2,0.2,0.33,0.22,0.25,0.0,0.0,0.2,0.26,0.19,0.19,0.25,0.2,0.19,0.2,0.23,0.2,0.0,0.0,0.19,0.27,0.19,0.0,0.0,0.0,0.24,0.0,0.19,0.24,0.25,0.26,0.28,0.18,0.0,0.26,0.0,0.21,0.28,0.19,0.0,0.18,0.25,0.2,0.0,0.0,0.2,0.24,0.0,0.21,0.21,0.0,0.19,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.19,0.22,0.22,0.0,0.0,0.18,0.25,0.21,0.28,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.21,0.0,0.0,0.25,0.24,0.22,0.2,0.34,0.21,0.18,0.19,0.18,0.19,0.21,0.0,0.0,0.29,0.18,0.18,0.2,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.510000000000005
01/17/2022,0.45,0.53,0.63,0.43,0.5,0.22,0.25,0.26,0.44,0.24,0.6,0.54,0.3,0.62,0.25,0.42,0.31,0.47,0.45,0.52,0.36,0.28,0.49,0.35,0.0,0.2,0.33,0.47,0.4,0.27,0.26,0.69,0.52,0.4,0.25,0.23,0.0,0.34,0.38,0.6,0.2,0.36,0.37,0.46,0.4,0.3,0.0,0.41,0.48,0.21,0.3,0.31,0.0,0.23,0.28,0.36,0.29,0.0,0.34,0.29,0.39,0.43,0.28,0.21,0.3,0.39,0.26,0.38,0.0,0.25,0.24,0.27,0.29,0.39,0.37,0.34,0.22,0.0,0.29,0.19,0.0,0.36,0.0,0.34,0.0,0.0,0.34,0.3,0.0,0.26,0.2,0.34,0.0,0.31,0.38,0.19,0.4,0.0,0.3,0.25,0.0,0.25,0.38,0.32,0.28,0.31,0.34,0.28,0.0,0.25,0.21,0.29,0.33,0.22,0.31,0.24,0.33,0.36,0.0,0.24,0.22,0.35,0.22,0.26,0.23,0.35,0.0,0.0,0.2,0.25,0.28,0.29,0.22,0.18,0.26,0.0,0.28,0.21,0.2,0.22,0.35,0.0,0.27,0.22,0.0,0.25,0.27,0.0,0.27,0.21,0.2,0.0,0.2,0.24,0.36,0.21,0.33,0.23,0.0,0.25,0.21,0.2,0.33,0.23,0.25,0.0,0.0,0.2,0.26,0.19,0.19,0.26,0.2,0.19,0.21,0.24,0.2,0.0,0.0,0.2,0.27,0.18,0.0,0.0,0.0,0.24,0.0,0.19,0.25,0.25,0.27,0.31,0.0,0.0,0.27,0.0,0.21,0.29,0.2,0.0,0.18,0.25,0.2,0.0,0.0,0.2,0.24,0.0,0.21,0.22,0.0,0.19,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.2,0.22,0.23,0.0,0.0,0.19,0.27,0.21,0.27,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.21,0.0,0.0,0.23,0.23,0.22,0.2,0.34,0.22,0.0,0.0,0.18,0.2,0.22,0.0,0.0,0.31,0.18,0.19,0.21,0.18,0.18,0.2,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.8
01/18/2022,0.46,0.52,0.63,0.43,0.51,0.23,0.25,0.26,0.44,0.24,0.58,0.54,0.3,0.61,0.24,0.43,0.3,0.46,0.41,0.52,0.36,0.29,0.48,0.35,0.0,0.2,0.33,0.47,0.4,0.26,0.26,0.7,0.53,0.4,0.25,0.23,0.0,0.35,0.37,0.59,0.21,0.36,0.37,0.46,0.4,0.31,0.0,0.41,0.45,0.19,0.31,0.31,0.0,0.23,0.29,0.37,0.29,0.0,0.34,0.28,0.38,0.43,0.28,0.21,0.3,0.39,0.24,0.38,0.0,0.26,0.23,0.27,0.29,0.39,0.36,0.34,0.22,0.0,0.29,0.19,0.0,0.35,0.0,0.37,0.0,0.0,0.33,0.3,0.0,0.26,0.2,0.33,0.0,0.31,0.38,0.19,0.4,0.0,0.31,0.26,0.18,0.25,0.37,0.32,0.28,0.31,0.32,0.27,0.0,0.25,0.21,0.28,0.32,0.22,0.31,0.25,0.33,0.37,0.0,0.24,0.21,0.36,0.22,0.26,0.23,0.34,0.0,0.0,0.19,0.24,0.28,0.28,0.23,0.19,0.27,0.0,0.28,0.21,0.2,0.22,0.35,0.0,0.27,0.21,0.0,0.24,0.27,0.0,0.26,0.2,0.2,0.0,0.2,0.24,0.36,0.21,0.33,0.23,0.0,0.25,0.22,0.2,0.34,0.23,0.25,0.0,0.0,0.2,0.25,0.19,0.2,0.25,0.2,0.19,0.21,0.25,0.2,0.0,0.0,0.19,0.27,0.0,0.0,0.0,0.0,0.24,0.0,0.19,0.25,0.26,0.27,0.3,0.0,0.0,0.26,0.0,0.2,0.29,0.2,0.0,0.18,0.24,0.2,0.0,0.0,0.19,0.24,0.0,0.21,0.22,0.0,0.19,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.21,0.24,0.0,0.0,0.2,0.28,0.21,0.28,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.22,0.0,0.0,0.21,0.23,0.22,0.2,0.34,0.23,0.0,0.18,0.18,0.19,0.22,0.0,0.0,0.3,0.18,0.19,0.21,0.0,0.18,0.2,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.63000000000001
01/19/2022,0.46,0.52,0.63,0.43,0.51,0.23,0.25,0.26,0.44,0.24,0.58,0.54,0.3,0.61,0.24,0.43,0.3,0.46,0.41,0.52,0.36,0.29,0.48,0.35,0.0,0.2,0.33,0.47,0.4,0.26,0.26,0.7,0.53,0.4,0.25,0.23,0.0,0.35,0.37,0.59,0.21,0.36,0.37,0.46,0.4,0.31,0.0,0.41,0.45,0.19,0.31,0.31,0.0,0.23,0.29,0.37,0.29,0.0,0.34,0.28,0.38,0.43,0.28,0.21,0.3,0.39,0.24,0.38,0.0,0.26,0.23,0.27,0.29,0.39,0.36,0.34,0.22,0.0,0.29,0.19,0.0,0.35,0.0,0.37,0.0,0.0,0.33,0.3,0.0,0.26,0.2,0.33,0.0,0.31,0.38,0.19,0.4,0.0,0.31,0.26,0.18,0.25,0.37,0.32,0.28,0.31,0.32,0.27,0.0,0.25,0.21,0.28,0.32,0.22,0.31,0.25,0.33,0.37,0.0,0.24,0.21,0.36,0.22,0.26,0.23,0.34,0.0,0.0,0.19,0.24,0.28,0.28,0.23,0.19,0.27,0.0,0.28,0.21,0.2,0.22,0.35,0.0,0.27,0.21,0.0,0.24,0.27,0.0,0.26,0.2,0.2,0.0,0.2,0.24,0.36,0.21,0.33,0.23,0.0,0.25,0.22,0.2,0.34,0.23,0.25,0.0,0.0,0.2,0.25,0.19,0.2,0.25,0.2,0.19,0.21,0.25,0.2,0.0,0.0,0.19,0.27,0.0,0.0,0.0,0.0,0.24,0.0,0.19,0.25,0.26,0.27,0.3,0.0,0.0,0.26,0.0,0.2,0.29,0.2,0.0,0.18,0.24,0.2,0.0,0.0,0.19,0.24,0.0,0.21,0.22,0.0,0.19,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.21,0.24,0.0,0.0,0.2,0.28,0.21,0.28,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.22,0.0,0.0,0.21,0.23,0.22,0.2,0.34,0.23,0.0,0.18,0.18,0.19,0.22,0.0,0.0,0.3,0.18,0.19,0.21,0.0,0.18,0.2,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.63000000000001
01/20/2022,0.46,0.52,0.63,0.43,0.51,0.23,0.25,0.26,0.44,0.24,0.58,0.54,0.3,0.61,0.24,0.43,0.3,0.46,0.41,0.52,0.36,0.29,0.48,0.35,0.0,0.2,0.33,0.47,0.4,0.26,0.26,0.7,0.53,0.4,0.25,0.23,0.0,0.35,0.37,0.59,0.21,0.36,0.37,0.46,0.4,0.31,0.0,0.41,0.45,0.19,0.31,0.31,0.0,0.23,0.29,0.37,0.29,0.0,0.34,0.28,0.38,0.43,0.28,0.21,0.3,0.39,0.24,0.38,0.0,0.26,0.23,0.27,0.29,0.39,0.36,0.34,0.22,0.0,0.29,0.19,0.0,0.35,0.0,0.37,0.0,0.0,0.33,0.3,0.0,0.26,0.2,0.33,0.0,0.31,0.38,0.19,0.4,0.0,0.31,0.26,0.18,0.25,0.37,0.32,0.28,0.31,0.32,0.27,0.0,0.25,0.21,0.28,0.32,0.22,0.31,0.25,0.33,0.37,0.0,0.24,0.21,0.36,0.22,0.26,0.23,0.34,0.0,0.0,0.19,0.24,0.28,0.28,0.23,0.19,0.27,0.0,0.28,0.21,0.2,0.22,0.35,0.0,0.27,0.21,0.0,0.24,0.27,0.0,0.26,0.2,0.2,0.0,0.2,0.24,0.36,0.21,0.33,0.23,0.0,0.25,0.22,0.2,0.34,0.23,0.25,0.0,0.0,0.2,0.25,0.19,0.2,0.25,0.2,0.19,0.21,0.25,0.2,0.0,0.0,0.19,0.27,0.0,0.0,0.0,0.0,0.24,0.0,0.19,0.25,0.26,0.27,0.3,0.0,0.0,0.26,0.0,0.2,0.29,0.2,0.0,0.18,0.24,0.2,0.0,0.0,0.19,0.24,0.0,0.21,0.22,0.0,0.19,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.21,0.24,0.0,0.0,0.2,0.28,0.21,0.28,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.22,0.0,0.0,0.21,0.23,0.22,0.2,0.34,0.23,0.0,0.18,0.18,0.19,0.22,0.0,0.0,0.3,0.18,0.19,0.21,0.0,0.18,0.2,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.63000000000001
01/21/2022,0.45,0.52,0.62,0.44,0.51,0.22,0.25,0.26,0.44,0.24,0.59,0.53,0.3,0.62,0.24,0.41,0.3,0.46,0.4,0.51,0.36,0.29,0.49,0.36,0.0,0.2,0.32,0.48,0.41,0.26,0.27,0.7,0.56,0.4,0.24,0.23,0.0,0.36,0.37,0.6,0.2,0.36,0.38,0.45,0.4,0.3,0.0,0.41,0.46,0.2,0.3,0.31,0.0,0.21,0.28,0.38,0.26,0.0,0.33,0.28,0.38,0.44,0.28,0.21,0.3,0.4,0.24,0.38,0.0,0.25,0.23,0.27,0.31,0.39,0.36,0.35,0.23,0.0,0.29,0.19,0.0,0.35,0.0,0.37,0.0,0.0,0.34,0.3,0.0,0.27,0.2,0.34,0.0,0.32,0.39,0.18,0.39,0.0,0.31,0.26,0.18,0.26,0.36,0.33,0.28,0.31,0.32,0.28,0.0,0.26,0.22,0.3,0.32,0.22,0.32,0.24,0.33,0.38,0.0,0.24,0.22,0.36,0.21,0.27,0.24,0.35,0.0,0.0,0.19,0.24,0.3,0.29,0.23,0.18,0.27,0.0,0.28,0.22,0.21,0.21,0.35,0.0,0.27,0.22,0.0,0.24,0.27,0.0,0.25,0.2,0.2,0.0,0.2,0.25,0.37,0.21,0.34,0.24,0.0,0.26,0.22,0.2,0.33,0.24,0.25,0.0,0.0,0.2,0.26,0.19,0.19,0.26,0.2,0.19,0.21,0.24,0.21,0.0,0.0,0.19,0.27,0.19,0.0,0.0,0.0,0.24,0.0,0.19,0.25,0.27,0.27,0.3,0.0,0.0,0.26,0.0,0.2,0.29,0.2,0.0,0.0,0.25,0.19,0.0,0.0,0.2,0.24,0.0,0.21,0.22,0.0,0.19,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.21,0.24,0.0,0.0,0.19,0.22,0.21,0.27,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.21,0.23,0.23,0.21,0.35,0.23,0.18,0.0,0.0,0.18,0.23,0.0,0.0,0.3,0.19,0.18,0.21,0.18,0.18,0.21,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.84
01/24/2022,0.45,0.49,0.59,0.43,0.49,0.23,0.24,0.27,0.45,0.24,0.6,0.51,0.31,0.63,0.24,0.42,0.32,0.44,0.37,0.52,0.36,0.29,0.49,0.37,0.0,0.2,0.3,0.46,0.41,0.27,0.25,0.64,0.6,0.41,0.25,0.23,0.0,0.37,0.38,0.61,0.19,0.39,0.37,0.45,0.39,0.3,0.0,0.4,0.47,0.19,0.31,0.31,0.0,0.2,0.28,0.36,0.27,0.0,0.33,0.29,0.38,0.44,0.28,0.21,0.31,0.41,0.23,0.38,0.0,0.25,0.24,0.28,0.3,0.4,0.37,0.34,0.22,0.0,0.29,0.19,0.0,0.35,0.0,0.37,0.0,0.0,0.35,0.31,0.0,0.28,0.19,0.36,0.0,0.33,0.39,0.18,0.38,0.0,0.31,0.27,0.19,0.26,0.36,0.33,0.29,0.33,0.31,0.28,0.0,0.25,0.23,0.3,0.32,0.22,0.32,0.24,0.34,0.39,0.0,0.25,0.22,0.34,0.21,0.28,0.24,0.35,0.0,0.0,0.18,0.23,0.29,0.3,0.25,0.19,0.25,0.0,0.29,0.22,0.21,0.22,0.35,0.0,0.25,0.22,0.0,0.24,0.28,0.0,0.24,0.2,0.21,0.0,0.2,0.26,0.38,0.21,0.35,0.24,0.0,0.25,0.22,0.2,0.33,0.23,0.25,0.0,0.0,0.2,0.27,0.2,0.2,0.27,0.2,0.2,0.22,0.24,0.21,0.0,0.0,0.19,0.28,0.2,0.0,0.0,0.0,0.23,0.0,0.18,0.25,0.25,0.27,0.3,0.0,0.0,0.24,0.0,0.2,0.29,0.2,0.0,0.18,0.25,0.19,0.0,0.0,0.21,0.24,0.0,0.21,0.22,0.0,0.19,0.23,0.0,0.0,0.21,0.18,0.0,0.0,0.22,0.2,0.24,0.0,0.0,0.19,0.24,0.21,0.25,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.22,0.0,0.0,0.21,0.22,0.23,0.21,0.36,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.3,0.18,0.18,0.21,0.18,0.18,0.21,0.0,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.91
