,BRK.B,JPM,JNJ,UNH,PG,BAC,CMCSA,XOM,INTC,VZ,PFE,KO,T,ABT,PEP,CSCO,WMT,ABBV,WFC,MRK,CVX,LLY,MDT,C,DIS,HON,PM,NEE,ORCL,AMGN,MS,RTX,CAT,GS,IBM,GE,BLK,MMM,TGT,CVS,SCHW,DE,ANTM,AXP,MO,CI,MDLZ,PLD,TFC,GILD,PNC,USB,DHR,TMUS,CME,UPS,DUK,GM,QCOM,CSX,COP,FDX,COF,BMY,NSC,MMC,SO,APD,ITW,CB,BX,FCX,D,WM,NEM,HCA,PGR,ETN,EMR,F,HUM,NOC,DOW,JCI,EOG,GD,AIG,DD,LMT,TEL,TT,KMB,EXC,TROW,SLB,MET,AEP,PPG,PRU,SPG,BK,BIIB,TRV,MPC,CARR,PH,EBAY,ALL,SYY,SRE,STZ,WBA,GIS,XEL,CMI,CTSH,MAR,ADM,PSX,HPQ,LUV,DFS,IFF,KMI,AFL,ZBH,SWK,OTIS,CTVA,TDG,WLTW,GLW,DHI,VLO,WMB,PCAR,PEG,WELL,NUE,MCK,KKR,DAL,AMP,ADI,LYB,FITB,WEC,STT,EQR,AVB,WY,LEN,AWK,CBRE,ES,BBY,LH,KHC,DTE,ED,SYF,VFC,IP,DELL,CCL,OXY,URI,NTRS,KDP,CDW,TSN,OKE,HIG,FTV,DLTR,VIAC,RSG,RF,PPL,KEY,LVS,WDC,KR,GRMN,DOV,XYL,CFG,EIX,ETR,AEE,VTR,BAX,QRVO,MTB,HPE,ALLY,FE,GWW,STX,APTV,AVGO,BDX,ICE,AJG,LHX,EXR,CNC,KMX,HBAN,ALXN,NDAQ,MAA,ESS,MSI,HOLX,IR,UNP,FIS,AME,HES,CLX,n/a,PCG,DRE,WTW,SUM
10/11/2021,2.98,2.83,2.67,2.3,2.04,1.88,1.63,1.35,1.28,1.26,1.51,1.28,1.14,1.31,1.26,1.31,1.22,1.25,1.1,1.13,1.09,1.3,1.05,0.87,0.0,0.94,0.94,0.94,0.9,0.76,0.91,0.75,0.68,0.82,0.7,0.68,0.76,0.66,0.72,0.66,0.65,0.62,0.54,0.58,0.54,0.42,0.51,0.58,0.45,0.53,0.47,0.45,0.61,0.45,0.42,0.41,0.47,0.37,0.48,0.43,0.44,0.37,0.44,0.87,0.37,0.47,0.41,0.35,0.39,0.41,0.5,0.31,0.37,0.38,0.27,0.4,0.33,0.39,0.37,0.3,0.31,0.31,0.27,0.31,0.23,0.28,0.27,0.23,0.25,0.29,0.28,0.27,0.28,0.3,0.23,0.24,0.26,0.22,0.24,0.26,0.25,0.3,0.23,0.23,0.29,0.22,0.29,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.24,0.0,0.2,0.18,0.22,0.17,0.23,0.22,0.18,0.2,0.18,0.18,0.23,0.19,0.19,0.17,0.18,0.18,0.16,0.18,0.17,0.19,0.21,0.21,0.19,0.21,0.15,0.19,0.26,0.16,0.16,0.17,0.18,0.17,0.19,0.16,0.18,0.19,0.18,0.18,0.15,0.17,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.0,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.56,0.21,0.2,0.17,0.14,0.15,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33999999999996
10/12/2021,2.98,2.83,2.67,2.3,2.04,1.88,1.63,1.35,1.28,1.26,1.51,1.28,1.14,1.31,1.26,1.31,1.22,1.25,1.1,1.13,1.09,1.3,1.05,0.87,0.0,0.94,0.94,0.94,0.9,0.76,0.91,0.75,0.68,0.82,0.7,0.68,0.76,0.66,0.72,0.66,0.65,0.62,0.54,0.58,0.54,0.42,0.51,0.58,0.45,0.53,0.47,0.45,0.61,0.45,0.42,0.41,0.47,0.37,0.48,0.43,0.44,0.37,0.44,0.87,0.37,0.47,0.41,0.35,0.39,0.41,0.5,0.31,0.37,0.38,0.27,0.4,0.33,0.39,0.37,0.3,0.31,0.31,0.27,0.31,0.23,0.28,0.27,0.23,0.25,0.29,0.28,0.27,0.28,0.3,0.23,0.24,0.26,0.22,0.24,0.26,0.25,0.3,0.23,0.23,0.29,0.22,0.29,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.24,0.0,0.2,0.18,0.22,0.17,0.23,0.22,0.18,0.2,0.18,0.18,0.23,0.19,0.19,0.17,0.18,0.18,0.16,0.18,0.17,0.19,0.21,0.21,0.19,0.21,0.15,0.19,0.26,0.16,0.16,0.17,0.18,0.17,0.19,0.16,0.18,0.19,0.18,0.18,0.15,0.17,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.0,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.56,0.21,0.2,0.17,0.14,0.15,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33999999999996
10/13/2021,2.98,2.83,2.67,2.3,2.04,1.88,1.63,1.35,1.28,1.26,1.51,1.28,1.14,1.31,1.26,1.31,1.22,1.25,1.1,1.13,1.09,1.3,1.05,0.87,0.0,0.94,0.94,0.94,0.9,0.76,0.91,0.75,0.68,0.82,0.7,0.68,0.76,0.66,0.72,0.66,0.65,0.62,0.54,0.58,0.54,0.42,0.51,0.58,0.45,0.53,0.47,0.45,0.61,0.45,0.42,0.41,0.47,0.37,0.48,0.43,0.44,0.37,0.44,0.87,0.37,0.47,0.41,0.35,0.39,0.41,0.5,0.31,0.37,0.38,0.27,0.4,0.33,0.39,0.37,0.3,0.31,0.31,0.27,0.31,0.23,0.28,0.27,0.23,0.25,0.29,0.28,0.27,0.28,0.3,0.23,0.24,0.26,0.22,0.24,0.26,0.25,0.3,0.23,0.23,0.29,0.22,0.29,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.24,0.0,0.2,0.18,0.22,0.17,0.23,0.22,0.18,0.2,0.18,0.18,0.23,0.19,0.19,0.17,0.18,0.18,0.16,0.18,0.17,0.19,0.21,0.21,0.19,0.21,0.15,0.19,0.26,0.16,0.16,0.17,0.18,0.17,0.19,0.16,0.18,0.19,0.18,0.18,0.15,0.17,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.0,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.56,0.21,0.2,0.17,0.14,0.15,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33999999999996
10/14/2021,2.98,2.83,2.67,2.3,2.04,1.88,1.63,1.35,1.28,1.26,1.51,1.28,1.14,1.31,1.26,1.31,1.22,1.25,1.1,1.13,1.09,1.3,1.05,0.87,0.0,0.94,0.94,0.94,0.9,0.76,0.91,0.75,0.68,0.82,0.7,0.68,0.76,0.66,0.72,0.66,0.65,0.62,0.54,0.58,0.54,0.42,0.51,0.58,0.45,0.53,0.47,0.45,0.61,0.45,0.42,0.41,0.47,0.37,0.48,0.43,0.44,0.37,0.44,0.87,0.37,0.47,0.41,0.35,0.39,0.41,0.5,0.31,0.37,0.38,0.27,0.4,0.33,0.39,0.37,0.3,0.31,0.31,0.27,0.31,0.23,0.28,0.27,0.23,0.25,0.29,0.28,0.27,0.28,0.3,0.23,0.24,0.26,0.22,0.24,0.26,0.25,0.3,0.23,0.23,0.29,0.22,0.29,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.24,0.0,0.2,0.18,0.22,0.17,0.23,0.22,0.18,0.2,0.18,0.18,0.23,0.19,0.19,0.17,0.18,0.18,0.16,0.18,0.17,0.19,0.21,0.21,0.19,0.21,0.15,0.19,0.26,0.16,0.16,0.17,0.18,0.17,0.19,0.16,0.18,0.19,0.18,0.18,0.15,0.17,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.0,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.56,0.21,0.2,0.17,0.14,0.15,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33999999999996
10/15/2021,2.98,2.83,2.67,2.3,2.04,1.88,1.63,1.35,1.28,1.26,1.51,1.28,1.14,1.31,1.26,1.31,1.22,1.25,1.1,1.13,1.09,1.3,1.05,0.87,0.0,0.94,0.94,0.94,0.9,0.76,0.91,0.75,0.68,0.82,0.7,0.68,0.76,0.66,0.72,0.66,0.65,0.62,0.54,0.58,0.54,0.42,0.51,0.58,0.45,0.53,0.47,0.45,0.61,0.45,0.42,0.41,0.47,0.37,0.48,0.43,0.44,0.37,0.44,0.87,0.37,0.47,0.41,0.35,0.39,0.41,0.5,0.31,0.37,0.38,0.27,0.4,0.33,0.39,0.37,0.3,0.31,0.31,0.27,0.31,0.23,0.28,0.27,0.23,0.25,0.29,0.28,0.27,0.28,0.3,0.23,0.24,0.26,0.22,0.24,0.26,0.25,0.3,0.23,0.23,0.29,0.22,0.29,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.24,0.0,0.2,0.18,0.22,0.17,0.23,0.22,0.18,0.2,0.18,0.18,0.23,0.19,0.19,0.17,0.18,0.18,0.16,0.18,0.17,0.19,0.21,0.21,0.19,0.21,0.15,0.19,0.26,0.16,0.16,0.17,0.18,0.17,0.19,0.16,0.18,0.19,0.18,0.18,0.15,0.17,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.0,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.56,0.21,0.2,0.17,0.14,0.15,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33999999999996
10/18/2021,2.98,2.83,2.67,2.3,2.04,1.88,1.63,1.35,1.28,1.26,1.51,1.28,1.14,1.31,1.26,1.31,1.22,1.25,1.1,1.13,1.09,1.3,1.05,0.87,0.0,0.94,0.94,0.94,0.9,0.76,0.91,0.75,0.68,0.82,0.7,0.68,0.76,0.66,0.72,0.66,0.65,0.62,0.54,0.58,0.54,0.42,0.51,0.58,0.45,0.53,0.47,0.45,0.61,0.45,0.42,0.41,0.47,0.37,0.48,0.43,0.44,0.37,0.44,0.87,0.37,0.47,0.41,0.35,0.39,0.41,0.5,0.31,0.37,0.38,0.27,0.4,0.33,0.39,0.37,0.3,0.31,0.31,0.27,0.31,0.23,0.28,0.27,0.23,0.25,0.29,0.28,0.27,0.28,0.3,0.23,0.24,0.26,0.22,0.24,0.26,0.25,0.3,0.23,0.23,0.29,0.22,0.29,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.24,0.0,0.2,0.18,0.22,0.17,0.23,0.22,0.18,0.2,0.18,0.18,0.23,0.19,0.19,0.17,0.18,0.18,0.16,0.18,0.17,0.19,0.21,0.21,0.19,0.21,0.15,0.19,0.26,0.16,0.16,0.17,0.18,0.17,0.19,0.16,0.18,0.19,0.18,0.18,0.15,0.17,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.0,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.56,0.21,0.2,0.17,0.14,0.15,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33999999999996
10/19/2021,2.98,2.83,2.67,2.3,2.04,1.88,1.63,1.35,1.28,1.26,1.51,1.28,1.14,1.31,1.26,1.31,1.22,1.25,1.1,1.13,1.09,1.3,1.05,0.87,0.0,0.94,0.94,0.94,0.9,0.76,0.91,0.75,0.68,0.82,0.7,0.68,0.76,0.66,0.72,0.66,0.65,0.62,0.54,0.58,0.54,0.42,0.51,0.58,0.45,0.53,0.47,0.45,0.61,0.45,0.42,0.41,0.47,0.37,0.48,0.43,0.44,0.37,0.44,0.87,0.37,0.47,0.41,0.35,0.39,0.41,0.5,0.31,0.37,0.38,0.27,0.4,0.33,0.39,0.37,0.3,0.31,0.31,0.27,0.31,0.23,0.28,0.27,0.23,0.25,0.29,0.28,0.27,0.28,0.3,0.23,0.24,0.26,0.22,0.24,0.26,0.25,0.3,0.23,0.23,0.29,0.22,0.29,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.24,0.0,0.2,0.18,0.22,0.17,0.23,0.22,0.18,0.2,0.18,0.18,0.23,0.19,0.19,0.17,0.18,0.18,0.16,0.18,0.17,0.19,0.21,0.21,0.19,0.21,0.15,0.19,0.26,0.16,0.16,0.17,0.18,0.17,0.19,0.16,0.18,0.19,0.18,0.18,0.15,0.17,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.0,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.56,0.21,0.2,0.17,0.14,0.15,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33999999999996
10/20/2021,2.98,2.83,2.67,2.3,2.04,1.88,1.63,1.35,1.28,1.26,1.51,1.28,1.14,1.31,1.26,1.31,1.22,1.25,1.1,1.13,1.09,1.3,1.05,0.87,0.0,0.94,0.94,0.94,0.9,0.76,0.91,0.75,0.68,0.82,0.7,0.68,0.76,0.66,0.72,0.66,0.65,0.62,0.54,0.58,0.54,0.42,0.51,0.58,0.45,0.53,0.47,0.45,0.61,0.45,0.42,0.41,0.47,0.37,0.48,0.43,0.44,0.37,0.44,0.87,0.37,0.47,0.41,0.35,0.39,0.41,0.5,0.31,0.37,0.38,0.27,0.4,0.33,0.39,0.37,0.3,0.31,0.31,0.27,0.31,0.23,0.28,0.27,0.23,0.25,0.29,0.28,0.27,0.28,0.3,0.23,0.24,0.26,0.22,0.24,0.26,0.25,0.3,0.23,0.23,0.29,0.22,0.29,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.24,0.0,0.2,0.18,0.22,0.17,0.23,0.22,0.18,0.2,0.18,0.18,0.23,0.19,0.19,0.17,0.18,0.18,0.16,0.18,0.17,0.19,0.21,0.21,0.19,0.21,0.15,0.19,0.26,0.16,0.16,0.17,0.18,0.17,0.19,0.16,0.18,0.19,0.18,0.18,0.15,0.17,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.0,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.56,0.21,0.2,0.17,0.14,0.15,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33999999999996
10/21/2021,2.98,2.83,2.67,2.3,2.04,1.88,1.63,1.35,1.28,1.26,1.51,1.28,1.14,1.31,1.26,1.31,1.22,1.25,1.1,1.13,1.09,1.3,1.05,0.87,0.0,0.94,0.94,0.94,0.9,0.76,0.91,0.75,0.68,0.82,0.7,0.68,0.76,0.66,0.72,0.66,0.65,0.62,0.54,0.58,0.54,0.42,0.51,0.58,0.45,0.53,0.47,0.45,0.61,0.45,0.42,0.41,0.47,0.37,0.48,0.43,0.44,0.37,0.44,0.87,0.37,0.47,0.41,0.35,0.39,0.41,0.5,0.31,0.37,0.38,0.27,0.4,0.33,0.39,0.37,0.3,0.31,0.31,0.27,0.31,0.23,0.28,0.27,0.23,0.25,0.29,0.28,0.27,0.28,0.3,0.23,0.24,0.26,0.22,0.24,0.26,0.25,0.3,0.23,0.23,0.29,0.22,0.29,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.24,0.0,0.2,0.18,0.22,0.17,0.23,0.22,0.18,0.2,0.18,0.18,0.23,0.19,0.19,0.17,0.18,0.18,0.16,0.18,0.17,0.19,0.21,0.21,0.19,0.21,0.15,0.19,0.26,0.16,0.16,0.17,0.18,0.17,0.19,0.16,0.18,0.19,0.18,0.18,0.15,0.17,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.0,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.56,0.21,0.2,0.17,0.14,0.15,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33999999999996
10/22/2021,2.98,2.83,2.67,2.3,2.04,1.88,1.63,1.35,1.28,1.26,1.51,1.28,1.14,1.31,1.26,1.31,1.22,1.25,1.1,1.13,1.09,1.3,1.05,0.87,0.0,0.94,0.94,0.94,0.9,0.76,0.91,0.75,0.68,0.82,0.7,0.68,0.76,0.66,0.72,0.66,0.65,0.62,0.54,0.58,0.54,0.42,0.51,0.58,0.45,0.53,0.47,0.45,0.61,0.45,0.42,0.41,0.47,0.37,0.48,0.43,0.44,0.37,0.44,0.87,0.37,0.47,0.41,0.35,0.39,0.41,0.5,0.31,0.37,0.38,0.27,0.4,0.33,0.39,0.37,0.3,0.31,0.31,0.27,0.31,0.23,0.28,0.27,0.23,0.25,0.29,0.28,0.27,0.28,0.3,0.23,0.24,0.26,0.22,0.24,0.26,0.25,0.3,0.23,0.23,0.29,0.22,0.29,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.24,0.0,0.2,0.18,0.22,0.17,0.23,0.22,0.18,0.2,0.18,0.18,0.23,0.19,0.19,0.17,0.18,0.18,0.16,0.18,0.17,0.19,0.21,0.21,0.19,0.21,0.15,0.19,0.26,0.16,0.16,0.17,0.18,0.17,0.19,0.16,0.18,0.19,0.18,0.18,0.15,0.17,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.0,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.56,0.21,0.2,0.17,0.14,0.15,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33999999999996
10/25/2021,2.98,2.83,2.67,2.3,2.04,1.88,1.63,1.35,1.28,1.26,1.51,1.28,1.14,1.31,1.26,1.31,1.22,1.25,1.1,1.13,1.09,1.3,1.05,0.87,0.0,0.94,0.94,0.94,0.9,0.76,0.91,0.75,0.68,0.82,0.7,0.68,0.76,0.66,0.72,0.66,0.65,0.62,0.54,0.58,0.54,0.42,0.51,0.58,0.45,0.53,0.47,0.45,0.61,0.45,0.42,0.41,0.47,0.37,0.48,0.43,0.44,0.37,0.44,0.87,0.37,0.47,0.41,0.35,0.39,0.41,0.5,0.31,0.37,0.38,0.27,0.4,0.33,0.39,0.37,0.3,0.31,0.31,0.27,0.31,0.23,0.28,0.27,0.23,0.25,0.29,0.28,0.27,0.28,0.3,0.23,0.24,0.26,0.22,0.24,0.26,0.25,0.3,0.23,0.23,0.29,0.22,0.29,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.24,0.0,0.2,0.18,0.22,0.17,0.23,0.22,0.18,0.2,0.18,0.18,0.23,0.19,0.19,0.17,0.18,0.18,0.16,0.18,0.17,0.19,0.21,0.21,0.19,0.21,0.15,0.19,0.26,0.16,0.16,0.17,0.18,0.17,0.19,0.16,0.18,0.19,0.18,0.18,0.15,0.17,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.0,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.56,0.21,0.2,0.17,0.14,0.15,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33999999999996
10/26/2021,2.98,2.83,2.67,2.3,2.04,1.88,1.63,1.35,1.28,1.26,1.51,1.28,1.14,1.31,1.26,1.31,1.22,1.25,1.1,1.13,1.09,1.3,1.05,0.87,0.0,0.94,0.94,0.94,0.9,0.76,0.91,0.75,0.68,0.82,0.7,0.68,0.76,0.66,0.72,0.66,0.65,0.62,0.54,0.58,0.54,0.42,0.51,0.58,0.45,0.53,0.47,0.45,0.61,0.45,0.42,0.41,0.47,0.37,0.48,0.43,0.44,0.37,0.44,0.87,0.37,0.47,0.41,0.35,0.39,0.41,0.5,0.31,0.37,0.38,0.27,0.4,0.33,0.39,0.37,0.3,0.31,0.31,0.27,0.31,0.23,0.28,0.27,0.23,0.25,0.29,0.28,0.27,0.28,0.3,0.23,0.24,0.26,0.22,0.24,0.26,0.25,0.3,0.23,0.23,0.29,0.22,0.29,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.24,0.0,0.2,0.18,0.22,0.17,0.23,0.22,0.18,0.2,0.18,0.18,0.23,0.19,0.19,0.17,0.18,0.18,0.16,0.18,0.17,0.19,0.21,0.21,0.19,0.21,0.15,0.19,0.26,0.16,0.16,0.17,0.18,0.17,0.19,0.16,0.18,0.19,0.18,0.18,0.15,0.17,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.0,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.56,0.21,0.2,0.17,0.14,0.15,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33999999999996
10/27/2021,2.98,2.83,2.67,2.3,2.04,1.88,1.63,1.35,1.28,1.26,1.51,1.28,1.14,1.31,1.26,1.31,1.22,1.25,1.1,1.13,1.09,1.3,1.05,0.87,0.0,0.94,0.94,0.94,0.9,0.76,0.91,0.75,0.68,0.82,0.7,0.68,0.76,0.66,0.72,0.66,0.65,0.62,0.54,0.58,0.54,0.42,0.51,0.58,0.45,0.53,0.47,0.45,0.61,0.45,0.42,0.41,0.47,0.37,0.48,0.43,0.44,0.37,0.44,0.87,0.37,0.47,0.41,0.35,0.39,0.41,0.5,0.31,0.37,0.38,0.27,0.4,0.33,0.39,0.37,0.3,0.31,0.31,0.27,0.31,0.23,0.28,0.27,0.23,0.25,0.29,0.28,0.27,0.28,0.3,0.23,0.24,0.26,0.22,0.24,0.26,0.25,0.3,0.23,0.23,0.29,0.22,0.29,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.24,0.0,0.2,0.18,0.22,0.17,0.23,0.22,0.18,0.2,0.18,0.18,0.23,0.19,0.19,0.17,0.18,0.18,0.16,0.18,0.17,0.19,0.21,0.21,0.19,0.21,0.15,0.19,0.26,0.16,0.16,0.17,0.18,0.17,0.19,0.16,0.18,0.19,0.18,0.18,0.15,0.17,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.0,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.56,0.21,0.2,0.17,0.14,0.15,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33999999999996
10/28/2021,2.98,2.83,2.67,2.3,2.04,1.88,1.63,1.35,1.28,1.26,1.51,1.28,1.14,1.31,1.26,1.31,1.22,1.25,1.1,1.13,1.09,1.3,1.05,0.87,0.0,0.94,0.94,0.94,0.9,0.76,0.91,0.75,0.68,0.82,0.7,0.68,0.76,0.66,0.72,0.66,0.65,0.62,0.54,0.58,0.54,0.42,0.51,0.58,0.45,0.53,0.47,0.45,0.61,0.45,0.42,0.41,0.47,0.37,0.48,0.43,0.44,0.37,0.44,0.87,0.37,0.47,0.41,0.35,0.39,0.41,0.5,0.31,0.37,0.38,0.27,0.4,0.33,0.39,0.37,0.3,0.31,0.31,0.27,0.31,0.23,0.28,0.27,0.23,0.25,0.29,0.28,0.27,0.28,0.3,0.23,0.24,0.26,0.22,0.24,0.26,0.25,0.3,0.23,0.23,0.29,0.22,0.29,0.24,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.24,0.0,0.2,0.18,0.22,0.17,0.23,0.22,0.18,0.2,0.18,0.18,0.23,0.19,0.19,0.17,0.18,0.18,0.16,0.18,0.17,0.19,0.21,0.21,0.19,0.21,0.15,0.19,0.26,0.16,0.16,0.17,0.18,0.17,0.19,0.16,0.18,0.19,0.18,0.18,0.15,0.17,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.0,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.12,0.14,0.15,0.0,0.13,0.0,0.0,0.0,0.15,0.16,0.15,0.14,0.0,0.13,0.13,0.13,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.56,0.21,0.2,0.17,0.14,0.15,0.0,0.12,0.13,0.0,0.13,0.13,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.33999999999996
