,688208.SS,BlackRock Liquidity T-Fund Instl,CL,PG,WM,PEP,COST,VZ,RSG,MDLZ,HSY,MCD,EXPD,MMC,JNJ,BRK.B,KDP,AZO,LNT,ORCL,ORLY,HD,KMB,DG,AJG,K,DPZ,NDAQ,WEC,AEE,CMS,A,BX,OTIS,ALL,AEP,SHW,BR,ZTS,YUM,DOV,XEL,BRO,MRK,TGT,TTC,GIS,MCO,DHR,AWK,EFX,GRMN,DUK,BLK,NOC,PAYX,SO,ITW,ED,ICE,ARES,GWW,CHD,LMT,ATR,HRL,VRSN,CERN,KO,PM,WMT,STE,MKC,ROP,RPM,GGG,ATO,JCI,GILD,MSI,TROW,KSU,PNW,SJM,BAX,CPRT,UNH,LII,SPGI,MO,AAP,ACN,ES,TMUS,ETR,MMM,PPG,WST,AME,FAST,GD,IQV,MTD,EXC,CSL,CSCO,PFE,NUE,WTRG,SSNC,CAG,PGR,V,ROK,CHTR,IEX,WAT,EW,TT,CG,DGX,VRSK,ADP,SWK,BF.B,PEG,ABBV,BDX,CVS,KR,SRE,CMCSA,LHX,XYL,ODFL,HUM,MNST,GPC,RMD,LOW,AON,IT,CTAS,LBRDK,TXN,EVRG,NKE,TRU,CRL,PPL,NDSN,KHC,GOOGL,ALLE,AMGN,LH,ADM,SCI,CPB,ETN,EPAM,BRKR,MAS,CSX,INTU,UPS,MSFT,UNP,MORN,TMO,JBHT,DVA,IBM,NSC,ISRG,BAH,TSCO,REGN,MDT,BKI,EL,J,HUBB,NEE,FTV,HON,FRC,AOS,DLB,KKR,CARR,PPD,FTNT,AKAM,ABT,TEL,AVY,POOL,DTE,CME,4338.SR,TYL,IDXX,MKL,MSCI,BLL,LDOS,KEYS,SBUX,CMG,JKHY,ADBE,PKI,SC,CBOE,HCA,n/a,UHAL,FNF,MS,STLD,COO,TSN,EIX,EBAY,FRGXX,MPFXX,TSTXX,ADI,EA,4340.SR,TRMB,FDS,BIO,PKG,PWR,SNPS,AVTR,TECH,D,SYK,AGR,ECL,APH,STZ,WRB,FE,AFL,JPM,ZBH,TRV,BSX,APD,ANTM,EMR,RTX,FISV,WMB,CTSH,CRM,CHRW,L,CNP,ACGL,CNA,CDW,FLT,CMI,TW,AXP,MTN,MA,RJF,RHI,DELL,CVX,RE,CLX,BAC,HEI,KMI,USB,PCAR,CB,ANET,SYY,WSO,APO,PH,AMP,BG,DLTR,AMZN,FFIV,LKQ,SUM
09/20/2021,0.0,0.0,0.36,0.41,0.39,0.37,0.41,0.33,0.39,0.33,0.34,0.35,0.34,0.36,0.31,0.31,0.31,0.32,0.33,0.33,0.31,0.31,0.31,0.3,0.32,0.3,0.31,0.32,0.3,0.31,0.3,0.34,0.4,0.32,0.28,0.29,0.31,0.29,0.3,0.31,0.31,0.28,0.3,0.26,0.28,0.26,0.27,0.29,0.33,0.32,0.31,0.31,0.28,0.28,0.26,0.27,0.29,0.26,0.27,0.26,0.32,0.24,0.26,0.24,0.23,0.23,0.25,0.24,0.27,0.27,0.27,0.27,0.25,0.26,0.22,0.26,0.24,0.28,0.26,0.28,0.27,0.0,0.22,0.24,0.26,0.28,0.26,0.22,0.27,0.26,0.24,0.28,0.26,0.21,0.27,0.23,0.22,0.3,0.24,0.25,0.26,0.25,0.27,0.28,0.25,0.26,0.27,0.27,0.24,0.23,0.22,0.22,0.22,0.26,0.25,0.23,0.27,0.27,0.23,0.25,0.27,0.27,0.23,0.0,0.22,0.24,0.22,0.25,0.24,0.25,0.24,0.23,0.24,0.26,0.26,0.0,0.24,0.22,0.26,0.24,0.28,0.28,0.24,0.23,0.23,0.24,0.22,0.24,0.26,0.23,0.25,0.0,0.26,0.23,0.0,0.24,0.23,0.25,0.21,0.24,0.27,0.24,0.22,0.0,0.25,0.0,0.24,0.0,0.23,0.24,0.23,0.22,0.21,0.0,0.24,0.0,0.24,0.24,0.22,0.0,0.22,0.22,0.22,0.24,0.22,0.21,0.22,0.0,0.0,0.23,0.24,0.0,0.25,0.0,0.22,0.22,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.24,0.0,0.22,0.0,0.22,0.24,0.0,0.22,0.21,0.32,0.22,0.21,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.21,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.7
09/21/2021,0.0,0.0,0.36,0.41,0.39,0.37,0.41,0.34,0.38,0.34,0.34,0.35,0.33,0.36,0.31,0.32,0.31,0.32,0.32,0.33,0.31,0.32,0.3,0.31,0.32,0.3,0.32,0.32,0.3,0.3,0.3,0.34,0.4,0.3,0.28,0.28,0.3,0.29,0.29,0.31,0.3,0.27,0.3,0.26,0.28,0.26,0.28,0.28,0.33,0.31,0.31,0.31,0.27,0.27,0.26,0.27,0.28,0.26,0.27,0.26,0.32,0.24,0.26,0.24,0.23,0.23,0.25,0.25,0.26,0.27,0.27,0.27,0.25,0.26,0.23,0.25,0.24,0.28,0.27,0.27,0.27,0.0,0.23,0.24,0.26,0.27,0.26,0.22,0.27,0.26,0.25,0.28,0.26,0.22,0.27,0.23,0.21,0.31,0.24,0.25,0.26,0.25,0.27,0.27,0.26,0.26,0.27,0.26,0.24,0.23,0.22,0.22,0.22,0.26,0.25,0.23,0.26,0.27,0.23,0.26,0.27,0.27,0.23,0.21,0.22,0.24,0.22,0.25,0.24,0.25,0.23,0.23,0.24,0.25,0.26,0.0,0.24,0.22,0.26,0.24,0.28,0.28,0.23,0.23,0.23,0.24,0.22,0.23,0.27,0.23,0.25,0.0,0.25,0.22,0.0,0.24,0.23,0.25,0.21,0.23,0.27,0.24,0.22,0.0,0.25,0.0,0.24,0.0,0.24,0.26,0.22,0.22,0.0,0.0,0.24,0.0,0.24,0.24,0.22,0.0,0.22,0.0,0.21,0.24,0.22,0.0,0.22,0.0,0.0,0.23,0.24,0.21,0.25,0.0,0.23,0.22,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.24,0.0,0.23,0.0,0.22,0.24,0.21,0.22,0.22,0.36,0.22,0.21,0.21,0.0,0.22,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63
09/22/2021,0.0,0.0,0.36,0.41,0.39,0.37,0.41,0.34,0.38,0.34,0.34,0.35,0.33,0.36,0.31,0.32,0.31,0.32,0.32,0.33,0.31,0.32,0.3,0.31,0.32,0.3,0.32,0.32,0.3,0.3,0.3,0.34,0.4,0.3,0.28,0.28,0.3,0.29,0.29,0.31,0.3,0.27,0.3,0.26,0.28,0.26,0.28,0.28,0.33,0.31,0.31,0.31,0.27,0.27,0.26,0.27,0.28,0.26,0.27,0.26,0.32,0.24,0.26,0.24,0.23,0.23,0.25,0.25,0.26,0.27,0.27,0.27,0.25,0.26,0.23,0.25,0.24,0.28,0.27,0.27,0.27,0.0,0.23,0.24,0.26,0.27,0.26,0.22,0.27,0.26,0.25,0.28,0.26,0.22,0.27,0.23,0.21,0.31,0.24,0.25,0.26,0.25,0.27,0.27,0.26,0.26,0.27,0.26,0.24,0.23,0.22,0.22,0.22,0.26,0.25,0.23,0.26,0.27,0.23,0.26,0.27,0.27,0.23,0.21,0.22,0.24,0.22,0.25,0.24,0.25,0.23,0.23,0.24,0.25,0.26,0.0,0.24,0.22,0.26,0.24,0.28,0.28,0.23,0.23,0.23,0.24,0.22,0.23,0.27,0.23,0.25,0.0,0.25,0.22,0.0,0.24,0.23,0.25,0.21,0.23,0.27,0.24,0.22,0.0,0.25,0.0,0.24,0.0,0.24,0.26,0.22,0.22,0.0,0.0,0.24,0.0,0.24,0.24,0.22,0.0,0.22,0.0,0.21,0.24,0.22,0.0,0.22,0.0,0.0,0.23,0.24,0.21,0.25,0.0,0.23,0.22,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.24,0.0,0.23,0.0,0.22,0.24,0.21,0.22,0.22,0.36,0.22,0.21,0.21,0.0,0.22,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63
09/23/2021,0.0,0.0,0.36,0.41,0.39,0.37,0.41,0.34,0.38,0.34,0.34,0.35,0.33,0.36,0.31,0.32,0.31,0.32,0.32,0.33,0.31,0.32,0.3,0.31,0.32,0.3,0.32,0.32,0.3,0.3,0.3,0.34,0.4,0.3,0.28,0.28,0.3,0.29,0.29,0.31,0.3,0.27,0.3,0.26,0.28,0.26,0.28,0.28,0.33,0.31,0.31,0.31,0.27,0.27,0.26,0.27,0.28,0.26,0.27,0.26,0.32,0.24,0.26,0.24,0.23,0.23,0.25,0.25,0.26,0.27,0.27,0.27,0.25,0.26,0.23,0.25,0.24,0.28,0.27,0.27,0.27,0.0,0.23,0.24,0.26,0.27,0.26,0.22,0.27,0.26,0.25,0.28,0.26,0.22,0.27,0.23,0.21,0.31,0.24,0.25,0.26,0.25,0.27,0.27,0.26,0.26,0.27,0.26,0.24,0.23,0.22,0.22,0.22,0.26,0.25,0.23,0.26,0.27,0.23,0.26,0.27,0.27,0.23,0.21,0.22,0.24,0.22,0.25,0.24,0.25,0.23,0.23,0.24,0.25,0.26,0.0,0.24,0.22,0.26,0.24,0.28,0.28,0.23,0.23,0.23,0.24,0.22,0.23,0.27,0.23,0.25,0.0,0.25,0.22,0.0,0.24,0.23,0.25,0.21,0.23,0.27,0.24,0.22,0.0,0.25,0.0,0.24,0.0,0.24,0.26,0.22,0.22,0.0,0.0,0.24,0.0,0.24,0.24,0.22,0.0,0.22,0.0,0.21,0.24,0.22,0.0,0.22,0.0,0.0,0.23,0.24,0.21,0.25,0.0,0.23,0.22,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.24,0.0,0.23,0.0,0.22,0.24,0.21,0.22,0.22,0.36,0.22,0.21,0.21,0.0,0.22,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63
09/24/2021,0.0,0.0,0.36,0.41,0.39,0.37,0.41,0.34,0.38,0.34,0.34,0.35,0.33,0.36,0.31,0.32,0.31,0.32,0.32,0.33,0.31,0.32,0.3,0.31,0.32,0.3,0.32,0.32,0.3,0.3,0.3,0.34,0.4,0.3,0.28,0.28,0.3,0.29,0.29,0.31,0.3,0.27,0.3,0.26,0.28,0.26,0.28,0.28,0.33,0.31,0.31,0.31,0.27,0.27,0.26,0.27,0.28,0.26,0.27,0.26,0.32,0.24,0.26,0.24,0.23,0.23,0.25,0.25,0.26,0.27,0.27,0.27,0.25,0.26,0.23,0.25,0.24,0.28,0.27,0.27,0.27,0.0,0.23,0.24,0.26,0.27,0.26,0.22,0.27,0.26,0.25,0.28,0.26,0.22,0.27,0.23,0.21,0.31,0.24,0.25,0.26,0.25,0.27,0.27,0.26,0.26,0.27,0.26,0.24,0.23,0.22,0.22,0.22,0.26,0.25,0.23,0.26,0.27,0.23,0.26,0.27,0.27,0.23,0.21,0.22,0.24,0.22,0.25,0.24,0.25,0.23,0.23,0.24,0.25,0.26,0.0,0.24,0.22,0.26,0.24,0.28,0.28,0.23,0.23,0.23,0.24,0.22,0.23,0.27,0.23,0.25,0.0,0.25,0.22,0.0,0.24,0.23,0.25,0.21,0.23,0.27,0.24,0.22,0.0,0.25,0.0,0.24,0.0,0.24,0.26,0.22,0.22,0.0,0.0,0.24,0.0,0.24,0.24,0.22,0.0,0.22,0.0,0.21,0.24,0.22,0.0,0.22,0.0,0.0,0.23,0.24,0.21,0.25,0.0,0.23,0.22,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.24,0.0,0.23,0.0,0.22,0.24,0.21,0.22,0.22,0.36,0.22,0.21,0.21,0.0,0.22,0.0,0.0,0.21,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63
09/27/2021,0.0,0.0,0.35,0.36,0.33,0.35,0.32,0.36,0.32,0.33,0.36,0.34,0.26,0.31,0.33,0.32,0.31,0.26,0.26,0.22,0.28,0.27,0.31,0.24,0.29,0.27,0.0,0.28,0.26,0.27,0.27,0.27,0.23,0.24,0.26,0.28,0.28,0.26,0.26,0.26,0.24,0.25,0.26,0.29,0.22,0.23,0.29,0.28,0.22,0.24,0.0,0.27,0.3,0.21,0.27,0.27,0.3,0.3,0.3,0.31,0.0,0.22,0.31,0.29,0.0,0.23,0.27,0.3,0.33,0.31,0.3,0.25,0.32,0.26,0.25,0.24,0.23,0.25,0.25,0.27,0.21,0.0,0.0,0.23,0.32,0.22,0.28,0.0,0.26,0.24,0.0,0.28,0.23,0.21,0.24,0.26,0.0,0.24,0.26,0.25,0.28,0.26,0.23,0.27,0.23,0.28,0.24,0.0,0.24,0.23,0.25,0.23,0.25,0.22,0.0,0.26,0.23,0.24,0.0,0.0,0.26,0.23,0.26,0.22,0.26,0.25,0.24,0.29,0.24,0.0,0.25,0.22,0.25,0.25,0.22,0.23,0.24,0.23,0.0,0.0,0.23,0.0,0.22,0.0,0.0,0.25,0.0,0.0,0.21,0.28,0.24,0.24,0.0,0.22,0.24,0.25,0.25,0.22,0.23,0.23,0.0,0.0,0.22,0.22,0.0,0.0,0.25,0.23,0.21,0.24,0.0,0.0,0.22,0.22,0.0,0.21,0.21,0.0,0.27,0.22,0.0,0.21,0.0,0.22,0.24,0.25,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.24,0.0,0.21,0.0,0.28,0.22,0.0,0.0,0.0,0.22,0.22,0.22,0.0,0.23,0.24,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.23,0.22,0.24,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.23,0.0,0.24,0.0,0.0,0.0,0.0,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.85
09/28/2021,0.0,0.0,0.35,0.36,0.33,0.35,0.33,0.36,0.32,0.33,0.37,0.34,0.26,0.32,0.33,0.32,0.3,0.26,0.26,0.22,0.27,0.27,0.31,0.24,0.29,0.27,0.0,0.28,0.26,0.28,0.27,0.27,0.22,0.24,0.26,0.28,0.28,0.26,0.26,0.26,0.24,0.26,0.27,0.29,0.22,0.22,0.29,0.28,0.22,0.24,0.0,0.27,0.3,0.0,0.28,0.27,0.3,0.3,0.3,0.31,0.0,0.22,0.31,0.3,0.0,0.23,0.27,0.3,0.33,0.31,0.3,0.25,0.32,0.26,0.25,0.24,0.23,0.24,0.25,0.27,0.0,0.0,0.0,0.23,0.32,0.22,0.28,0.0,0.26,0.23,0.21,0.28,0.23,0.0,0.23,0.26,0.0,0.24,0.26,0.25,0.28,0.26,0.23,0.27,0.23,0.28,0.24,0.0,0.24,0.23,0.25,0.23,0.25,0.22,0.0,0.26,0.22,0.24,0.0,0.0,0.26,0.23,0.26,0.22,0.26,0.25,0.24,0.29,0.24,0.0,0.26,0.22,0.26,0.25,0.22,0.23,0.24,0.23,0.0,0.0,0.23,0.0,0.22,0.0,0.0,0.25,0.0,0.0,0.21,0.28,0.24,0.24,0.0,0.22,0.24,0.25,0.25,0.21,0.23,0.23,0.0,0.0,0.22,0.22,0.0,0.0,0.25,0.23,0.22,0.24,0.0,0.0,0.22,0.22,0.0,0.22,0.21,0.0,0.27,0.22,0.0,0.21,0.0,0.22,0.23,0.25,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.28,0.22,0.0,0.0,0.0,0.22,0.22,0.22,0.0,0.23,0.24,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.23,0.22,0.24,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.23,0.0,0.24,0.0,0.0,0.0,0.0,0.29,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.0,0.0,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.92
09/29/2021,0.0,0.0,0.35,0.36,0.33,0.35,0.33,0.36,0.32,0.33,0.37,0.34,0.26,0.32,0.33,0.32,0.3,0.26,0.26,0.22,0.27,0.27,0.31,0.24,0.29,0.27,0.0,0.28,0.26,0.28,0.27,0.27,0.22,0.24,0.26,0.28,0.28,0.26,0.26,0.26,0.24,0.26,0.27,0.29,0.22,0.22,0.29,0.28,0.22,0.24,0.0,0.27,0.3,0.0,0.28,0.27,0.3,0.3,0.3,0.31,0.0,0.22,0.31,0.3,0.0,0.23,0.27,0.3,0.33,0.31,0.3,0.25,0.32,0.26,0.25,0.24,0.23,0.24,0.25,0.27,0.0,0.0,0.0,0.23,0.32,0.22,0.28,0.0,0.26,0.23,0.21,0.28,0.23,0.0,0.23,0.26,0.0,0.24,0.26,0.25,0.28,0.26,0.23,0.27,0.23,0.28,0.24,0.0,0.24,0.23,0.25,0.23,0.25,0.22,0.0,0.26,0.22,0.24,0.0,0.0,0.26,0.23,0.26,0.22,0.26,0.25,0.24,0.29,0.24,0.0,0.26,0.22,0.26,0.25,0.22,0.23,0.24,0.23,0.0,0.0,0.23,0.0,0.22,0.0,0.0,0.25,0.0,0.0,0.21,0.28,0.24,0.24,0.0,0.22,0.24,0.25,0.25,0.21,0.23,0.23,0.0,0.0,0.22,0.22,0.0,0.0,0.25,0.23,0.22,0.24,0.0,0.0,0.22,0.22,0.0,0.22,0.21,0.0,0.27,0.22,0.0,0.21,0.0,0.22,0.23,0.25,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.28,0.22,0.0,0.0,0.0,0.22,0.22,0.22,0.0,0.23,0.24,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.23,0.22,0.24,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.23,0.0,0.24,0.0,0.0,0.0,0.0,0.29,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.0,0.0,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.92
09/30/2021,0.0,0.0,0.35,0.36,0.33,0.35,0.33,0.36,0.32,0.33,0.37,0.34,0.26,0.32,0.33,0.32,0.3,0.26,0.26,0.22,0.27,0.27,0.31,0.24,0.29,0.27,0.0,0.28,0.26,0.28,0.27,0.27,0.22,0.24,0.26,0.28,0.28,0.26,0.26,0.26,0.24,0.26,0.27,0.29,0.22,0.22,0.29,0.28,0.22,0.24,0.0,0.27,0.3,0.0,0.28,0.27,0.3,0.3,0.3,0.31,0.0,0.22,0.31,0.3,0.0,0.23,0.27,0.3,0.33,0.31,0.3,0.25,0.32,0.26,0.25,0.24,0.23,0.24,0.25,0.27,0.0,0.0,0.0,0.23,0.32,0.22,0.28,0.0,0.26,0.23,0.21,0.28,0.23,0.0,0.23,0.26,0.0,0.24,0.26,0.25,0.28,0.26,0.23,0.27,0.23,0.28,0.24,0.0,0.24,0.23,0.25,0.23,0.25,0.22,0.0,0.26,0.22,0.24,0.0,0.0,0.26,0.23,0.26,0.22,0.26,0.25,0.24,0.29,0.24,0.0,0.26,0.22,0.26,0.25,0.22,0.23,0.24,0.23,0.0,0.0,0.23,0.0,0.22,0.0,0.0,0.25,0.0,0.0,0.21,0.28,0.24,0.24,0.0,0.22,0.24,0.25,0.25,0.21,0.23,0.23,0.0,0.0,0.22,0.22,0.0,0.0,0.25,0.23,0.22,0.24,0.0,0.0,0.22,0.22,0.0,0.22,0.21,0.0,0.27,0.22,0.0,0.21,0.0,0.22,0.23,0.25,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.28,0.22,0.0,0.0,0.0,0.22,0.22,0.22,0.0,0.23,0.24,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.23,0.22,0.24,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.23,0.0,0.24,0.0,0.0,0.0,0.0,0.29,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.21,0.0,0.0,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.92
10/01/2021,0.0,0.0,0.35,0.36,0.33,0.35,0.32,0.36,0.32,0.33,0.36,0.35,0.26,0.31,0.33,0.32,0.31,0.26,0.26,0.22,0.27,0.28,0.31,0.24,0.29,0.27,0.0,0.28,0.25,0.27,0.27,0.25,0.21,0.24,0.25,0.28,0.27,0.26,0.25,0.26,0.24,0.25,0.26,0.29,0.21,0.23,0.29,0.26,0.0,0.23,0.0,0.25,0.3,0.21,0.28,0.26,0.3,0.3,0.3,0.3,0.0,0.22,0.32,0.3,0.0,0.23,0.26,0.3,0.33,0.3,0.3,0.24,0.32,0.26,0.25,0.24,0.23,0.24,0.25,0.26,0.0,0.0,0.0,0.24,0.33,0.22,0.28,0.0,0.25,0.24,0.21,0.27,0.23,0.0,0.23,0.27,0.0,0.23,0.26,0.25,0.29,0.24,0.21,0.27,0.24,0.28,0.24,0.0,0.24,0.23,0.26,0.24,0.25,0.22,0.0,0.26,0.0,0.23,0.0,0.0,0.25,0.22,0.26,0.22,0.26,0.26,0.24,0.29,0.25,0.0,0.25,0.22,0.26,0.24,0.22,0.23,0.23,0.23,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.28,0.24,0.25,0.0,0.22,0.24,0.24,0.26,0.21,0.23,0.23,0.0,0.0,0.22,0.22,0.0,0.0,0.25,0.23,0.0,0.23,0.0,0.0,0.23,0.23,0.0,0.22,0.21,0.0,0.27,0.22,0.0,0.22,0.0,0.0,0.24,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.28,0.23,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.22,0.23,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.23,0.23,0.24,0.0,0.0,0.0,0.36,0.0,0.22,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.29,0.26,0.25,0.25,0.26,0.25,0.25,0.24,0.24,0.25,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.23,0.23,0.23,0.22,0.22,0.21,0.22,0.22,0.0,0.21,0.0,0.21,0.22,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.75
