,2330.TW,700.HK,005930.KS,9988.HK,3690.HK,INFY.NS,VALE3.SA,005935.KQ,2603.TW,USD,939.HK,000660.KS,2454.TW,JD,2318.HK,TCS.NS,RELIANCE.NS,NTES,2317.TW,YUMC,EWM,2331.HK,SBER.ME,BIDU,HCLTECH.NS,HDFC.NS,NPN.JO,035720.KS,2303.TW,LKOH.ME,1120.SR,051900.KS,066570.KS,M4B.,035420.KS,1180.SR,PDD,AMXL.MX,1398.HK,2308.TW,600519.SS,017670.KS,000270.KS,2020.HK,1216.TW,2379.TW,TECHM.NS,WALMEX.MX,GAZP.ME,QNBK.QA,3034.TW,YNDX,DRREDDY.NS,GMKN.ME,WIPRO.NS,2269.HK,DNP.WA,2222.SR,051905.KQ,005490.KS,IMP.JO,HKD,3988.HK,090430.KS,2912.TW,1810.HK,2357.TW,ICICIBANK.NS,036570.KS,BBDC4.SA,ITUB4.SA,2319.HK,HTO.AT,601888.SS,2002.TW,NIO,2881.TW,867.HK,FEMSAUBD.MX,PETR4.SA,1093.HK,3711.TW,006400.KS,051910.KS,7010.SR,MCG.JO,ASIANPAINT.NS,CHMF.ME,RADL3.SA,HINDUNILVR.NS,PETR3.SA,2310.SR,LTI.NS,NESTLEIND.NS,COLPAL.NS,WEGE3.SA,960.HK,VIPS,DIVISLAB.NS,139480.KS,MARICO.NS,TATAMOTORS.NS,005380.KS,JBSS3.SA,2882.TW,DELTA-R.BK,BBSE3.SA,2345.TW,9910.TW,CCU.SN,5871.TW,CEMEXCPO.MX,2350.SR,CSNA3.SA,2377.TW,BIMBOA.MX,992.HK,MARK.QA,2885.TW,BRITANNIA.NS,SHP.JO,6488,2688.HK,2010.SR,105560.KS,600276.SS,000858.SZ,002790.KS,ABEV3.SA,032640.KS,2301.TW,GMEXICOB.MX,KFH.,TCS.L,6415.TW,008770.KS,603486.SS,2395.TW,MGLU3.SA,PIDILITIND.NS,2353.TW,2883.TW,PHOR.L,MOEX.ME,BRAP4.SA,1177.HK,FIVE.L,086790.KS,NLMK.ME,322.HK,271560.KS,PAGEIND.NS,ETISALAT.,GFNORTEO.MX,601857.SS,SSW.JO,2891.TW,TATASTEEL.NS,BIMAS.IS,PLZL.ME,8464.TW,857.HK,NBK.,009150.KS,CIPLA.NS,COMI.CA,291.HK,AUROPHARMA.NS,MRP.JO,NTCO3.SA,FSR.JO,055550.KS,030000.KS,096530.KQ,000810.KS,GRUMAB.MX,148.HK,TU-R.BK,KIO.JO,035760.KQ,097950.KS,4001.SR,1101.TW,IOC.NS,021240.KS,MTN.JO,1102.TW,078930.KS,IRAO.ME,600132.SS,018260.KS,LUPIN.NS,9904.TW,2474.TW,TATACONSUM.NS,B3SA3.SA,BID.JO,881.HK,HDFCLIFE.NS,MTC-R.BK,TLKM.JK,2250.SR,SPP.JO,CPF-R.BK,012750.KS,ULTRACEMCO.NS,6239.TW,SBK.JO,GFI.JO,FAB.,KLBN11.SA,HAVELLS.NS,JUBLFOOD.NS,ICBP.JK,2333.HK,APN.JO,NVAA.,BY6.,PZU.WA,002594.SZ,TWD,NED.JO,6110.HK,GLOB,016360.KS,SIEMENS.NS,POWERGRID.NS,5110.SR,392.HK,BBCA.JK,8210.SR,CLS.JO,BIMAS.E.IS,GLO.PM,263750.KQ,PGE.WA,BRL,INR,135.HK,008560.KS,HDFCAMC.NS,n/a,PIIND.NS,1088.HK,CPALL-R.BK,DABUR.NS,600036.SS,VIVT3.SA,TATN.ME,2354.TW,BERGEPAINT.NS,2328.HK,QIBK.QA,7020.SR,ASII.JK,DMART.NS,2887.TW,939,3968,2412.TW,SNGS.ME,SUM
10/07/2021,5.84,3.62,3.48,2.65,0.98,1.03,0.63,0.75,0.28,0.75,0.7,0.55,0.66,0.62,0.45,0.74,0.71,0.37,0.51,0.44,0.53,0.43,0.59,0.36,0.61,0.53,0.0,0.28,0.42,0.46,0.47,0.28,0.28,0.35,0.34,0.41,0.28,0.45,0.34,0.26,0.26,0.3,0.29,0.27,0.3,0.28,0.43,0.33,0.48,0.3,0.25,0.24,0.23,0.27,0.28,0.27,0.29,0.3,0.23,0.25,0.19,0.0,0.28,0.19,0.29,0.21,0.24,0.29,0.17,0.22,0.22,0.29,0.29,0.19,0.23,0.17,0.29,0.18,0.25,0.25,0.23,0.23,0.22,0.21,0.23,0.22,0.26,0.23,0.19,0.26,0.24,0.25,0.33,0.25,0.22,0.15,0.0,0.0,0.27,0.2,0.24,0.25,0.0,0.28,0.24,0.0,0.19,0.16,0.16,0.17,0.24,0.18,0.22,0.0,0.15,0.28,0.23,0.2,0.18,0.23,0.23,0.0,0.16,0.21,0.21,0.17,0.0,0.14,0.16,0.19,0.21,0.17,0.21,0.2,0.19,0.16,0.0,0.18,0.0,0.21,0.17,0.21,0.21,0.0,0.0,0.16,0.17,0.18,0.18,0.17,0.16,0.21,0.2,0.18,0.21,0.0,0.19,0.21,0.0,0.0,0.15,0.18,0.22,0.16,0.19,0.18,0.0,0.14,0.15,0.0,0.2,0.16,0.16,0.16,0.18,0.18,0.0,0.14,0.15,0.0,0.15,0.16,0.0,0.2,0.16,0.21,0.14,0.14,0.17,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.21,0.17,0.16,0.15,0.15,0.18,0.0,0.16,0.0,0.17,0.0,0.2,0.2,0.15,0.0,0.22,0.17,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.16,0.15,0.19,0.17,0.0,0.0,0.18,0.19,0.15,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.64
10/08/2021,5.83,3.56,3.43,2.62,0.96,1.03,0.62,0.73,0.28,0.76,0.7,0.53,0.65,0.64,0.45,0.75,0.72,0.38,0.5,0.44,0.54,0.44,0.62,0.37,0.63,0.54,0.0,0.26,0.43,0.47,0.48,0.28,0.28,0.35,0.33,0.42,0.29,0.45,0.34,0.27,0.26,0.29,0.29,0.27,0.29,0.29,0.43,0.33,0.5,0.3,0.25,0.24,0.22,0.27,0.28,0.27,0.29,0.3,0.23,0.25,0.19,0.0,0.28,0.2,0.3,0.22,0.24,0.29,0.16,0.22,0.22,0.3,0.28,0.19,0.24,0.17,0.28,0.18,0.25,0.26,0.23,0.22,0.22,0.2,0.23,0.22,0.26,0.23,0.19,0.26,0.24,0.26,0.33,0.25,0.22,0.0,0.0,0.0,0.27,0.2,0.24,0.25,0.0,0.28,0.24,0.0,0.19,0.16,0.16,0.17,0.23,0.18,0.22,0.0,0.15,0.28,0.24,0.2,0.18,0.22,0.23,0.0,0.17,0.22,0.2,0.17,0.0,0.14,0.16,0.19,0.21,0.17,0.21,0.21,0.19,0.17,0.0,0.18,0.0,0.22,0.16,0.21,0.21,0.15,0.0,0.16,0.17,0.17,0.18,0.17,0.16,0.21,0.2,0.19,0.21,0.0,0.19,0.21,0.0,0.14,0.0,0.2,0.22,0.16,0.18,0.18,0.0,0.0,0.16,0.0,0.2,0.16,0.16,0.15,0.18,0.18,0.0,0.0,0.15,0.0,0.15,0.16,0.0,0.21,0.16,0.22,0.0,0.15,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.21,0.17,0.16,0.15,0.15,0.18,0.15,0.16,0.0,0.17,0.0,0.2,0.2,0.16,0.0,0.22,0.17,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.16,0.16,0.19,0.16,0.0,0.0,0.18,0.2,0.15,0.15,0.0,0.0,0.16,0.14,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.15,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.74000000000001
10/11/2021,5.83,3.69,3.35,2.82,1.02,1.02,0.65,0.71,0.28,0.77,0.69,0.51,0.67,0.67,0.49,0.75,0.7,0.43,0.52,0.44,0.54,0.41,0.63,0.38,0.62,0.52,0.0,0.28,0.43,0.46,0.48,0.29,0.28,0.35,0.34,0.42,0.31,0.43,0.34,0.27,0.26,0.28,0.29,0.26,0.3,0.3,0.42,0.33,0.48,0.3,0.24,0.25,0.21,0.27,0.28,0.27,0.3,0.3,0.23,0.25,0.2,0.0,0.28,0.2,0.3,0.22,0.24,0.29,0.16,0.21,0.21,0.29,0.28,0.19,0.23,0.18,0.29,0.18,0.24,0.24,0.23,0.22,0.21,0.19,0.23,0.22,0.26,0.24,0.2,0.26,0.23,0.26,0.32,0.24,0.22,0.0,0.14,0.0,0.26,0.19,0.24,0.26,0.0,0.27,0.24,0.0,0.18,0.16,0.16,0.17,0.23,0.17,0.22,0.0,0.16,0.28,0.23,0.2,0.18,0.22,0.23,0.0,0.17,0.21,0.21,0.17,0.0,0.14,0.16,0.19,0.21,0.17,0.2,0.22,0.19,0.17,0.0,0.18,0.0,0.21,0.17,0.21,0.23,0.15,0.0,0.15,0.17,0.17,0.19,0.17,0.16,0.23,0.2,0.18,0.21,0.0,0.19,0.2,0.0,0.0,0.15,0.2,0.22,0.16,0.18,0.18,0.0,0.0,0.16,0.0,0.2,0.16,0.15,0.0,0.18,0.17,0.15,0.0,0.15,0.15,0.15,0.16,0.0,0.21,0.15,0.22,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.15,0.21,0.17,0.16,0.15,0.15,0.17,0.0,0.16,0.0,0.17,0.0,0.19,0.19,0.16,0.0,0.21,0.17,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.19,0.17,0.0,0.0,0.17,0.2,0.15,0.15,0.0,0.0,0.15,0.0,0.14,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.93
10/12/2021,5.8,3.79,3.36,2.99,1.05,1.04,0.66,0.72,0.27,0.0,0.69,0.51,0.67,0.7,0.51,0.76,0.73,0.44,0.53,0.45,0.55,0.39,0.64,0.4,0.63,0.53,0.0,0.28,0.42,0.47,0.49,0.29,0.27,0.35,0.34,0.42,0.32,0.44,0.35,0.27,0.26,0.27,0.3,0.25,0.3,0.29,0.43,0.33,0.48,0.31,0.24,0.24,0.21,0.28,0.29,0.26,0.3,0.3,0.23,0.25,0.22,0.0,0.28,0.2,0.3,0.22,0.25,0.29,0.16,0.22,0.0,0.29,0.28,0.2,0.22,0.18,0.29,0.19,0.24,0.25,0.23,0.21,0.22,0.2,0.23,0.22,0.26,0.25,0.2,0.25,0.23,0.26,0.34,0.24,0.22,0.15,0.0,0.0,0.26,0.2,0.24,0.27,0.0,0.28,0.24,0.0,0.18,0.17,0.16,0.18,0.23,0.17,0.22,0.0,0.16,0.28,0.22,0.21,0.18,0.22,0.23,0.0,0.16,0.21,0.2,0.18,0.0,0.0,0.16,0.18,0.22,0.17,0.21,0.22,0.19,0.17,0.0,0.18,0.0,0.21,0.17,0.21,0.23,0.15,0.0,0.16,0.17,0.17,0.19,0.18,0.16,0.23,0.2,0.18,0.22,0.16,0.19,0.2,0.0,0.14,0.14,0.2,0.22,0.16,0.18,0.18,0.0,0.0,0.16,0.0,0.19,0.16,0.15,0.0,0.18,0.17,0.14,0.0,0.15,0.15,0.15,0.16,0.0,0.21,0.16,0.22,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.15,0.21,0.17,0.15,0.15,0.15,0.17,0.0,0.15,0.15,0.17,0.0,0.19,0.19,0.16,0.0,0.2,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.16,0.19,0.17,0.0,0.0,0.17,0.19,0.15,0.15,0.0,0.0,0.15,0.0,0.0,0.22,0.0,0.14,0.0,0.0,0.0,0.14,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.97
10/13/2021,5.75,3.76,3.33,2.97,1.04,1.03,0.65,0.72,0.27,0.77,0.69,0.5,0.66,0.69,0.51,0.76,0.72,0.43,0.52,0.44,0.55,0.39,0.64,0.39,0.62,0.52,0.0,0.27,0.42,0.46,0.48,0.29,0.27,0.35,0.34,0.42,0.31,0.43,0.34,0.27,0.26,0.27,0.3,0.25,0.29,0.29,0.43,0.33,0.47,0.3,0.24,0.24,0.21,0.28,0.28,0.25,0.3,0.3,0.23,0.24,0.22,0.0,0.28,0.2,0.3,0.22,0.24,0.29,0.16,0.21,0.22,0.28,0.28,0.2,0.22,0.18,0.28,0.19,0.24,0.25,0.22,0.21,0.21,0.2,0.23,0.22,0.26,0.25,0.2,0.25,0.23,0.26,0.33,0.24,0.22,0.14,0.0,0.14,0.26,0.19,0.24,0.27,0.0,0.27,0.24,0.0,0.18,0.16,0.16,0.17,0.23,0.17,0.22,0.0,0.16,0.28,0.22,0.2,0.18,0.22,0.22,0.0,0.16,0.21,0.2,0.18,0.0,0.0,0.16,0.18,0.22,0.17,0.2,0.22,0.19,0.17,0.0,0.18,0.0,0.21,0.17,0.21,0.23,0.15,0.0,0.15,0.17,0.17,0.19,0.18,0.16,0.22,0.2,0.18,0.22,0.16,0.19,0.2,0.0,0.0,0.0,0.2,0.22,0.16,0.17,0.18,0.0,0.0,0.16,0.0,0.19,0.16,0.15,0.0,0.17,0.17,0.14,0.0,0.15,0.15,0.0,0.16,0.0,0.21,0.15,0.22,0.0,0.14,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.21,0.17,0.15,0.15,0.15,0.17,0.0,0.15,0.14,0.17,0.0,0.19,0.19,0.16,0.0,0.2,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.19,0.17,0.0,0.0,0.17,0.19,0.15,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.16,0.14,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.96
10/14/2021,5.72,3.85,3.31,3.19,1.12,1.0,0.66,0.71,0.27,0.77,0.68,0.5,0.66,0.68,0.52,0.7,0.71,0.43,0.52,0.44,0.54,0.38,0.66,0.39,0.6,0.52,0.0,0.27,0.42,0.46,0.49,0.28,0.27,0.37,0.34,0.41,0.31,0.43,0.34,0.27,0.26,0.27,0.29,0.24,0.29,0.29,0.41,0.33,0.48,0.3,0.23,0.24,0.21,0.28,0.28,0.25,0.3,0.3,0.23,0.24,0.22,0.0,0.27,0.19,0.3,0.22,0.24,0.29,0.16,0.21,0.21,0.28,0.28,0.19,0.22,0.18,0.28,0.19,0.24,0.25,0.22,0.21,0.21,0.2,0.22,0.22,0.26,0.25,0.19,0.25,0.23,0.26,0.32,0.24,0.22,0.14,0.0,0.0,0.26,0.19,0.24,0.29,0.0,0.27,0.23,0.0,0.18,0.16,0.16,0.17,0.23,0.17,0.21,0.0,0.16,0.27,0.19,0.2,0.18,0.22,0.22,0.0,0.16,0.22,0.2,0.18,0.0,0.0,0.16,0.18,0.21,0.18,0.2,0.22,0.19,0.17,0.0,0.18,0.0,0.21,0.17,0.21,0.23,0.15,0.0,0.16,0.17,0.17,0.19,0.17,0.16,0.23,0.2,0.18,0.22,0.16,0.19,0.2,0.0,0.0,0.14,0.2,0.21,0.16,0.17,0.18,0.0,0.0,0.16,0.0,0.19,0.16,0.15,0.0,0.17,0.17,0.15,0.0,0.15,0.15,0.0,0.15,0.0,0.2,0.15,0.22,0.0,0.14,0.18,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.16,0.0,0.0,0.14,0.21,0.16,0.15,0.15,0.15,0.17,0.0,0.15,0.15,0.17,0.0,0.19,0.19,0.15,0.0,0.2,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.14,0.15,0.16,0.15,0.18,0.17,0.0,0.0,0.17,0.19,0.15,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
10/15/2021,5.75,3.79,3.22,3.09,1.1,1.0,0.66,0.7,0.24,0.78,0.69,0.49,0.65,0.69,0.5,0.7,0.72,0.43,0.51,0.44,0.55,0.39,0.65,0.39,0.58,0.53,0.0,0.27,0.4,0.47,0.5,0.28,0.28,0.37,0.32,0.41,0.31,0.44,0.34,0.26,0.26,0.27,0.3,0.24,0.29,0.28,0.41,0.34,0.47,0.31,0.23,0.24,0.21,0.28,0.28,0.25,0.31,0.3,0.23,0.25,0.23,0.0,0.28,0.19,0.3,0.22,0.24,0.29,0.15,0.21,0.21,0.28,0.28,0.19,0.22,0.18,0.28,0.19,0.24,0.25,0.22,0.2,0.21,0.21,0.22,0.23,0.26,0.25,0.19,0.26,0.23,0.26,0.32,0.24,0.22,0.14,0.0,0.0,0.26,0.19,0.25,0.29,0.0,0.27,0.23,0.0,0.19,0.16,0.16,0.17,0.23,0.18,0.22,0.0,0.16,0.26,0.19,0.2,0.18,0.22,0.22,0.0,0.16,0.22,0.2,0.18,0.0,0.0,0.16,0.18,0.21,0.17,0.2,0.22,0.18,0.17,0.0,0.18,0.0,0.21,0.17,0.21,0.23,0.16,0.15,0.16,0.17,0.17,0.19,0.17,0.16,0.23,0.21,0.18,0.21,0.16,0.19,0.21,0.0,0.15,0.0,0.2,0.22,0.15,0.17,0.19,0.0,0.0,0.16,0.0,0.19,0.15,0.15,0.0,0.17,0.17,0.14,0.14,0.15,0.15,0.0,0.15,0.0,0.2,0.16,0.22,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.21,0.17,0.15,0.15,0.15,0.17,0.0,0.15,0.15,0.17,0.0,0.2,0.2,0.16,0.0,0.2,0.17,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.15,0.18,0.17,0.0,0.0,0.17,0.2,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.14,0.0,0.17,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.9
10/18/2021,5.68,3.75,3.23,3.06,1.09,1.02,0.64,0.69,0.25,0.78,0.68,0.5,0.61,0.71,0.49,0.69,0.72,0.43,0.51,0.44,0.55,0.39,0.64,0.39,0.58,0.53,0.0,0.28,0.38,0.46,0.49,0.28,0.27,0.36,0.34,0.42,0.31,0.44,0.34,0.25,0.27,0.27,0.3,0.23,0.29,0.27,0.42,0.34,0.47,0.31,0.22,0.24,0.21,0.28,0.3,0.25,0.3,0.3,0.23,0.25,0.24,0.0,0.27,0.2,0.3,0.21,0.24,0.29,0.16,0.21,0.21,0.27,0.27,0.2,0.21,0.18,0.28,0.19,0.24,0.25,0.22,0.2,0.22,0.22,0.22,0.23,0.26,0.25,0.19,0.25,0.23,0.27,0.34,0.24,0.22,0.15,0.0,0.0,0.27,0.2,0.25,0.34,0.0,0.28,0.23,0.0,0.19,0.16,0.16,0.17,0.22,0.18,0.22,0.0,0.16,0.27,0.18,0.2,0.17,0.22,0.23,0.0,0.16,0.22,0.2,0.17,0.0,0.0,0.16,0.18,0.21,0.18,0.2,0.23,0.18,0.17,0.0,0.17,0.0,0.21,0.17,0.2,0.23,0.15,0.0,0.15,0.17,0.17,0.18,0.17,0.16,0.23,0.2,0.18,0.2,0.17,0.19,0.21,0.0,0.16,0.0,0.2,0.22,0.15,0.17,0.19,0.0,0.0,0.16,0.0,0.19,0.16,0.15,0.0,0.17,0.17,0.0,0.0,0.16,0.15,0.15,0.16,0.0,0.21,0.16,0.22,0.14,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.21,0.17,0.15,0.15,0.15,0.17,0.0,0.15,0.15,0.17,0.0,0.2,0.21,0.16,0.0,0.2,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.17,0.15,0.18,0.18,0.0,0.0,0.16,0.21,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.14,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,66.85
10/19/2021,5.96,3.84,3.27,3.07,1.13,1.01,0.66,0.7,0.25,0.0,0.68,0.53,0.62,0.71,0.5,0.69,0.72,0.43,0.52,0.45,0.55,0.41,0.64,0.39,0.58,0.53,0.0,0.29,0.4,0.47,0.49,0.28,0.28,0.37,0.34,0.42,0.31,0.45,0.34,0.25,0.27,0.27,0.3,0.23,0.29,0.28,0.42,0.34,0.48,0.31,0.24,0.23,0.21,0.28,0.3,0.25,0.31,0.3,0.23,0.25,0.24,0.0,0.27,0.2,0.3,0.22,0.24,0.29,0.17,0.22,0.0,0.27,0.27,0.19,0.22,0.19,0.28,0.19,0.24,0.25,0.21,0.21,0.22,0.22,0.22,0.23,0.26,0.25,0.2,0.25,0.24,0.27,0.34,0.24,0.22,0.15,0.0,0.0,0.27,0.2,0.25,0.34,0.0,0.28,0.24,0.0,0.2,0.16,0.16,0.16,0.23,0.18,0.22,0.0,0.16,0.27,0.19,0.2,0.18,0.22,0.23,0.0,0.16,0.22,0.2,0.17,0.0,0.15,0.16,0.18,0.22,0.19,0.2,0.24,0.19,0.17,0.0,0.18,0.0,0.21,0.17,0.21,0.24,0.16,0.15,0.16,0.17,0.17,0.18,0.17,0.16,0.23,0.2,0.19,0.21,0.17,0.19,0.21,0.0,0.16,0.0,0.2,0.22,0.15,0.17,0.19,0.0,0.0,0.16,0.0,0.19,0.16,0.16,0.0,0.18,0.17,0.0,0.0,0.16,0.15,0.0,0.15,0.0,0.21,0.17,0.22,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.15,0.0,0.0,0.21,0.17,0.16,0.15,0.15,0.17,0.0,0.15,0.15,0.17,0.0,0.2,0.21,0.16,0.0,0.21,0.16,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.15,0.18,0.18,0.0,0.15,0.16,0.2,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.15,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,67.16999999999999
10/20/2021,5.96,3.84,3.27,3.07,1.13,1.01,0.66,0.7,0.25,0.0,0.68,0.53,0.62,0.71,0.5,0.69,0.72,0.43,0.52,0.45,0.55,0.41,0.64,0.39,0.58,0.53,0.0,0.29,0.4,0.47,0.49,0.28,0.28,0.37,0.34,0.42,0.31,0.45,0.34,0.25,0.27,0.27,0.3,0.23,0.29,0.28,0.42,0.34,0.48,0.31,0.24,0.23,0.21,0.28,0.3,0.25,0.31,0.3,0.23,0.25,0.24,0.0,0.27,0.2,0.3,0.22,0.24,0.29,0.17,0.22,0.0,0.27,0.27,0.19,0.22,0.19,0.28,0.19,0.24,0.25,0.21,0.21,0.22,0.22,0.22,0.23,0.26,0.25,0.2,0.25,0.24,0.27,0.34,0.24,0.22,0.15,0.0,0.0,0.27,0.2,0.25,0.34,0.0,0.28,0.24,0.0,0.2,0.16,0.16,0.16,0.23,0.18,0.22,0.0,0.16,0.27,0.19,0.2,0.18,0.22,0.23,0.0,0.16,0.22,0.2,0.17,0.0,0.15,0.16,0.18,0.22,0.19,0.2,0.24,0.19,0.17,0.0,0.18,0.0,0.21,0.17,0.21,0.24,0.16,0.15,0.16,0.17,0.17,0.18,0.17,0.16,0.23,0.2,0.19,0.21,0.17,0.19,0.21,0.0,0.16,0.0,0.2,0.22,0.15,0.17,0.19,0.0,0.0,0.16,0.0,0.19,0.16,0.16,0.0,0.18,0.17,0.0,0.0,0.16,0.15,0.0,0.15,0.0,0.21,0.17,0.22,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.15,0.0,0.0,0.21,0.17,0.16,0.15,0.15,0.17,0.0,0.15,0.15,0.17,0.0,0.2,0.21,0.16,0.0,0.21,0.16,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.15,0.18,0.18,0.0,0.15,0.16,0.2,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.15,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,67.16999999999999
10/21/2021,5.82,3.82,3.24,3.06,1.12,1.05,0.64,0.69,0.24,0.81,0.67,0.51,0.62,0.71,0.49,0.69,0.72,0.43,0.51,0.45,0.55,0.41,0.62,0.41,0.56,0.53,0.0,0.28,0.39,0.47,0.49,0.27,0.27,0.36,0.34,0.42,0.31,0.45,0.33,0.26,0.25,0.26,0.3,0.24,0.29,0.27,0.43,0.33,0.47,0.31,0.23,0.23,0.21,0.28,0.3,0.26,0.3,0.3,0.23,0.24,0.24,0.0,0.27,0.2,0.3,0.22,0.24,0.3,0.16,0.22,0.21,0.27,0.26,0.19,0.22,0.2,0.28,0.19,0.24,0.25,0.21,0.2,0.22,0.21,0.22,0.23,0.25,0.25,0.19,0.25,0.23,0.26,0.32,0.24,0.21,0.15,0.0,0.14,0.26,0.2,0.24,0.35,0.0,0.28,0.24,0.0,0.19,0.15,0.16,0.17,0.23,0.18,0.22,0.0,0.16,0.28,0.19,0.2,0.18,0.21,0.23,0.0,0.16,0.22,0.2,0.16,0.0,0.0,0.16,0.18,0.22,0.19,0.2,0.23,0.18,0.17,0.0,0.17,0.0,0.21,0.17,0.21,0.24,0.15,0.0,0.16,0.17,0.17,0.19,0.16,0.16,0.22,0.2,0.19,0.21,0.16,0.19,0.21,0.0,0.15,0.15,0.2,0.21,0.15,0.17,0.2,0.0,0.0,0.16,0.0,0.19,0.16,0.16,0.0,0.17,0.17,0.0,0.0,0.15,0.15,0.15,0.15,0.0,0.21,0.17,0.22,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.16,0.15,0.0,0.0,0.21,0.17,0.16,0.15,0.15,0.17,0.0,0.15,0.15,0.17,0.0,0.2,0.2,0.16,0.0,0.2,0.16,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.16,0.15,0.18,0.18,0.0,0.0,0.16,0.2,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,67.17
