,MSFT,AAPL,AMZN,GOOG,FB,GOOGL,V,WFC,BAC,LLY,BRK.B,CMCSA,TXN,NVDA,CRM,ABBV,HD,GE,PG,UNH,MA,AMD,NFLX,ISRG,COP,KO,CSCO,UPS,TMO,TSLA,JNJ,QCOM,n/a,FISV,ACN,AVGO,NKE,GS,BDX,LIN,FITB,DIS,PNC,SCHW,FIS,PM,PEP,COST,ZTS,DHR,INTU,AZN,SHW,HBAN,FDX,GPN,SBUX,APH,CME,CI,MDLZ,HON,SRE,AIG,AMT,MS,T,NEE,ROP,BA,CB,PLD,MMM,JPM,COF,SYK,CMI,PCAR,MCD,SO,AEE,A,ABT,XOM,ANTM,CHTR,XLNX,VZ,EOG,CVX,ICE,BKNG,TXT,D,CNC,ROST,ZM,LOW,ELAN,FLT,OTIS,AMGN,FTV,HAL,HIG,LBRDK,MRK,CSX,NLOK,LHX,SEE,NSC,WMT,WCN.TO,CMG,TDY,EQIX,MET,MO,CTSH,CTXS,SNY,CFG,WDAY,EL,MAR,BURL,BLL,CVS,RNR,HCA,VRSN,RACE.MI,EFX,ORLY,TMUS,MSI,WELL,HES,KDP,VRTX,DG,AVB,MNST,LDOS,HLT,HUM,EA,BIIB,EQH,APTV,SBNY,PH,ETR,PGR,TJX,IR,MG.TO,PPG,KMB,KKR,UAL,PEG,VFC,CDW,MMC,VMC,CBOE,NVR,TSN,MCHP,HOLX,MPC,LULU,MGM,MDT,AZO,TTE,IP,JBHT,ES,TRMB,CPT,WEC,CL,INCY,EQR,DLTR,ULTA,SPGI,MXIM,PKG,WYNN,REGN,LVS,BK,MKTX,FLS,CAG,CMS,GVMXX,MRNA,C,ADI,AIZ,STT,LUV,RPM,IFF,GM,SGEN,CP.TO,ARE,PLTK,ESS,CSGP,KLAC,PFE,RIVN,APD,STZ,SNPS,CDNS,XEL,VOYA,MPWR,PXD,SPG,AMAT,MCK,DASH,BMY,CLVT,IVZ,SBAC,DVN,FTNT,CF,KEYS,SUI,WFG.TO,WY,SUM
11/23/2021,6.03,5.95,4.12,2.96,2.7,1.85,1.37,1.4,1.31,1.02,1.08,1.05,1.11,1.17,1.19,1.05,1.05,0.87,0.89,1.11,0.78,0.68,0.93,0.84,0.64,0.69,0.71,0.6,0.79,0.81,0.66,0.6,0.0,0.92,0.69,0.59,0.62,0.59,0.59,0.61,0.62,0.54,0.44,0.49,0.46,0.51,0.54,0.61,0.45,0.56,0.51,0.48,0.54,0.51,0.34,0.57,0.48,0.48,0.43,0.2,0.42,0.36,0.42,0.53,0.4,0.4,0.4,0.47,0.39,0.37,0.44,0.41,0.36,0.41,0.0,0.4,0.4,0.37,0.4,0.4,0.36,0.38,0.36,0.33,0.34,0.43,0.45,0.33,0.32,0.32,0.34,0.37,0.3,0.4,0.2,0.28,0.24,0.33,0.32,0.48,0.29,0.33,0.29,0.28,0.36,0.29,0.32,0.27,0.28,0.28,0.24,0.24,0.26,0.28,0.31,0.28,0.3,0.27,0.25,0.28,0.24,0.28,0.26,0.22,0.24,0.27,0.22,0.33,0.23,0.24,0.22,0.2,0.23,0.0,0.3,0.27,0.24,0.23,0.0,0.22,0.0,0.21,0.18,0.21,0.19,0.23,0.26,0.21,0.28,0.25,0.19,0.23,0.2,0.0,0.0,0.17,0.18,0.14,0.0,0.22,0.17,0.1,0.12,0.0,0.16,0.19,0.23,0.17,0.12,0.16,0.2,0.17,0.15,0.18,0.15,0.14,0.14,0.27,0.12,0.0,0.22,0.12,0.13,0.11,0.11,0.0,0.12,0.1,0.14,0.0,0.0,0.1,0.0,0.09,0.0,0.12,0.0,0.08,0.08,0.13,0.38,0.22,0.19,0.18,0.18,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.44
11/24/2021,6.03,5.95,4.12,2.96,2.7,1.85,1.37,1.4,1.31,1.02,1.08,1.05,1.11,1.17,1.19,1.05,1.05,0.87,0.89,1.11,0.78,0.68,0.93,0.84,0.64,0.69,0.71,0.6,0.79,0.81,0.66,0.6,0.0,0.92,0.69,0.59,0.62,0.59,0.59,0.61,0.62,0.54,0.44,0.49,0.46,0.51,0.54,0.61,0.45,0.56,0.51,0.48,0.54,0.51,0.34,0.57,0.48,0.48,0.43,0.2,0.42,0.36,0.42,0.53,0.4,0.4,0.4,0.47,0.39,0.37,0.44,0.41,0.36,0.41,0.0,0.4,0.4,0.37,0.4,0.4,0.36,0.38,0.36,0.33,0.34,0.43,0.45,0.33,0.32,0.32,0.34,0.37,0.3,0.4,0.2,0.28,0.24,0.33,0.32,0.48,0.29,0.33,0.29,0.28,0.36,0.29,0.32,0.27,0.28,0.28,0.24,0.24,0.26,0.28,0.31,0.28,0.3,0.27,0.25,0.28,0.24,0.28,0.26,0.22,0.24,0.27,0.22,0.33,0.23,0.24,0.22,0.2,0.23,0.0,0.3,0.27,0.24,0.23,0.0,0.22,0.0,0.21,0.18,0.21,0.19,0.23,0.26,0.21,0.28,0.25,0.19,0.23,0.2,0.0,0.0,0.17,0.18,0.14,0.0,0.22,0.17,0.1,0.12,0.0,0.16,0.19,0.23,0.17,0.12,0.16,0.2,0.17,0.15,0.18,0.15,0.14,0.14,0.27,0.12,0.0,0.22,0.12,0.13,0.11,0.11,0.0,0.12,0.1,0.14,0.0,0.0,0.1,0.0,0.09,0.0,0.12,0.0,0.08,0.08,0.13,0.38,0.22,0.19,0.18,0.18,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.44
11/25/2021,6.03,5.95,4.12,2.96,2.7,1.85,1.37,1.4,1.31,1.02,1.08,1.05,1.11,1.17,1.19,1.05,1.05,0.87,0.89,1.11,0.78,0.68,0.93,0.84,0.64,0.69,0.71,0.6,0.79,0.81,0.66,0.6,0.0,0.92,0.69,0.59,0.62,0.59,0.59,0.61,0.62,0.54,0.44,0.49,0.46,0.51,0.54,0.61,0.45,0.56,0.51,0.48,0.54,0.51,0.34,0.57,0.48,0.48,0.43,0.2,0.42,0.36,0.42,0.53,0.4,0.4,0.4,0.47,0.39,0.37,0.44,0.41,0.36,0.41,0.0,0.4,0.4,0.37,0.4,0.4,0.36,0.38,0.36,0.33,0.34,0.43,0.45,0.33,0.32,0.32,0.34,0.37,0.3,0.4,0.2,0.28,0.24,0.33,0.32,0.48,0.29,0.33,0.29,0.28,0.36,0.29,0.32,0.27,0.28,0.28,0.24,0.24,0.26,0.28,0.31,0.28,0.3,0.27,0.25,0.28,0.24,0.28,0.26,0.22,0.24,0.27,0.22,0.33,0.23,0.24,0.22,0.2,0.23,0.0,0.3,0.27,0.24,0.23,0.0,0.22,0.0,0.21,0.18,0.21,0.19,0.23,0.26,0.21,0.28,0.25,0.19,0.23,0.2,0.0,0.0,0.17,0.18,0.14,0.0,0.22,0.17,0.1,0.12,0.0,0.16,0.19,0.23,0.17,0.12,0.16,0.2,0.17,0.15,0.18,0.15,0.14,0.14,0.27,0.12,0.0,0.22,0.12,0.13,0.11,0.11,0.0,0.12,0.1,0.14,0.0,0.0,0.1,0.0,0.09,0.0,0.12,0.0,0.08,0.08,0.13,0.38,0.22,0.19,0.18,0.18,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.44
11/26/2021,6.03,5.95,4.12,2.96,2.7,1.85,1.37,1.4,1.31,1.02,1.08,1.05,1.11,1.17,1.19,1.05,1.05,0.87,0.89,1.11,0.78,0.68,0.93,0.84,0.64,0.69,0.71,0.6,0.79,0.81,0.66,0.6,0.0,0.92,0.69,0.59,0.62,0.59,0.59,0.61,0.62,0.54,0.44,0.49,0.46,0.51,0.54,0.61,0.45,0.56,0.51,0.48,0.54,0.51,0.34,0.57,0.48,0.48,0.43,0.2,0.42,0.36,0.42,0.53,0.4,0.4,0.4,0.47,0.39,0.37,0.44,0.41,0.36,0.41,0.0,0.4,0.4,0.37,0.4,0.4,0.36,0.38,0.36,0.33,0.34,0.43,0.45,0.33,0.32,0.32,0.34,0.37,0.3,0.4,0.2,0.28,0.24,0.33,0.32,0.48,0.29,0.33,0.29,0.28,0.36,0.29,0.32,0.27,0.28,0.28,0.24,0.24,0.26,0.28,0.31,0.28,0.3,0.27,0.25,0.28,0.24,0.28,0.26,0.22,0.24,0.27,0.22,0.33,0.23,0.24,0.22,0.2,0.23,0.0,0.3,0.27,0.24,0.23,0.0,0.22,0.0,0.21,0.18,0.21,0.19,0.23,0.26,0.21,0.28,0.25,0.19,0.23,0.2,0.0,0.0,0.17,0.18,0.14,0.0,0.22,0.17,0.1,0.12,0.0,0.16,0.19,0.23,0.17,0.12,0.16,0.2,0.17,0.15,0.18,0.15,0.14,0.14,0.27,0.12,0.0,0.22,0.12,0.13,0.11,0.11,0.0,0.12,0.1,0.14,0.0,0.0,0.1,0.0,0.09,0.0,0.12,0.0,0.08,0.08,0.13,0.38,0.22,0.19,0.18,0.18,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.44
11/29/2021,6.03,5.95,4.12,2.96,2.7,1.85,1.37,1.4,1.31,1.02,1.08,1.05,1.11,1.17,1.19,1.05,1.05,0.87,0.89,1.11,0.78,0.68,0.93,0.84,0.64,0.69,0.71,0.6,0.79,0.81,0.66,0.6,0.0,0.92,0.69,0.59,0.62,0.59,0.59,0.61,0.62,0.54,0.44,0.49,0.46,0.51,0.54,0.61,0.45,0.56,0.51,0.48,0.54,0.51,0.34,0.57,0.48,0.48,0.43,0.2,0.42,0.36,0.42,0.53,0.4,0.4,0.4,0.47,0.39,0.37,0.44,0.41,0.36,0.41,0.0,0.4,0.4,0.37,0.4,0.4,0.36,0.38,0.36,0.33,0.34,0.43,0.45,0.33,0.32,0.32,0.34,0.37,0.3,0.4,0.2,0.28,0.24,0.33,0.32,0.48,0.29,0.33,0.29,0.28,0.36,0.29,0.32,0.27,0.28,0.28,0.24,0.24,0.26,0.28,0.31,0.28,0.3,0.27,0.25,0.28,0.24,0.28,0.26,0.22,0.24,0.27,0.22,0.33,0.23,0.24,0.22,0.2,0.23,0.0,0.3,0.27,0.24,0.23,0.0,0.22,0.0,0.21,0.18,0.21,0.19,0.23,0.26,0.21,0.28,0.25,0.19,0.23,0.2,0.0,0.0,0.17,0.18,0.14,0.0,0.22,0.17,0.1,0.12,0.0,0.16,0.19,0.23,0.17,0.12,0.16,0.2,0.17,0.15,0.18,0.15,0.14,0.14,0.27,0.12,0.0,0.22,0.12,0.13,0.11,0.11,0.0,0.12,0.1,0.14,0.0,0.0,0.1,0.0,0.09,0.0,0.12,0.0,0.08,0.08,0.13,0.38,0.22,0.19,0.18,0.18,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.44
11/30/2021,6.03,5.95,4.12,2.96,2.7,1.85,1.37,1.4,1.31,1.02,1.08,1.05,1.11,1.17,1.19,1.05,1.05,0.87,0.89,1.11,0.78,0.68,0.93,0.84,0.64,0.69,0.71,0.6,0.79,0.81,0.66,0.6,0.0,0.92,0.69,0.59,0.62,0.59,0.59,0.61,0.62,0.54,0.44,0.49,0.46,0.51,0.54,0.61,0.45,0.56,0.51,0.48,0.54,0.51,0.34,0.57,0.48,0.48,0.43,0.2,0.42,0.36,0.42,0.53,0.4,0.4,0.4,0.47,0.39,0.37,0.44,0.41,0.36,0.41,0.0,0.4,0.4,0.37,0.4,0.4,0.36,0.38,0.36,0.33,0.34,0.43,0.45,0.33,0.32,0.32,0.34,0.37,0.3,0.4,0.2,0.28,0.24,0.33,0.32,0.48,0.29,0.33,0.29,0.28,0.36,0.29,0.32,0.27,0.28,0.28,0.24,0.24,0.26,0.28,0.31,0.28,0.3,0.27,0.25,0.28,0.24,0.28,0.26,0.22,0.24,0.27,0.22,0.33,0.23,0.24,0.22,0.2,0.23,0.0,0.3,0.27,0.24,0.23,0.0,0.22,0.0,0.21,0.18,0.21,0.19,0.23,0.26,0.21,0.28,0.25,0.19,0.23,0.2,0.0,0.0,0.17,0.18,0.14,0.0,0.22,0.17,0.1,0.12,0.0,0.16,0.19,0.23,0.17,0.12,0.16,0.2,0.17,0.15,0.18,0.15,0.14,0.14,0.27,0.12,0.0,0.22,0.12,0.13,0.11,0.11,0.0,0.12,0.1,0.14,0.0,0.0,0.1,0.0,0.09,0.0,0.12,0.0,0.08,0.08,0.13,0.38,0.22,0.19,0.18,0.18,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.44
12/01/2021,6.03,5.95,4.12,2.96,2.7,1.85,1.37,1.4,1.31,1.02,1.08,1.05,1.11,1.17,1.19,1.05,1.05,0.87,0.89,1.11,0.78,0.68,0.93,0.84,0.64,0.69,0.71,0.6,0.79,0.81,0.66,0.6,0.0,0.92,0.69,0.59,0.62,0.59,0.59,0.61,0.62,0.54,0.44,0.49,0.46,0.51,0.54,0.61,0.45,0.56,0.51,0.48,0.54,0.51,0.34,0.57,0.48,0.48,0.43,0.2,0.42,0.36,0.42,0.53,0.4,0.4,0.4,0.47,0.39,0.37,0.44,0.41,0.36,0.41,0.0,0.4,0.4,0.37,0.4,0.4,0.36,0.38,0.36,0.33,0.34,0.43,0.45,0.33,0.32,0.32,0.34,0.37,0.3,0.4,0.2,0.28,0.24,0.33,0.32,0.48,0.29,0.33,0.29,0.28,0.36,0.29,0.32,0.27,0.28,0.28,0.24,0.24,0.26,0.28,0.31,0.28,0.3,0.27,0.25,0.28,0.24,0.28,0.26,0.22,0.24,0.27,0.22,0.33,0.23,0.24,0.22,0.2,0.23,0.0,0.3,0.27,0.24,0.23,0.0,0.22,0.0,0.21,0.18,0.21,0.19,0.23,0.26,0.21,0.28,0.25,0.19,0.23,0.2,0.0,0.0,0.17,0.18,0.14,0.0,0.22,0.17,0.1,0.12,0.0,0.16,0.19,0.23,0.17,0.12,0.16,0.2,0.17,0.15,0.18,0.15,0.14,0.14,0.27,0.12,0.0,0.22,0.12,0.13,0.11,0.11,0.0,0.12,0.1,0.14,0.0,0.0,0.1,0.0,0.09,0.0,0.12,0.0,0.08,0.08,0.13,0.38,0.22,0.19,0.18,0.18,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.44
12/02/2021,6.03,5.95,4.12,2.96,2.7,1.85,1.37,1.4,1.31,1.02,1.08,1.05,1.11,1.17,1.19,1.05,1.05,0.87,0.89,1.11,0.78,0.68,0.93,0.84,0.64,0.69,0.71,0.6,0.79,0.81,0.66,0.6,0.0,0.92,0.69,0.59,0.62,0.59,0.59,0.61,0.62,0.54,0.44,0.49,0.46,0.51,0.54,0.61,0.45,0.56,0.51,0.48,0.54,0.51,0.34,0.57,0.48,0.48,0.43,0.2,0.42,0.36,0.42,0.53,0.4,0.4,0.4,0.47,0.39,0.37,0.44,0.41,0.36,0.41,0.0,0.4,0.4,0.37,0.4,0.4,0.36,0.38,0.36,0.33,0.34,0.43,0.45,0.33,0.32,0.32,0.34,0.37,0.3,0.4,0.2,0.28,0.24,0.33,0.32,0.48,0.29,0.33,0.29,0.28,0.36,0.29,0.32,0.27,0.28,0.28,0.24,0.24,0.26,0.28,0.31,0.28,0.3,0.27,0.25,0.28,0.24,0.28,0.26,0.22,0.24,0.27,0.22,0.33,0.23,0.24,0.22,0.2,0.23,0.0,0.3,0.27,0.24,0.23,0.0,0.22,0.0,0.21,0.18,0.21,0.19,0.23,0.26,0.21,0.28,0.25,0.19,0.23,0.2,0.0,0.0,0.17,0.18,0.14,0.0,0.22,0.17,0.1,0.12,0.0,0.16,0.19,0.23,0.17,0.12,0.16,0.2,0.17,0.15,0.18,0.15,0.14,0.14,0.27,0.12,0.0,0.22,0.12,0.13,0.11,0.11,0.0,0.12,0.1,0.14,0.0,0.0,0.1,0.0,0.09,0.0,0.12,0.0,0.08,0.08,0.13,0.38,0.22,0.19,0.18,0.18,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.44
12/06/2021,6.03,5.95,4.12,2.96,2.7,1.85,1.37,1.4,1.31,1.02,1.08,1.05,1.11,1.17,1.19,1.05,1.05,0.87,0.89,1.11,0.78,0.68,0.93,0.84,0.64,0.69,0.71,0.6,0.79,0.81,0.66,0.6,0.0,0.92,0.69,0.59,0.62,0.59,0.59,0.61,0.62,0.54,0.44,0.49,0.46,0.51,0.54,0.61,0.45,0.56,0.51,0.48,0.54,0.51,0.34,0.57,0.48,0.48,0.43,0.2,0.42,0.36,0.42,0.53,0.4,0.4,0.4,0.47,0.39,0.37,0.44,0.41,0.36,0.41,0.0,0.4,0.4,0.37,0.4,0.4,0.36,0.38,0.36,0.33,0.34,0.43,0.45,0.33,0.32,0.32,0.34,0.37,0.3,0.4,0.2,0.28,0.24,0.33,0.32,0.48,0.29,0.33,0.29,0.28,0.36,0.29,0.32,0.27,0.28,0.28,0.24,0.24,0.26,0.28,0.31,0.28,0.3,0.27,0.25,0.28,0.24,0.28,0.26,0.22,0.24,0.27,0.22,0.33,0.23,0.24,0.22,0.2,0.23,0.0,0.3,0.27,0.24,0.23,0.0,0.22,0.0,0.21,0.18,0.21,0.19,0.23,0.26,0.21,0.28,0.25,0.19,0.23,0.2,0.0,0.0,0.17,0.18,0.14,0.0,0.22,0.17,0.1,0.12,0.0,0.16,0.19,0.23,0.17,0.12,0.16,0.2,0.17,0.15,0.18,0.15,0.14,0.14,0.27,0.12,0.0,0.22,0.12,0.13,0.11,0.11,0.0,0.12,0.1,0.14,0.0,0.0,0.1,0.0,0.09,0.0,0.12,0.0,0.08,0.08,0.13,0.38,0.22,0.19,0.18,0.18,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.44
12/07/2021,6.03,5.95,4.12,2.96,2.7,1.85,1.37,1.4,1.31,1.02,1.08,1.05,1.11,1.17,1.19,1.05,1.05,0.87,0.89,1.11,0.78,0.68,0.93,0.84,0.64,0.69,0.71,0.6,0.79,0.81,0.66,0.6,0.0,0.92,0.69,0.59,0.62,0.59,0.59,0.61,0.62,0.54,0.44,0.49,0.46,0.51,0.54,0.61,0.45,0.56,0.51,0.48,0.54,0.51,0.34,0.57,0.48,0.48,0.43,0.2,0.42,0.36,0.42,0.53,0.4,0.4,0.4,0.47,0.39,0.37,0.44,0.41,0.36,0.41,0.0,0.4,0.4,0.37,0.4,0.4,0.36,0.38,0.36,0.33,0.34,0.43,0.45,0.33,0.32,0.32,0.34,0.37,0.3,0.4,0.2,0.28,0.24,0.33,0.32,0.48,0.29,0.33,0.29,0.28,0.36,0.29,0.32,0.27,0.28,0.28,0.24,0.24,0.26,0.28,0.31,0.28,0.3,0.27,0.25,0.28,0.24,0.28,0.26,0.22,0.24,0.27,0.22,0.33,0.23,0.24,0.22,0.2,0.23,0.0,0.3,0.27,0.24,0.23,0.0,0.22,0.0,0.21,0.18,0.21,0.19,0.23,0.26,0.21,0.28,0.25,0.19,0.23,0.2,0.0,0.0,0.17,0.18,0.14,0.0,0.22,0.17,0.1,0.12,0.0,0.16,0.19,0.23,0.17,0.12,0.16,0.2,0.17,0.15,0.18,0.15,0.14,0.14,0.27,0.12,0.0,0.22,0.12,0.13,0.11,0.11,0.0,0.12,0.1,0.14,0.0,0.0,0.1,0.0,0.09,0.0,0.12,0.0,0.08,0.08,0.13,0.38,0.22,0.19,0.18,0.18,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.44
12/08/2021,6.03,5.95,4.12,2.96,2.7,1.85,1.37,1.4,1.31,1.02,1.08,1.05,1.11,1.17,1.19,1.05,1.05,0.87,0.89,1.11,0.78,0.68,0.93,0.84,0.64,0.69,0.71,0.6,0.79,0.81,0.66,0.6,0.0,0.92,0.69,0.59,0.62,0.59,0.59,0.61,0.62,0.54,0.44,0.49,0.46,0.51,0.54,0.61,0.45,0.56,0.51,0.48,0.54,0.51,0.34,0.57,0.48,0.48,0.43,0.2,0.42,0.36,0.42,0.53,0.4,0.4,0.4,0.47,0.39,0.37,0.44,0.41,0.36,0.41,0.0,0.4,0.4,0.37,0.4,0.4,0.36,0.38,0.36,0.33,0.34,0.43,0.45,0.33,0.32,0.32,0.34,0.37,0.3,0.4,0.2,0.28,0.24,0.33,0.32,0.48,0.29,0.33,0.29,0.28,0.36,0.29,0.32,0.27,0.28,0.28,0.24,0.24,0.26,0.28,0.31,0.28,0.3,0.27,0.25,0.28,0.24,0.28,0.26,0.22,0.24,0.27,0.22,0.33,0.23,0.24,0.22,0.2,0.23,0.0,0.3,0.27,0.24,0.23,0.0,0.22,0.0,0.21,0.18,0.21,0.19,0.23,0.26,0.21,0.28,0.25,0.19,0.23,0.2,0.0,0.0,0.17,0.18,0.14,0.0,0.22,0.17,0.1,0.12,0.0,0.16,0.19,0.23,0.17,0.12,0.16,0.2,0.17,0.15,0.18,0.15,0.14,0.14,0.27,0.12,0.0,0.22,0.12,0.13,0.11,0.11,0.0,0.12,0.1,0.14,0.0,0.0,0.1,0.0,0.09,0.0,0.12,0.0,0.08,0.08,0.13,0.38,0.22,0.19,0.18,0.18,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.44
12/09/2021,6.03,5.95,4.12,2.96,2.7,1.85,1.37,1.4,1.31,1.02,1.08,1.05,1.11,1.17,1.19,1.05,1.05,0.87,0.89,1.11,0.78,0.68,0.93,0.84,0.64,0.69,0.71,0.6,0.79,0.81,0.66,0.6,0.0,0.92,0.69,0.59,0.62,0.59,0.59,0.61,0.62,0.54,0.44,0.49,0.46,0.51,0.54,0.61,0.45,0.56,0.51,0.48,0.54,0.51,0.34,0.57,0.48,0.48,0.43,0.2,0.42,0.36,0.42,0.53,0.4,0.4,0.4,0.47,0.39,0.37,0.44,0.41,0.36,0.41,0.0,0.4,0.4,0.37,0.4,0.4,0.36,0.38,0.36,0.33,0.34,0.43,0.45,0.33,0.32,0.32,0.34,0.37,0.3,0.4,0.2,0.28,0.24,0.33,0.32,0.48,0.29,0.33,0.29,0.28,0.36,0.29,0.32,0.27,0.28,0.28,0.24,0.24,0.26,0.28,0.31,0.28,0.3,0.27,0.25,0.28,0.24,0.28,0.26,0.22,0.24,0.27,0.22,0.33,0.23,0.24,0.22,0.2,0.23,0.0,0.3,0.27,0.24,0.23,0.0,0.22,0.0,0.21,0.18,0.21,0.19,0.23,0.26,0.21,0.28,0.25,0.19,0.23,0.2,0.0,0.0,0.17,0.18,0.14,0.0,0.22,0.17,0.1,0.12,0.0,0.16,0.19,0.23,0.17,0.12,0.16,0.2,0.17,0.15,0.18,0.15,0.14,0.14,0.27,0.12,0.0,0.22,0.12,0.13,0.11,0.11,0.0,0.12,0.1,0.14,0.0,0.0,0.1,0.0,0.09,0.0,0.12,0.0,0.08,0.08,0.13,0.38,0.22,0.19,0.18,0.18,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.44
12/10/2021,6.03,5.95,4.12,2.96,2.7,1.85,1.37,1.4,1.31,1.02,1.08,1.05,1.11,1.17,1.19,1.05,1.05,0.87,0.89,1.11,0.78,0.68,0.93,0.84,0.64,0.69,0.71,0.6,0.79,0.81,0.66,0.6,0.0,0.92,0.69,0.59,0.62,0.59,0.59,0.61,0.62,0.54,0.44,0.49,0.46,0.51,0.54,0.61,0.45,0.56,0.51,0.48,0.54,0.51,0.34,0.57,0.48,0.48,0.43,0.2,0.42,0.36,0.42,0.53,0.4,0.4,0.4,0.47,0.39,0.37,0.44,0.41,0.36,0.41,0.0,0.4,0.4,0.37,0.4,0.4,0.36,0.38,0.36,0.33,0.34,0.43,0.45,0.33,0.32,0.32,0.34,0.37,0.3,0.4,0.2,0.28,0.24,0.33,0.32,0.48,0.29,0.33,0.29,0.28,0.36,0.29,0.32,0.27,0.28,0.28,0.24,0.24,0.26,0.28,0.31,0.28,0.3,0.27,0.25,0.28,0.24,0.28,0.26,0.22,0.24,0.27,0.22,0.33,0.23,0.24,0.22,0.2,0.23,0.0,0.3,0.27,0.24,0.23,0.0,0.22,0.0,0.21,0.18,0.21,0.19,0.23,0.26,0.21,0.28,0.25,0.19,0.23,0.2,0.0,0.0,0.17,0.18,0.14,0.0,0.22,0.17,0.1,0.12,0.0,0.16,0.19,0.23,0.17,0.12,0.16,0.2,0.17,0.15,0.18,0.15,0.14,0.14,0.27,0.12,0.0,0.22,0.12,0.13,0.11,0.11,0.0,0.12,0.1,0.14,0.0,0.0,0.1,0.0,0.09,0.0,0.12,0.0,0.08,0.08,0.13,0.38,0.22,0.19,0.18,0.18,0.15,0.13,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.44
