,TWTR,MRVL,INFO,ALXN,PRU,MPC,MSI,PSX,IFF,XEL,AFL,WELL,OTIS,APTV,CMI,ZBH,SWK,FRC,ADM,KKR,CTVA,PH,WMB,YUM,LUV,TROW,SIVB,AME,PEG,VLO,SBAC,PCAR,WLTW,AVB,AWK,EQR,WEC,AJG,STT,KR,NUE,LH,ES,ARE,ORLY,CBRE,LBRDK,AZO,LEN,FITB,MCK,YUMC,O,WY,HPQ,ED,VIAC,OKE,IQV,TDG,CERN,TDOC,DLTR,LYB,PPG,RSG,IP,NTRS,VRSN,FTV,TT,SYF,VMC,OXY,CARR,MLM,DTE,DOV,PPL,VTR,HES,HIG,QRVO,MKC,INVH,GRMN,TSN,WDC,BBY,CCL,EIX,AEE,TRMB,ETR,FE,HBAN,EXR,GLW,NDAQ,SUI,ALB,MAA,KMX,COO,CHD,ESS,KEY,TDY,PXD,AKAM,KSU,DVN,RF,MTB,BXP,IR,ANSS,DRE,HPE,RCL,ALLY,PEAK,EFX,BLL,HAL,DGX,CINF,PKI,AMCR,HOLX,DHI,GPC,STE,MGM,PFG,UAL,OMC,CAG,CMS,HZNP,J,AES,VTRS,ABC,IEX,BKR,VICI,SWKS,SSNC,DFS,FLT,KEYS,SNPS,EMN,ELAN,BMRN,CFG,TFX,TTWO,PCG,RJF,TXT,UDR,LUMN,URI,MAS,LNT,CTLT,EVRG,CNP,BIO,LDOS,WAB,WPC,WHR,WRK,GDDY,AAL,HRL,LKQ,AAP,SBNY,XRAY,MKL,SJM,AMP,NLY,CBOE,MOH,ATO,PKG,IPG,CDAY,MSCI,CPT,ROK,FOXA,LII,MPW,BRO,HAS,L,HST,APH,CCK,PWR,BKI,SNA,HWM,XTSLA,AMH,PNR,UHS,QGEN,HLT,BWA,EQH,FFIV,JLL,KIM,FNF,STLD,ACGL,PENN,VRSK,DAR,NDSN,MOS,CTRA,CF,MRO,WOLF,BLDR,BG,ON,REG,WTW,CMA,TRGP,EWBC,FANG,ZION,LITE,ST,Y,DOX,PHM,GWRE,HII,FWONK,CUBE,GL,KNX,FAF,CLF,KRC,WRB,AA,VST,FHN,BERY,AFG,RE,MHK,FSLR,USFD,SF,VFC,ACC,APA,NI,JNPR,CE,LNC,FMC,CIEN,HUBB,SCI,TPR,FBHS,FCNCA,BEN,UTHR,TW,TAP,CTXS,PBCT,RRX,OGN,ITT,SYNH,AGNC,RGA,OGE,ATR,VOYA,COLD,NCLH,ORI,DKS,SUM
07/23/2021,0.68,0.66,0.62,0.0,0.56,0.49,0.52,0.45,0.52,0.53,0.51,0.53,0.53,0.49,0.5,0.47,0.47,0.49,0.47,0.46,0.44,0.46,0.44,0.46,0.44,0.44,0.45,0.45,0.44,0.37,0.44,0.43,0.41,0.46,0.44,0.45,0.43,0.41,0.41,0.44,0.39,0.39,0.42,0.41,0.42,0.38,0.38,0.4,0.38,0.36,0.38,0.36,0.38,0.36,0.33,0.36,0.34,0.33,0.34,0.34,0.34,0.33,0.33,0.32,0.31,0.35,0.33,0.33,0.33,0.33,0.35,0.31,0.33,0.27,0.33,0.31,0.32,0.34,0.31,0.33,0.28,0.32,0.31,0.32,0.33,0.33,0.3,0.29,0.31,0.26,0.31,0.31,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.3,0.31,0.31,0.29,0.28,0.29,0.31,0.27,0.29,0.24,0.27,0.25,0.25,0.26,0.25,0.26,0.26,0.26,0.27,0.26,0.24,0.27,0.28,0.28,0.27,0.24,0.26,0.25,0.25,0.25,0.26,0.25,0.26,0.26,0.23,0.24,0.22,0.22,0.24,0.26,0.24,0.25,0.23,0.24,0.25,0.25,0.21,0.25,0.24,0.24,0.24,0.23,0.23,0.22,0.21,0.23,0.21,0.22,0.21,0.22,0.2,0.22,0.22,0.23,0.2,0.21,0.22,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.2,0.19,0.18,0.18,0.19,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.18,0.0,0.18,0.18,0.19,0.18,0.18,0.18,0.19,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.18,0.0,0.0,0.17,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.620000000000005
07/26/2021,0.69,0.67,0.61,0.0,0.57,0.5,0.52,0.46,0.51,0.51,0.52,0.52,0.53,0.49,0.5,0.47,0.47,0.49,0.46,0.47,0.44,0.47,0.44,0.45,0.45,0.45,0.46,0.45,0.43,0.38,0.43,0.43,0.41,0.45,0.42,0.44,0.41,0.41,0.42,0.43,0.4,0.39,0.41,0.41,0.41,0.39,0.38,0.39,0.39,0.37,0.38,0.36,0.37,0.36,0.33,0.36,0.34,0.34,0.33,0.34,0.33,0.32,0.33,0.32,0.31,0.34,0.33,0.33,0.32,0.32,0.35,0.32,0.33,0.29,0.33,0.31,0.32,0.34,0.31,0.32,0.28,0.32,0.31,0.31,0.32,0.33,0.29,0.28,0.3,0.28,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.29,0.3,0.29,0.32,0.3,0.29,0.28,0.28,0.3,0.27,0.29,0.25,0.27,0.25,0.25,0.26,0.24,0.26,0.26,0.26,0.27,0.26,0.25,0.28,0.28,0.27,0.27,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.23,0.24,0.22,0.22,0.23,0.25,0.24,0.25,0.23,0.24,0.25,0.25,0.21,0.25,0.24,0.24,0.24,0.23,0.23,0.22,0.21,0.23,0.21,0.22,0.21,0.22,0.2,0.22,0.22,0.23,0.2,0.22,0.21,0.2,0.2,0.21,0.21,0.2,0.21,0.21,0.2,0.19,0.18,0.18,0.19,0.19,0.2,0.2,0.19,0.2,0.2,0.2,0.18,0.17,0.18,0.18,0.18,0.18,0.2,0.18,0.19,0.2,0.19,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.42
07/27/2021,0.7,0.67,0.62,0.0,0.56,0.5,0.52,0.45,0.52,0.52,0.51,0.52,0.54,0.49,0.5,0.47,0.47,0.49,0.46,0.48,0.45,0.47,0.44,0.47,0.43,0.44,0.46,0.45,0.44,0.37,0.43,0.43,0.42,0.45,0.43,0.44,0.42,0.41,0.42,0.43,0.4,0.39,0.42,0.41,0.42,0.39,0.38,0.4,0.39,0.36,0.39,0.37,0.37,0.37,0.33,0.36,0.34,0.34,0.34,0.34,0.34,0.32,0.33,0.32,0.32,0.35,0.33,0.33,0.33,0.32,0.35,0.31,0.33,0.29,0.34,0.31,0.32,0.34,0.31,0.32,0.28,0.31,0.31,0.3,0.33,0.33,0.29,0.28,0.3,0.28,0.3,0.3,0.3,0.29,0.3,0.29,0.29,0.29,0.3,0.3,0.32,0.3,0.29,0.28,0.28,0.3,0.26,0.29,0.25,0.27,0.26,0.25,0.26,0.24,0.26,0.26,0.26,0.27,0.26,0.24,0.28,0.28,0.27,0.26,0.25,0.26,0.25,0.26,0.25,0.26,0.25,0.26,0.26,0.23,0.24,0.22,0.22,0.23,0.25,0.25,0.24,0.23,0.24,0.25,0.25,0.21,0.24,0.24,0.24,0.24,0.23,0.24,0.22,0.21,0.23,0.21,0.22,0.22,0.22,0.2,0.22,0.22,0.23,0.2,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.19,0.18,0.18,0.19,0.19,0.2,0.2,0.19,0.2,0.2,0.2,0.18,0.17,0.18,0.18,0.18,0.18,0.19,0.18,0.19,0.2,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.66
07/28/2021,0.71,0.68,0.61,0.0,0.56,0.5,0.52,0.45,0.53,0.52,0.51,0.52,0.54,0.49,0.49,0.48,0.47,0.49,0.46,0.48,0.44,0.47,0.44,0.48,0.43,0.44,0.45,0.45,0.44,0.37,0.43,0.42,0.41,0.45,0.43,0.44,0.42,0.41,0.42,0.42,0.4,0.39,0.42,0.41,0.42,0.39,0.38,0.4,0.4,0.36,0.39,0.37,0.38,0.37,0.33,0.36,0.34,0.33,0.34,0.34,0.34,0.32,0.33,0.32,0.32,0.35,0.32,0.33,0.31,0.32,0.35,0.31,0.34,0.28,0.34,0.32,0.32,0.34,0.31,0.32,0.27,0.31,0.31,0.31,0.33,0.33,0.29,0.28,0.31,0.27,0.3,0.3,0.3,0.29,0.3,0.29,0.29,0.29,0.31,0.3,0.31,0.3,0.29,0.28,0.29,0.31,0.26,0.29,0.24,0.27,0.26,0.25,0.26,0.24,0.26,0.26,0.26,0.27,0.26,0.24,0.27,0.28,0.27,0.26,0.24,0.26,0.24,0.26,0.25,0.26,0.26,0.26,0.26,0.22,0.24,0.22,0.22,0.23,0.26,0.26,0.25,0.22,0.24,0.25,0.25,0.21,0.24,0.24,0.24,0.24,0.23,0.24,0.23,0.21,0.23,0.2,0.22,0.22,0.23,0.2,0.21,0.22,0.23,0.2,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.19,0.18,0.18,0.19,0.19,0.2,0.2,0.19,0.2,0.2,0.2,0.18,0.0,0.18,0.18,0.18,0.18,0.2,0.18,0.19,0.2,0.19,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.18,0.17,0.17,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.77
07/29/2021,0.68,0.68,0.6,0.0,0.56,0.51,0.53,0.46,0.53,0.52,0.51,0.52,0.54,0.5,0.49,0.47,0.47,0.49,0.46,0.48,0.44,0.47,0.44,0.48,0.43,0.44,0.45,0.45,0.44,0.38,0.43,0.42,0.38,0.45,0.43,0.44,0.42,0.4,0.43,0.42,0.41,0.39,0.42,0.41,0.42,0.4,0.38,0.4,0.39,0.36,0.39,0.36,0.37,0.37,0.33,0.36,0.35,0.34,0.34,0.34,0.34,0.31,0.33,0.32,0.32,0.35,0.33,0.33,0.31,0.32,0.35,0.32,0.33,0.28,0.34,0.31,0.32,0.33,0.31,0.32,0.28,0.31,0.31,0.3,0.33,0.33,0.29,0.28,0.31,0.28,0.29,0.3,0.3,0.29,0.3,0.29,0.29,0.29,0.3,0.3,0.32,0.3,0.29,0.28,0.28,0.3,0.26,0.29,0.24,0.27,0.25,0.25,0.26,0.24,0.26,0.26,0.26,0.27,0.27,0.25,0.27,0.28,0.27,0.26,0.25,0.26,0.25,0.27,0.25,0.26,0.26,0.26,0.26,0.23,0.24,0.23,0.22,0.23,0.25,0.25,0.24,0.22,0.24,0.25,0.24,0.22,0.24,0.24,0.24,0.24,0.23,0.24,0.22,0.22,0.23,0.2,0.22,0.22,0.22,0.19,0.22,0.22,0.23,0.2,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.2,0.19,0.18,0.18,0.2,0.19,0.2,0.2,0.19,0.2,0.19,0.2,0.18,0.0,0.18,0.18,0.18,0.18,0.2,0.18,0.19,0.2,0.19,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.6
07/30/2021,0.68,0.66,0.6,0.0,0.56,0.5,0.52,0.46,0.53,0.53,0.51,0.52,0.54,0.5,0.49,0.48,0.46,0.49,0.47,0.49,0.45,0.47,0.44,0.49,0.43,0.44,0.44,0.45,0.45,0.38,0.44,0.41,0.38,0.45,0.44,0.44,0.43,0.4,0.42,0.43,0.42,0.39,0.43,0.42,0.42,0.41,0.38,0.4,0.39,0.36,0.4,0.34,0.38,0.37,0.33,0.37,0.34,0.33,0.33,0.34,0.34,0.32,0.33,0.33,0.32,0.35,0.33,0.33,0.31,0.32,0.35,0.32,0.33,0.28,0.34,0.31,0.33,0.33,0.31,0.32,0.27,0.31,0.3,0.3,0.33,0.33,0.29,0.27,0.31,0.28,0.3,0.31,0.29,0.3,0.3,0.29,0.29,0.29,0.3,0.3,0.31,0.3,0.29,0.28,0.29,0.3,0.27,0.29,0.24,0.27,0.25,0.25,0.26,0.25,0.26,0.26,0.26,0.27,0.26,0.25,0.27,0.28,0.27,0.26,0.25,0.26,0.25,0.27,0.25,0.26,0.26,0.26,0.26,0.22,0.24,0.22,0.22,0.23,0.26,0.25,0.24,0.23,0.24,0.25,0.24,0.22,0.24,0.23,0.24,0.24,0.23,0.23,0.22,0.21,0.23,0.2,0.22,0.22,0.22,0.19,0.22,0.22,0.23,0.2,0.22,0.21,0.21,0.2,0.22,0.21,0.21,0.21,0.21,0.2,0.19,0.18,0.18,0.19,0.19,0.2,0.2,0.18,0.2,0.19,0.2,0.18,0.0,0.0,0.18,0.19,0.18,0.2,0.18,0.19,0.2,0.19,0.17,0.0,0.0,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.18,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.64
08/02/2021,0.69,0.68,0.61,0.0,0.56,0.51,0.52,0.46,0.52,0.52,0.52,0.52,0.54,0.52,0.48,0.48,0.45,0.49,0.47,0.49,0.45,0.47,0.44,0.5,0.43,0.43,0.45,0.45,0.45,0.39,0.43,0.4,0.37,0.45,0.44,0.44,0.42,0.4,0.43,0.43,0.43,0.41,0.42,0.41,0.4,0.43,0.37,0.4,0.41,0.36,0.39,0.34,0.37,0.37,0.33,0.36,0.34,0.34,0.34,0.34,0.33,0.32,0.32,0.33,0.31,0.34,0.32,0.33,0.3,0.32,0.35,0.32,0.34,0.28,0.35,0.32,0.32,0.33,0.31,0.32,0.28,0.32,0.31,0.3,0.33,0.34,0.29,0.28,0.31,0.27,0.3,0.3,0.3,0.29,0.29,0.3,0.29,0.3,0.3,0.3,0.33,0.31,0.28,0.28,0.28,0.3,0.27,0.29,0.25,0.27,0.25,0.25,0.26,0.24,0.26,0.25,0.26,0.27,0.27,0.25,0.27,0.28,0.27,0.26,0.25,0.26,0.25,0.28,0.25,0.26,0.26,0.25,0.26,0.22,0.24,0.22,0.22,0.22,0.25,0.26,0.25,0.23,0.24,0.25,0.24,0.22,0.23,0.24,0.25,0.24,0.23,0.24,0.22,0.22,0.23,0.2,0.21,0.21,0.22,0.19,0.22,0.22,0.23,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.22,0.2,0.19,0.18,0.18,0.19,0.19,0.2,0.2,0.18,0.2,0.19,0.2,0.19,0.0,0.0,0.0,0.18,0.19,0.19,0.18,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.18,0.17,0.0,0.0,0.0,0.18,0.18,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.72
08/03/2021,0.69,0.69,0.62,0.0,0.56,0.51,0.52,0.45,0.53,0.52,0.52,0.51,0.54,0.52,0.48,0.48,0.45,0.48,0.47,0.49,0.45,0.47,0.43,0.51,0.42,0.43,0.43,0.45,0.44,0.39,0.43,0.4,0.37,0.45,0.44,0.44,0.42,0.4,0.43,0.43,0.44,0.41,0.42,0.42,0.41,0.43,0.38,0.4,0.4,0.36,0.39,0.34,0.37,0.36,0.33,0.36,0.34,0.33,0.34,0.33,0.34,0.31,0.33,0.32,0.32,0.35,0.32,0.33,0.3,0.34,0.35,0.31,0.34,0.27,0.36,0.32,0.32,0.34,0.31,0.32,0.28,0.32,0.3,0.3,0.33,0.34,0.29,0.28,0.31,0.26,0.29,0.3,0.3,0.29,0.29,0.29,0.29,0.3,0.3,0.3,0.34,0.31,0.28,0.29,0.28,0.3,0.27,0.29,0.24,0.27,0.25,0.25,0.26,0.24,0.26,0.26,0.26,0.27,0.27,0.24,0.27,0.28,0.27,0.26,0.24,0.26,0.25,0.29,0.25,0.27,0.26,0.25,0.26,0.22,0.24,0.21,0.22,0.22,0.25,0.25,0.25,0.22,0.24,0.25,0.24,0.22,0.24,0.23,0.25,0.24,0.23,0.24,0.23,0.22,0.23,0.2,0.21,0.22,0.22,0.19,0.21,0.22,0.23,0.19,0.22,0.21,0.21,0.21,0.21,0.21,0.22,0.21,0.22,0.2,0.19,0.18,0.18,0.18,0.19,0.2,0.2,0.18,0.2,0.19,0.2,0.19,0.17,0.18,0.19,0.18,0.19,0.2,0.18,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.720000000000006
08/04/2021,0.69,0.69,0.62,0.0,0.56,0.51,0.52,0.45,0.53,0.52,0.52,0.51,0.54,0.52,0.48,0.48,0.45,0.48,0.47,0.49,0.45,0.47,0.43,0.51,0.42,0.43,0.43,0.45,0.44,0.39,0.43,0.4,0.37,0.45,0.44,0.44,0.42,0.4,0.43,0.43,0.44,0.41,0.42,0.42,0.41,0.43,0.38,0.4,0.4,0.36,0.39,0.34,0.37,0.36,0.33,0.36,0.34,0.33,0.34,0.33,0.34,0.31,0.33,0.32,0.32,0.35,0.32,0.33,0.3,0.34,0.35,0.31,0.34,0.27,0.36,0.32,0.32,0.34,0.31,0.32,0.28,0.32,0.3,0.3,0.33,0.34,0.29,0.28,0.31,0.26,0.29,0.3,0.3,0.29,0.29,0.29,0.29,0.3,0.3,0.3,0.34,0.31,0.28,0.29,0.28,0.3,0.27,0.29,0.24,0.27,0.25,0.25,0.26,0.24,0.26,0.26,0.26,0.27,0.27,0.24,0.27,0.28,0.27,0.26,0.24,0.26,0.25,0.29,0.25,0.27,0.26,0.25,0.26,0.22,0.24,0.21,0.22,0.22,0.25,0.25,0.25,0.22,0.24,0.25,0.24,0.22,0.24,0.23,0.25,0.24,0.23,0.24,0.23,0.22,0.23,0.2,0.21,0.22,0.22,0.19,0.21,0.22,0.23,0.19,0.22,0.21,0.21,0.21,0.21,0.21,0.22,0.21,0.22,0.2,0.19,0.18,0.18,0.18,0.19,0.2,0.2,0.18,0.2,0.19,0.2,0.19,0.17,0.18,0.19,0.18,0.19,0.2,0.18,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.720000000000006
08/05/2021,0.69,0.69,0.62,0.0,0.56,0.51,0.52,0.45,0.53,0.52,0.52,0.51,0.54,0.52,0.48,0.48,0.45,0.48,0.47,0.49,0.45,0.47,0.43,0.51,0.42,0.43,0.43,0.45,0.44,0.39,0.43,0.4,0.37,0.45,0.44,0.44,0.42,0.4,0.43,0.43,0.44,0.41,0.42,0.42,0.41,0.43,0.38,0.4,0.4,0.36,0.39,0.34,0.37,0.36,0.33,0.36,0.34,0.33,0.34,0.33,0.34,0.31,0.33,0.32,0.32,0.35,0.32,0.33,0.3,0.34,0.35,0.31,0.34,0.27,0.36,0.32,0.32,0.34,0.31,0.32,0.28,0.32,0.3,0.3,0.33,0.34,0.29,0.28,0.31,0.26,0.29,0.3,0.3,0.29,0.29,0.29,0.29,0.3,0.3,0.3,0.34,0.31,0.28,0.29,0.28,0.3,0.27,0.29,0.24,0.27,0.25,0.25,0.26,0.24,0.26,0.26,0.26,0.27,0.27,0.24,0.27,0.28,0.27,0.26,0.24,0.26,0.25,0.29,0.25,0.27,0.26,0.25,0.26,0.22,0.24,0.21,0.22,0.22,0.25,0.25,0.25,0.22,0.24,0.25,0.24,0.22,0.24,0.23,0.25,0.24,0.23,0.24,0.23,0.22,0.23,0.2,0.21,0.22,0.22,0.19,0.21,0.22,0.23,0.19,0.22,0.21,0.21,0.21,0.21,0.21,0.22,0.21,0.22,0.2,0.19,0.18,0.18,0.18,0.19,0.2,0.2,0.18,0.2,0.19,0.2,0.19,0.17,0.18,0.19,0.18,0.19,0.2,0.18,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.720000000000006
